player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,goalType,blockCoordinates
"{'name': 'Igor Poček', 'slug': 'igor-pocek', 'shortName': 'I. Poček', 'position': 'F', 'jerseyNumber': '10', 'userCount': 14, 'gender': 'M', 'id': 138949, 'fieldTranslations': {'nameTranslation': {'ar': 'إيغور بوتشيك'}, 'shortNameTranslation': {'ar': 'إ. بوتشيك'}}}",True,block,throw-in-set-piece,"{'x': 19, 'y': 69, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.02751,6528802,47,,2763,"{'start': {'x': 69, 'y': 19}, 'block': {'x': 69, 'y': 19}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",44,2637,63,shot,,,"{'x': 19, 'y': 69, 'z': 0}"
"{'name': 'Alhassan Baba Musah', 'firstName': '', 'lastName': '', 'slug': 'alhassan-baba-musah', 'shortName': 'A. B. Musah', 'position': 'M', 'jerseyNumber': '19', 'userCount': 30, 'gender': 'M', 'id': 1486746, 'fieldTranslations': {'nameTranslation': {'ar': 'الحسن بابا موسى'}, 'shortNameTranslation': {'ar': 'ا. موسى'}}}",True,block,regular,"{'x': 22, 'y': 74, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.02798,6528801,45,,2681,"{'start': {'x': 74, 'y': 22}, 'block': {'x': 74, 'y': 22}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,19,2681,shot,,,"{'x': 22, 'y': 74, 'z': 0}"
"{'name': 'Jovan Vujisic', 'slug': 'jovan-vujisic', 'shortName': 'J. Vujisic', 'position': 'D', 'jerseyNumber': '5', 'userCount': 5, 'gender': 'M', 'id': 1036138, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان فويجيسيتش'}, 'shortNameTranslation': {'ar': 'ي. فويجيسيتش'}}}",False,miss,throw-in-set-piece,"{'x': 32, 'y': 47, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 48.5, 'z': 50.6}",0.001075,6528800,42,,2479,"{'start': {'x': 47, 'y': 32}, 'end': {'x': 51.5, 'y': 0}, 'goal': {'x': 51.5, 'y': 49.4}}",4,221,2479,shot,,,
"{'name': 'Lazar Knezevic', 'firstName': 'Lazar Knezevic', 'slug': 'lazar-knezevic', 'shortName': 'L. Knezevic', 'position': 'M', 'jerseyNumber': '7', 'userCount': 5, 'gender': 'M', 'id': 1497156, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار كنيزيفيتش'}, 'shortNameTranslation': {'ar': 'ل. كنيزيفيتش'}}}",False,goal,corner,"{'x': 6, 'y': 49, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47, 'z': 18.5}",0.2343,6528799,37,,2200,"{'start': {'x': 49, 'y': 6}, 'end': {'x': 53, 'y': 0}, 'goal': {'x': 53, 'y': 81.5}}",9,500,2200,shot,0.594,regular,
"{'name': 'Nelson Augustin Cordoba', 'firstName': '', 'lastName': '', 'slug': 'nelson-augustin-cordoba', 'shortName': 'N. A. Cordoba', 'position': 'M', 'jerseyNumber': '28', 'userCount': 13, 'gender': 'M', 'id': 1163021, 'fieldTranslations': {'nameTranslation': {'ar': 'نيلسون أوغستين كوردوبا'}, 'shortNameTranslation': {'ar': 'ن. كوردوبا'}}}",False,block,regular,"{'x': 13, 'y': 66, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.0666,6528798,35,,2076,"{'start': {'x': 66, 'y': 13}, 'block': {'x': 66, 'y': 13}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",11,624,2076,shot,,,"{'x': 13, 'y': 66, 'z': 0}"
"{'name': 'Jagoš Roganović', 'slug': 'jagos-roganovic', 'shortName': 'J. Roganović', 'position': 'M', 'jerseyNumber': '29', 'userCount': 7, 'gender': 'M', 'id': 1620437, 'fieldTranslations': {'nameTranslation': {'ar': 'ياجوش روجانوفيتش'}, 'shortNameTranslation': {'ar': 'ي. روجانوفيتش'}}}",False,miss,regular,"{'x': 12, 'y': 66, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 49.9, 'z': 51.8}",0.09406,6528797,23,,1364,"{'start': {'x': 66, 'y': 12}, 'end': {'x': 50.1, 'y': 0}, 'goal': {'x': 50.1, 'y': 48.2}}",23,1336,1364,shot,,,
"{'name': 'Kristijan Radunović', 'firstName': 'Kristijan Radunović', 'lastName': '', 'slug': 'kristijan-radunovic', 'shortName': 'K. Radunović', 'position': 'M', 'jerseyNumber': '14', 'userCount': 3, 'gender': 'M', 'id': 1381377, 'fieldTranslations': {'nameTranslation': {'ar': 'كريستيجان رادونوفيتش'}, 'shortNameTranslation': {'ar': 'ك. رادونوفيتش'}}}",True,post,set-piece,"{'x': 3, 'y': 58, 'z': 0}",head,high,"{'x': 0, 'y': 44.9, 'z': 39.1}",0.2447,6528796,17,,966,"{'start': {'x': 58, 'y': 3}, 'end': {'x': 55.1, 'y': 0}, 'goal': {'x': 55.1, 'y': 60.9}}",29,1734,966,shot,,,
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",False,save,corner,"{'x': 22, 'y': 53, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 52.6, 'z': 24.3}",0.04593,6528795,13,,759,"{'start': {'x': 53, 'y': 22}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 75.7}}",33,1941,759,shot,0.2203,,
"{'name': 'Dušan Vuković', 'firstName': '', 'lastName': '', 'slug': 'dusan-vukovic', 'shortName': 'D. Vuković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 24, 'gender': 'M', 'id': 1103884, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان فوكوفيتش'}, 'shortNameTranslation': {'ar': 'د. فوكوفيتش'}}}",False,miss,regular,"{'x': 13, 'y': 62, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 56.4, 'z': 42}",0.1462,6528794,8,,433,"{'start': {'x': 62, 'y': 13}, 'end': {'x': 43.6, 'y': 0}, 'goal': {'x': 43.6, 'y': 58}}",38,2267,433,shot,,,
"{'name': 'Marko Čavor', 'firstName': '', 'lastName': '', 'slug': 'marko-cavor', 'shortName': 'M. Čavor', 'position': 'D', 'jerseyNumber': '29', 'userCount': 7, 'gender': 'M', 'id': 909420, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو تشافور'}, 'shortNameTranslation': {'ar': 'م. تشافور'}}}",True,block,regular,"{'x': 23, 'y': 29, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.001665,6528793,1,,60,"{'start': {'x': 29, 'y': 23}, 'block': {'x': 29, 'y': 23}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",45,2640,60,shot,,,"{'x': 23, 'y': 29, 'z': 0}"
