player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,goalType,blockCoordinates
"{'name': 'Igor Poček', 'slug': 'igor-pocek', 'shortName': 'I. Poček', 'position': 'F', 'jerseyNumber': '10', 'userCount': 14, 'gender': 'M', 'id': 138949, 'fieldTranslations': {'nameTranslation': {'ar': 'إيغور بوتشيك'}, 'shortNameTranslation': {'ar': 'إ. بوتشيك'}}}",True,miss,throw-in-set-piece,"{'x': 29, 'y': 55, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 43.4, 'z': 50.8}",0.01477,6528812,90,5.0,5690,"{'start': {'x': 55, 'y': 29}, 'end': {'x': 56.6, 'y': 0}, 'goal': {'x': 56.6, 'y': 49.2}}",1,610,290,shot,,,
"{'name': 'Anđelko Jovanović', 'firstName': '', 'lastName': '', 'slug': 'andelko-jovanovic', 'shortName': 'A. Jovanović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 1030487, 'fieldTranslations': {'nameTranslation': {'ar': 'أنجيلكو يوفانوفيتش', 'hi': 'एन्डेल्को जोवानोविक', 'bn': 'আন্দ্রেকো জোভানোভিচ'}, 'shortNameTranslation': {'ar': 'أ. يوفانوفيتش', 'hi': 'ए. जोवानोविक', 'bn': 'এ. জোভানোভিচ'}}}",False,miss,throw-in-set-piece,"{'x': 23, 'y': 67, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 56.8, 'z': 59.8}",0.008991,6528811,90,1.0,5458,"{'start': {'x': 67, 'y': 23}, 'end': {'x': 43.2, 'y': 0}, 'goal': {'x': 43.2, 'y': 40.2}}",1,842,58,shot,,,
"{'name': 'Nikola Pavličević', 'firstName': 'Nikola', 'lastName': 'Pavličević', 'slug': 'nikola-pavlicevic', 'shortName': 'N. Pavličević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 1, 'gender': 'M', 'id': 1648560, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا بافليتشيفيتش'}, 'shortNameTranslation': {'ar': 'ن. بافليتشيفيتش'}}}",False,miss,set-piece,"{'x': 10, 'y': 32, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 56.4, 'z': 56.5}",0.01171,6528810,90,,5383,"{'start': {'x': 32, 'y': 10}, 'end': {'x': 43.6, 'y': 0}, 'goal': {'x': 43.6, 'y': 43.5}}",1,17,2683,shot,,,
"{'name': 'Ayumu Nishimura', 'firstName': 'Ayumu Nishimura', 'slug': 'ayumu-nishimura', 'shortName': 'A. Nishimura', 'position': 'F', 'userCount': 15, 'gender': 'M', 'id': 1218295, 'fieldTranslations': {'nameTranslation': {'ar': 'أيومو نيشيمورا'}, 'shortNameTranslation': {'ar': 'أ. نيشيمورا'}}}",True,save,regular,"{'x': 12, 'y': 41, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.5, 'z': 7.4}",0.1792,6528809,77,,4585,"{'start': {'x': 41, 'y': 12}, 'end': {'x': 51.5, 'y': 0}, 'goal': {'x': 51.5, 'y': 92.6}}",14,815,1885,shot,0.145,,
"{'name': 'Ayumu Nishimura', 'firstName': 'Ayumu Nishimura', 'slug': 'ayumu-nishimura', 'shortName': 'A. Nishimura', 'position': 'F', 'userCount': 15, 'gender': 'M', 'id': 1218295, 'fieldTranslations': {'nameTranslation': {'ar': 'أيومو نيشيمورا'}, 'shortNameTranslation': {'ar': 'أ. نيشيمورا'}}}",True,goal,set-piece,"{'x': 7, 'y': 50, 'z': 0}",head,high-centre,"{'x': 0, 'y': 51.5, 'z': 35.7}",0.1822,6528808,75,,4484,"{'start': {'x': 50, 'y': 7}, 'end': {'x': 48.5, 'y': 0}, 'goal': {'x': 48.5, 'y': 64.3}}",16,916,1784,shot,0.1337,regular,
"{'name': 'Davor Kontić', 'firstName': '', 'lastName': '', 'slug': 'davor-kontic', 'shortName': 'D. Kontić', 'position': 'M', 'jerseyNumber': '8', 'userCount': 7, 'gender': 'M', 'id': 929719, 'fieldTranslations': {'nameTranslation': {'ar': 'دافور كونتيش', 'hi': 'डेवोर कोंटिक', 'bn': 'দাভোর কন্টিচ'}, 'shortNameTranslation': {'ar': 'د. كونتيش', 'hi': 'डी. कोंटिक', 'bn': 'ডি. কন্টিচ'}}}",False,block,corner,"{'x': 10, 'y': 64, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.06291,6528807,72,,4269,"{'start': {'x': 64, 'y': 10}, 'block': {'x': 64, 'y': 10}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",19,1131,1569,shot,,,"{'x': 10, 'y': 64, 'z': 0}"
"{'name': 'Jagoš Roganović', 'slug': 'jagos-roganovic', 'shortName': 'J. Roganović', 'position': 'M', 'jerseyNumber': '29', 'userCount': 7, 'gender': 'M', 'id': 1620437, 'fieldTranslations': {'nameTranslation': {'ar': 'ياجوش روجانوفيتش'}, 'shortNameTranslation': {'ar': 'ي. روجانوفيتش'}}}",False,goal,regular,"{'x': 8, 'y': 50, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51, 'z': 4.2}",0.6298,6528806,67,,4020,"{'start': {'x': 50, 'y': 8}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 95.8}}",24,1380,1320,shot,0.6426,regular,
"{'name': 'Dušan Vuković', 'firstName': '', 'lastName': '', 'slug': 'dusan-vukovic', 'shortName': 'D. Vuković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 24, 'gender': 'M', 'id': 1103884, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان فوكوفيتش'}, 'shortNameTranslation': {'ar': 'د. فوكوفيتش'}}}",False,save,regular,"{'x': 19, 'y': 64, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.2, 'z': 5.8}",0.05192,6528805,67,,4019,"{'start': {'x': 64, 'y': 19}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 94.2}}",24,1381,1319,shot,0.02122,,
"{'name': 'Luka Maraš', 'firstName': 'Luka', 'lastName': 'Maraš', 'slug': 'luka-maras', 'shortName': 'L. Maraš', 'position': 'D', 'jerseyNumber': '11', 'userCount': 2, 'gender': 'M', 'id': 813112, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا ماراش'}, 'shortNameTranslation': {'ar': 'ل. ماراش'}}}",True,goal,throw-in-set-piece,"{'x': 4, 'y': 53, 'z': 0}",head,low-left,"{'x': 0, 'y': 52.6, 'z': 15.6}",0.3297,6528804,60,,3547,"{'start': {'x': 53, 'y': 4}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 84.4}}",31,1853,847,shot,0.8376,regular,
"{'name': 'Velizar Janketić', 'firstName': '', 'lastName': '', 'slug': 'velizar-janketic', 'shortName': 'V. Janketić', 'position': 'M', 'jerseyNumber': '7', 'userCount': 12, 'gender': 'M', 'id': 572018, 'fieldTranslations': {'nameTranslation': {'ar': 'فيليزار جانكيتش', 'hi': 'वेलिज़ार जानकेटिक', 'bn': 'ভেলিজার জানকেটিচ'}, 'shortNameTranslation': {'ar': 'ف. جانكيتش', 'hi': 'वी. जानकेटिक', 'bn': 'ভি. জানকেটিক'}}}",True,miss,regular,"{'x': 18, 'y': 56, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.9, 'z': 8.5}",0.1134,6528803,56,,3319,"{'start': {'x': 56, 'y': 18}, 'end': {'x': 41.1, 'y': 0}, 'goal': {'x': 41.1, 'y': 91.5}}",35,2081,619,shot,,,
