player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Vasilije Novičić', 'firstName': 'Vasilije Novicic', 'slug': 'vasilije-novicic', 'shortName': 'V. Novićić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 343, 'gender': 'M', 'id': 1957265, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي نوفتيتش'}, 'shortNameTranslation': {'ar': 'ف. نوفتيتش'}}}",True,goal,penalty,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.4, 'z': 15.8}",5853897,90,6.0,5752,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 53.6, 'y': 0}, 'goal': {'x': 53.6, 'y': 84.2}}",1,548,352,shot,
"{'name': 'Leonardo Antonio', 'firstName': '', 'lastName': '', 'slug': 'leonardo-antonio', 'shortName': 'L. Antonio', 'position': 'M', 'jerseyNumber': '27', 'userCount': 23, 'gender': 'M', 'id': 1030841, 'fieldTranslations': {'nameTranslation': {'ar': 'ليوناردو أنطونيو'}, 'shortNameTranslation': {'ar': 'ل. أنطونيو'}}}",False,save,,assisted,"{'x': 29.5, 'y': 48.1, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51, 'z': 15.8}",5853818,89,,5336,"{'start': {'x': 48.1, 'y': 29.5}, 'block': {'x': 48.7, 'y': 2.7}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 84.2}}",2,64,2636,shot,"{'x': 2.7, 'y': 48.7, 'z': 0}"
"{'name': 'Ismael Casas', 'slug': 'ismael-casas', 'shortName': 'I. Casas', 'position': 'D', 'jerseyNumber': '45', 'userCount': 43, 'gender': 'M', 'id': 966572, 'fieldTranslations': {'nameTranslation': {'ar': 'إسماعيل كاساس', 'bn': 'ইসমাইল কাসাস', 'hi': 'इस्माइल कासास'}, 'shortNameTranslation': {'ar': 'إ. كاساس', 'bn': 'আই. কাসাস', 'hi': 'आई. कासास'}}}",True,block,,assisted,"{'x': 21.6, 'y': 60.7, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.7, 'z': 19}",5853797,87,,5210,"{'start': {'x': 60.7, 'y': 21.6}, 'block': {'x': 58.1, 'y': 14.1}, 'end': {'x': 53.3, 'y': 0}, 'goal': {'x': 53.3, 'y': 81}}",4,190,2510,shot,"{'x': 14.1, 'y': 58.1, 'z': 0}"
"{'name': 'Olivier Thill', 'slug': 'olivier-thill', 'shortName': 'O. Thill', 'position': 'M', 'userCount': 110, 'gender': 'M', 'id': 797763, 'fieldTranslations': {'nameTranslation': {'ar': 'أوليفييه ثيل', 'bn': 'অলিভিয়ার থিল', 'hi': 'ओलिवियर थिल'}, 'shortNameTranslation': {'ar': 'أ. ثيل', 'bn': 'ও. থিল', 'hi': 'ओ. थिल'}}}",True,miss,,assisted,"{'x': 25, 'y': 41.1, 'z': 0}",right-foot,right,"{'x': 0, 'y': 37.8, 'z': 23.6}",5853786,86,,5110,"{'start': {'x': 41.1, 'y': 25}, 'end': {'x': 62.2, 'y': 0}, 'goal': {'x': 62.2, 'y': 76.4}}",5,290,2410,shot,
"{'name': 'Stefan Tomović', 'firstName': 'Stefan Tomovic', 'slug': 'stefan-tomovic', 'shortName': 'S. Tomović', 'position': 'M', 'jerseyNumber': '70', 'userCount': 86, 'gender': 'M', 'id': 1063371, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان توموفيتش', 'bn': 'স্টেফান তোমোভিচ', 'hi': 'स्टीफ़न टॉमोविक'}, 'shortNameTranslation': {'ar': 'س. توموفيتش', 'bn': 'এস. তোমোভিচ', 'hi': 'एस. टॉमोविक'}}}",False,save,,assisted,"{'x': 14.5, 'y': 42.3, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.4, 'z': 13.3}",5853689,79,,4733,"{'start': {'x': 42.3, 'y': 14.5}, 'block': {'x': 48.2, 'y': 3.1}, 'end': {'x': 53.6, 'y': 0}, 'goal': {'x': 53.6, 'y': 86.7}}",12,667,2033,shot,"{'x': 3.1, 'y': 48.2, 'z': 0}"
"{'name': 'Olivier Thill', 'slug': 'olivier-thill', 'shortName': 'O. Thill', 'position': 'M', 'userCount': 110, 'gender': 'M', 'id': 797763, 'fieldTranslations': {'nameTranslation': {'ar': 'أوليفييه ثيل', 'bn': 'অলিভিয়ার থিল', 'hi': 'ओलिवियर थिल'}, 'shortNameTranslation': {'ar': 'أ. ثيل', 'bn': 'ও. থিল', 'hi': 'ओ. थिल'}}}",True,miss,,regular,"{'x': 20.3, 'y': 57.9, 'z': 0}",right-foot,high,"{'x': 0, 'y': 47.6, 'z': 87.5}",5853561,68,,4040,"{'start': {'x': 57.9, 'y': 20.3}, 'end': {'x': 52.4, 'y': 0}, 'goal': {'x': 52.4, 'y': 12.5}}",23,1360,1340,shot,
"{'name': 'Dušan Zagar', 'firstName': 'Dusan Zagar', 'slug': 'dusan-zagar', 'shortName': 'D. Zagar', 'position': 'M', 'jerseyNumber': '10', 'userCount': 37, 'gender': 'M', 'id': 2059299, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان زاغار'}, 'shortNameTranslation': {'ar': 'د. زاغار'}}}",True,save,,regular,"{'x': 21.8, 'y': 26.6, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 48.4, 'z': 30.4}",5853534,64,,3827,"{'start': {'x': 26.6, 'y': 21.8}, 'block': {'x': 48.2, 'y': 1.6}, 'end': {'x': 51.6, 'y': 0}, 'goal': {'x': 51.6, 'y': 69.6}}",27,1573,1127,shot,"{'x': 1.6, 'y': 48.2, 'z': 0}"
"{'name': 'Brian Ramírez', 'firstName': 'Brian Ramírez', 'lastName': '', 'slug': 'brian-ramirez', 'shortName': 'B. Ramírez', 'position': 'M', 'jerseyNumber': '99', 'userCount': 21, 'gender': 'M', 'id': 1063790, 'fieldTranslations': {'nameTranslation': {'ar': 'براين راميريز'}, 'shortNameTranslation': {'ar': 'ب. راميريز'}}}",False,miss,,assisted,"{'x': 18.2, 'y': 52.1, 'z': 0}",left-foot,high-right,"{'x': 0, 'y': 43.5, 'z': 61.1}",5853501,58,,3454,"{'start': {'x': 52.1, 'y': 18.2}, 'end': {'x': 56.5, 'y': 0}, 'goal': {'x': 56.5, 'y': 38.9}}",33,1946,754,shot,
"{'name': 'Yohan Bilingi', 'firstName': '', 'lastName': '', 'slug': 'bilingi-yohan', 'shortName': 'Y. Bilingi', 'position': 'D', 'jerseyNumber': '28', 'userCount': 19, 'gender': 'M', 'id': 949370, 'fieldTranslations': {'nameTranslation': {'ar': 'يوهان بيلينغي'}, 'shortNameTranslation': {'ar': 'ي. بيلينغي'}}}",False,miss,,regular,"{'x': 23.5, 'y': 68.7, 'z': 0}",right-foot,right,"{'x': 0, 'y': 39.2, 'z': 19.4}",5853490,57,,3392,"{'start': {'x': 68.7, 'y': 23.5}, 'end': {'x': 60.8, 'y': 0}, 'goal': {'x': 60.8, 'y': 80.6}}",34,2008,692,shot,
"{'name': 'Ilija Babić', 'slug': 'ilija-babic', 'shortName': 'I. Babić', 'position': 'M', 'jerseyNumber': '21', 'userCount': 55, 'gender': 'M', 'id': 997194, 'fieldTranslations': {'nameTranslation': {'ar': 'إيليا بابيتش'}, 'shortNameTranslation': {'ar': 'إ. بابيتش'}}}",False,block,,regular,"{'x': 9.5, 'y': 32.7, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51, 'z': 19}",5853479,56,,3347,"{'start': {'x': 32.7, 'y': 9.5}, 'block': {'x': 39.5, 'y': 5.5}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 81}}",35,2053,647,shot,"{'x': 5.5, 'y': 39.5, 'z': 0}"
