match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,aerialWon,duelLost,duelWon,dispossessed,totalContest,shotOffTarget,blockedScoringAttempt,clearanceOffLine,outfielderBlock,interceptionWon,unsuccessfulTouch,wasFouled,keyPass,shotValueNormalized,aerialLost,totalTackle,wonTackle,fouls,wonContest,accurateCross,challengeLost,onTargetScoringAttempt,goals,bigChanceMissed,bigChanceCreated,goodHighClaim,penaltyFaced,punches,penaltyConceded,totalOffside
14015482,home,308176,FK IMT Beograd,1444568,Sankara Karamoko,sankara-karamoko,F,50,False,18.0,14.0,,,0.0,4.0,4.0,10.0,14.0,,2.0,,,,,89.0,34.0,6.7,10.0,,"{'original': 6.7, 'alternative': 7.4}",3,0.23,-0.08,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,5,7,3,4,77.77777777777779,,,,,,2.0,7.0,5.0,1.0,1.0,1.0,,,,1.0,4.0,1.0,1.0,0.13,3.0,2.0,2.0,4.0,,,1.0,2.0,,1.0,,,,,,
14015482,home,241802,FK IMT Beograd,797763,Olivier Thill,olivier-thill,M,18,True,22.0,15.0,7.0,4.0,0.0,9.0,10.0,6.0,12.0,1.0,3.0,,,,,32.0,30.0,7.0,7.0,,"{'original': 7, 'alternative': 6.9}",2,0.09,0.05,0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,3,0,68.18181818181817,57.14285714285714,,100.0,,,1.0,2.0,4.0,,1.0,2.0,,,,,,,,-0.17,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
14015482,home,308176,FK IMT Beograd,1516067,Miloš Jović,milos-jovic,F,9,True,9.0,5.0,,,0.0,3.0,3.0,2.0,6.0,,1.0,,,,,23.0,16.0,6.0,7.0,,"{'original': 6, 'alternative': 6.4}",0,0.06,-0.17,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,7,3,1,2,55.55555555555556,,,,,,,9.0,1.0,1.0,,,,,,,2.0,1.0,,,7.0,,,1.0,,,,,,,,,,,,
14015482,home,308176,FK IMT Beograd,1111990,Nikola Glišić,nikola-glisic,D,7,True,11.0,5.0,6.0,2.0,0.0,2.0,2.0,3.0,9.0,2.0,1.0,,,,,23.0,19.0,6.8,7.0,,"{'original': 6.8, 'alternative': 6.7}",0,0.05,-0.05,0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,45.45454545454545,33.33333333333333,50.0,,,2.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,
14015482,home,308176,FK IMT Beograd,1137495,Charly Keita,keita-charly,F,99,True,,,,,0.0,,,,,,,,,,,1.0,2.0,,1.0,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
14015482,home,1671,FK IMT Beograd,988937,Ugo Bonnet,ugo-bonnet,F,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015482,home,308176,FK IMT Beograd,1627088,Stefan Bastaja,stefan-bastaja,M,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015482,home,308176,FK IMT Beograd,1405262,Vicky Kiankaulua,kiankaulua-vicky,F,94,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015482,home,308176,FK IMT Beograd,1894508,Siniša Popović,sinisa-popovic,D,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015482,home,308176,FK IMT Beograd,1957264,Kadir Gicić,kadir-gicic,G,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015482,home,246604,FK IMT Beograd,1595696,Stefan Baltic,stefan-baltic,F,29,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015482,away,36967,FK Spartak Subotica,1166185,Marin Dulić,marin-dulic,G,12,False,22.0,8.0,19.0,6.0,0.0,5.0,10.0,3.0,12.0,4.0,10.0,4.0,6.0,1.0,1.0,90.0,34.0,7.6,14.0,0.7772,"{'original': 7.6, 'alternative': 8.2}",0,0.06,-0.05,-0.05,0.58,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,36.36363636363637,31.57894736842105,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,
14015482,away,36967,FK Spartak Subotica,949370,Yohan Bilingi,bilingi-yohan,D,28,False,53.0,34.0,21.0,5.0,0.0,25.0,31.0,9.0,22.0,4.0,4.0,,,,,90.0,69.0,6.5,22.0,,"{'original': 6.5, 'alternative': 6.6}",1,0.14,0.03,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,5,3,1,2,64.15094339622641,23.809523809523807,,,,,2.0,5.0,3.0,1.0,1.0,1.0,,,,1.0,,,,-0.05,3.0,1.0,,,,,,,,,,,,,,
14015482,away,36967,FK Spartak Subotica,1104740,Luka Subotić,luka-subotic,D,15,False,43.0,37.0,7.0,4.0,0.0,32.0,32.0,5.0,11.0,16.0,4.0,,,,,90.0,66.0,7.2,7.0,,"{'original': 7.2, 'alternative': 7.1}",0,0.16,0.02,0.25,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,5,4,2,2,86.04651162790698,57.14285714285714,,,,,5.0,2.0,7.0,,,,,,,1.0,,2.0,,,,,,2.0,,,,,,,,,,,,
14015482,away,36967,FK Spartak Subotica,1489498,Danijel Kolaric,danijel-kolaric,D,16,False,56.0,42.0,18.0,8.0,0.0,24.0,25.0,18.0,31.0,11.0,3.0,,,,,90.0,83.0,7.0,17.0,,"{'original': 7, 'alternative': 6.9}",0,0.21,0.07,0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,4,0,75.0,44.44444444444444,,,,,2.0,1.0,6.0,,,,,,1.0,1.0,3.0,,,,1.0,4.0,2.0,1.0,,,,,,,,,,,1.0,
14015482,away,36967,FK Spartak Subotica,224466,Boris Sekulić,boris-sekulic,M,2,False,42.0,27.0,5.0,1.0,0.0,13.0,16.0,14.0,26.0,6.0,9.0,,,,,90.0,63.0,6.7,19.0,,"{'original': 6.7, 'alternative': 7}",0,-0.41,0.22,0.21,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,2,0,64.28571428571429,20.0,,100.0,,1.0,2.0,1.0,4.0,,2.0,,,,,1.0,3.0,,2.0,,1.0,,,,2.0,,,,,,,,,,,
14015482,away,36967,FK Spartak Subotica,1030841,Leonardo Antonio,leonardo-antonio,M,27,False,41.0,26.0,7.0,3.0,0.0,10.0,15.0,16.0,26.0,2.0,7.0,,,,,90.0,60.0,7.0,18.0,,"{'original': 7, 'alternative': 7.3}",1,0.02,0.07,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,6,11,8,3,63.41463414634146,42.857142857142854,,,,,2.0,7.0,10.0,1.0,,,,,,1.0,2.0,1.0,1.0,0.01,4.0,7.0,5.0,1.0,,,1.0,1.0,,,,,,,,
14015482,away,36967,FK Spartak Subotica,1063790,Brian Ramírez,brian-ramirez,M,99,False,36.0,25.0,8.0,3.0,0.0,10.0,12.0,15.0,24.0,,5.0,,,,,76.0,54.0,6.9,13.0,,"{'original': 6.9, 'alternative': 7}",1,0.11,0.29,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,4,10,5,5,69.44444444444444,37.5,,,,,2.0,7.0,7.0,1.0,,1.0,,,,,1.0,2.0,,-0.34,2.0,3.0,2.0,1.0,,,3.0,,,,,,,,,
14015482,away,36967,FK Spartak Subotica,1093730,Nemanja Krsmanović,nemanja-krsmanovic,M,49,False,32.0,19.0,7.0,1.0,0.0,5.0,6.0,14.0,26.0,3.0,6.0,,,,,90.0,78.0,7.4,27.0,,"{'original': 7.4, 'alternative': 6.9}",1,0.3,0.04,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,5,7,4,3,59.375,14.285714285714285,28.57142857142857,75.0,,7.0,3.0,5.0,7.0,1.0,4.0,,1.0,,1.0,1.0,2.0,1.0,,0.01,2.0,,,,3.0,2.0,1.0,,,,,,,,,
14015482,away,36967,FK Spartak Subotica,997194,Ilija Babić,ilija-babic,F,21,False,19.0,15.0,,,0.0,7.0,9.0,8.0,10.0,,1.0,,,,,84.0,42.0,5.9,17.0,,"{'original': 5.9, 'alternative': 6.9}",5,-0.26,0.27,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,3,13,2,11,78.94736842105263,,,,,2.0,2.0,12.0,4.0,5.0,1.0,,2.0,,,,5.0,2.0,1.0,-0.64,1.0,,,4.0,,,1.0,3.0,,1.0,,,,,,1.0
14015482,away,36967,FK Spartak Subotica,1009837,Kwaku Bonsu Osei Gaucho,kwaku-bonsu-osei-gaucho,F,20,False,9.0,6.0,,,0.0,,1.0,6.0,8.0,,2.0,,,,,64.0,21.0,6.2,8.0,,"{'original': 6.2, 'alternative': 6.7}",2,-0.04,-0.18,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,2,2,66.66666666666666,,,100.0,,1.0,,5.0,2.0,,1.0,1.0,1.0,,,2.0,3.0,1.0,,-0.18,3.0,,,3.0,1.0,,,,,,,,,,,1.0
14015482,away,36967,FK Spartak Subotica,1063371,Stefan Tomović,stefan-tomovic,F,70,False,44.0,33.0,5.0,4.0,0.0,13.0,14.0,20.0,30.0,,6.0,,,,,90.0,56.0,6.8,15.0,,"{'original': 6.8, 'alternative': 7.2}",1,0.21,0.03,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,3,2,75.0,80.0,100.0,50.0,,1.0,,3.0,3.0,,4.0,,,,,,1.0,1.0,1.0,0.19,1.0,,,,2.0,1.0,,1.0,,,1.0,,,,,
14015482,away,36967,FK Spartak Subotica,905454,Lincoln,lincoln,F,9,True,12.0,10.0,1.0,1.0,0.0,2.0,2.0,8.0,10.0,,1.0,,,,,26.0,15.0,6.7,3.0,,"{'original': 6.7, 'alternative': 6.8}",0,0.17,0.01,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,5,0,0,0,83.33333333333334,100.0,,,,,3.0,2.0,3.0,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,
14015482,away,37064,FK Spartak Subotica,1094065,Eldar Mehmedović,eldar-mehmedovic,M,44,True,10.0,7.0,1.0,,0.0,5.0,6.0,2.0,4.0,,2.0,,,,,14.0,17.0,6.3,6.0,,"{'original': 6.3, 'alternative': 6.4}",0,-0.05,-0.13,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,70.0,,,50.0,,1.0,1.0,2.0,2.0,,2.0,,,,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,
14015482,away,201203,FK Spartak Subotica,1147543,Stefan Stojanović,stefan-stojanovic,F,7,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,1.0,,,,,14.0,8.0,6.7,4.0,,"{'original': 6.7, 'alternative': 6.6}",0,-0.06,0.03,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,75.0,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
14015482,away,36967,FK Spartak Subotica,1157899,Uroš Čejić,uros-cejic,F,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015482,away,36967,FK Spartak Subotica,124960,Muhamed Bešić,muhamed-besic,M,5,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015482,away,301263,FK Spartak Subotica,1424448,Veljko Jocić,veljko-jocic,M,14,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015482,away,36967,FK Spartak Subotica,2049924,Ezekiel Ruben,ezekiel-ruben,D,66,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015482,away,36967,FK Spartak Subotica,1981794,Aleksa Trajković,aleksa-trajkovic,M,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015482,away,36967,FK Spartak Subotica,1649511,Francis Ebuka Nwokeabia,francis-ebuka-nwokeabia,M,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015482,away,36967,FK Spartak Subotica,1049522,Aleksandar Vulić,aleksandar-vulic,G,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015482,away,36967,FK Spartak Subotica,2189184,Kudu Shama Abdul,kudu-shama-abdul,D,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
