minute,value
1.0,-2
2.0,5
3.0,3
4.0,1
5.0,45
6.0,50
7.0,-82
8.0,-43
9.0,-32
10.0,-34
11.0,50
12.0,22
13.0,23
14.0,15
15.0,11
16.0,9
17.0,-20
18.0,-9
19.0,6
20.0,11
21.0,28
22.0,24
23.0,15
24.0,9
25.0,10
26.0,5
27.0,-85
28.0,-45
29.0,-22
30.0,-15
31.0,-100
32.0,-61
33.0,-48
34.0,-30
35.0,-13
36.0,-36
37.0,-21
38.0,-7
39.0,-60
40.0,-66
41.0,-27
42.0,-17
43.0,35
44.0,19
45.0,19
45.5,5
46.0,1
47.0,1
48.0,1
49.0,1
50.0,1
51.0,21
52.0,18
53.0,-20
54.0,-1
55.0,26
56.0,15
57.0,14
58.0,-35
59.0,-10
60.0,-2
61.0,6
62.0,3
63.0,-5
64.0,1
65.0,1
66.0,1
67.0,-25
68.0,-14
69.0,36
70.0,8
71.0,5
72.0,6
73.0,-10
74.0,-7
75.0,-33
76.0,-24
77.0,-14
78.0,-12
79.0,-7
80.0,-77
81.0,-45
82.0,-21
83.0,16
84.0,33
85.0,31
86.0,19
87.0,1
88.0,20
89.0,10
90.0,6
90.5,80
