player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Radomir Milosavljević', 'slug': 'radomir-milosavljevic', 'shortName': 'R. Milosavljević', 'position': 'M', 'jerseyNumber': '22', 'userCount': 30, 'gender': 'M', 'id': 112321, 'fieldTranslations': {'nameTranslation': {'ar': 'رادومير ميلوسافليفيتش'}, 'shortNameTranslation': {'ar': 'ر. ميلوسافليفيتش'}}}",False,miss,assisted,"{'x': 10.9, 'y': 56.1, 'z': 0}",head,left,"{'x': 0, 'y': 66.9, 'z': 19.4}",5282548,90,2.0,5462,"{'start': {'x': 56.1, 'y': 10.9}, 'end': {'x': 33.1, 'y': 0}, 'goal': {'x': 33.1, 'y': 80.6}}",1,838,62,shot,,
"{'name': 'Andrej Todoroski', 'firstName': '', 'lastName': '', 'slug': 'andrej-todoroski', 'shortName': 'A. Todoroski', 'position': 'M', 'jerseyNumber': '10', 'userCount': 89, 'gender': 'M', 'id': 888023, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه تودوروسكي'}, 'shortNameTranslation': {'ar': 'أ. تودوروسكي'}}}",True,miss,set-piece,"{'x': 18.5, 'y': 41.6, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 57.1, 'z': 20.8}",5282494,89,,5285,"{'start': {'x': 41.6, 'y': 18.5}, 'end': {'x': 42.9, 'y': 0}, 'goal': {'x': 42.9, 'y': 79.2}}",2,115,2585,shot,,
"{'name': 'Uroš Vitas', 'slug': 'uros-vitas', 'shortName': 'U. Vitas', 'position': 'D', 'jerseyNumber': '4', 'userCount': 26, 'gender': 'M', 'id': 137702, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش فيتاس', 'bn': 'উরোস ভিটাস', 'hi': 'यूरोस विटास'}, 'shortNameTranslation': {'ar': 'أ. فيتاس', 'bn': 'ইউ. ভিটাস', 'hi': 'यू. विटास'}}}",False,save,free-kick,"{'x': 26.8, 'y': 47.2, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 52.3, 'z': 24.1}",5282360,77,,4596,"{'start': {'x': 47.2, 'y': 26.8}, 'block': {'x': 50.2, 'y': 1.8}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 75.9}}",14,804,1896,shot,"{'x': 1.8, 'y': 50.2, 'z': 0}",
"{'name': 'Nemanja Belaković', 'firstName': '', 'lastName': '', 'slug': 'nemanja-belakovic', 'shortName': 'N. Belaković', 'position': 'F', 'jerseyNumber': '8', 'userCount': 33, 'gender': 'M', 'id': 979046, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا بيلاكوفيتش'}, 'shortNameTranslation': {'ar': 'ن. بيلاكوفيتش'}}}",False,miss,assisted,"{'x': 8.9, 'y': 49.5, 'z': 0}",head,high-left,"{'x': 0, 'y': 61.5, 'z': 56.9}",5282351,75,,4462,"{'start': {'x': 49.5, 'y': 8.9}, 'end': {'x': 38.5, 'y': 0}, 'goal': {'x': 38.5, 'y': 43.1}}",16,938,1762,shot,,
"{'name': 'Vieljeux Prestige Mboungou', 'firstName': '', 'lastName': '', 'slug': 'vieljeux-prestige-mboungou', 'shortName': 'V. P. Mboungou', 'position': 'M', 'jerseyNumber': '29', 'userCount': 260, 'gender': 'M', 'id': 923865, 'fieldTranslations': {'nameTranslation': {'ar': 'بريستيج مبونغو', 'bn': 'ভিয়েলজেউক্স প্রেস্টিজ মবুঙ্গৌ', 'hi': 'विएलजेक्स प्रेस्टीज म्बोंगौ'}, 'shortNameTranslation': {'ar': 'ف. ب. مبونغو', 'bn': 'ভি. পি. মবুঙ্গৌ', 'hi': 'वी.पी. म्बोंगौ'}}}",True,miss,fast-break,"{'x': 18.4, 'y': 38, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.5, 'z': 38.9}",5282306,69,,4080,"{'start': {'x': 38, 'y': 18.4}, 'end': {'x': 58.5, 'y': 0}, 'goal': {'x': 58.5, 'y': 61.1}}",22,1320,1380,shot,,
"{'name': 'Nemanja Belaković', 'firstName': '', 'lastName': '', 'slug': 'nemanja-belakovic', 'shortName': 'N. Belaković', 'position': 'F', 'jerseyNumber': '8', 'userCount': 33, 'gender': 'M', 'id': 979046, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا بيلاكوفيتش'}, 'shortNameTranslation': {'ar': 'ن. بيلاكوفيتش'}}}",False,save,assisted,"{'x': 19.2, 'y': 38.5, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.5, 'z': 12}",5282285,65,,3859,"{'start': {'x': 38.5, 'y': 19.2}, 'block': {'x': 49.3, 'y': 2}, 'end': {'x': 46.5, 'y': 0}, 'goal': {'x': 46.5, 'y': 88}}",26,1541,1159,shot,"{'x': 2, 'y': 49.3, 'z': 0}",
"{'name': 'Saša Jovanović', 'slug': 'sasa-jovanovic', 'shortName': 'S. Jovanović', 'position': 'F', 'jerseyNumber': '8', 'userCount': 69, 'gender': 'M', 'id': 589100, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا جوفانوفيتش', 'bn': 'সাসা জোভানোভিচ', 'hi': 'साशा जोवानोविक'}, 'shortNameTranslation': {'ar': 'س. جوفانوفيتش', 'bn': 'এস. জোভানোভিচ', 'hi': 'एस. जोवानोविक'}}}",True,save,assisted,"{'x': 8.6, 'y': 31.5, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.7, 'z': 6.3}",5282164,57,,3387,"{'start': {'x': 31.5, 'y': 8.6}, 'block': {'x': 46.9, 'y': 0.59999999999999}, 'end': {'x': 46.3, 'y': 0}, 'goal': {'x': 46.3, 'y': 93.7}}",34,2013,687,shot,"{'x': 0.59999999999999, 'y': 46.9, 'z': 0}",
"{'name': 'Vieljeux Prestige Mboungou', 'firstName': '', 'lastName': '', 'slug': 'vieljeux-prestige-mboungou', 'shortName': 'V. P. Mboungou', 'position': 'M', 'jerseyNumber': '29', 'userCount': 260, 'gender': 'M', 'id': 923865, 'fieldTranslations': {'nameTranslation': {'ar': 'بريستيج مبونغو', 'bn': 'ভিয়েলজেউক্স প্রেস্টিজ মবুঙ্গৌ', 'hi': 'विएलजेक्स प्रेस्टीज म्बोंगौ'}, 'shortNameTranslation': {'ar': 'ف. ب. مبونغو', 'bn': 'ভি. পি. মবুঙ্গৌ', 'hi': 'वी.पी. म्बोंगौ'}}}",True,miss,assisted,"{'x': 14.2, 'y': 30.5, 'z': 0}",right-foot,left,"{'x': 0, 'y': 60, 'z': 1.4}",5282154,54,,3209,"{'start': {'x': 30.5, 'y': 14.2}, 'end': {'x': 40, 'y': 0}, 'goal': {'x': 40, 'y': 98.6}}",37,2191,509,shot,,
"{'name': 'Dragoljub Savić', 'slug': 'dragoljub-savic', 'shortName': 'D. Savić', 'position': 'M', 'jerseyNumber': '21', 'userCount': 54, 'gender': 'M', 'id': 980796, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغوليوب سافيتش', 'bn': 'ড্রাগলজুব স্যাভিক', 'hi': 'ड्रैगोलजुब सैविक'}, 'shortNameTranslation': {'ar': 'د. سافيتش', 'bn': 'ডি. স্যাভিক', 'hi': 'डी. सैविक'}}}",True,goal,assisted,"{'x': 6.6, 'y': 54.2, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 49.9, 'z': 27.8}",5282121,48,,2849,"{'start': {'x': 54.2, 'y': 6.6}, 'end': {'x': 50.1, 'y': 0}, 'goal': {'x': 50.1, 'y': 72.2}}",43,2551,149,shot,,regular
"{'name': 'Miloš Degenek', 'slug': 'milos-degenek', 'shortName': 'M. Degenek', 'position': 'D', 'jerseyNumber': '5', 'userCount': 450, 'gender': 'M', 'id': 155961, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوس ديجينيك', 'bn': 'মিলোস ডেজেনেক', 'hi': 'मिलोस डेगेनेक'}, 'shortNameTranslation': {'ar': 'م. ديجينيك', 'bn': 'এম. ডেজেনেক', 'hi': 'एम. डेगेनेक'}}}",True,goal,corner,"{'x': 6.6, 'y': 55.4, 'z': 0}",head,low-left,"{'x': 0, 'y': 52.1, 'z': 17.1}",5281983,45,4.0,2881,"{'start': {'x': 55.4, 'y': 6.6}, 'end': {'x': 47.9, 'y': 0}, 'goal': {'x': 47.9, 'y': 82.9}}",1,2519,181,shot,,regular
