player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,xgot,goalType
"{'name': 'Žarko Popović', 'firstName': '', 'lastName': '', 'slug': 'zarko-popovic', 'shortName': 'Ž. Popović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 5, 'gender': 'M', 'id': 1030468, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش'}}}",False,miss,set-piece,"{'x': 22, 'y': 67, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 43.5, 'z': 15.3}",0.004931,6542757,90,4.0,5602,"{'start': {'x': 67, 'y': 22}, 'end': {'x': 56.5, 'y': 0}, 'goal': {'x': 56.5, 'y': 84.7}}",1,698,202,shot,,,
"{'name': 'Savo Arambašić', 'slug': 'savo-arambasic', 'shortName': 'S. Arambašić', 'position': 'F', 'jerseyNumber': '17', 'userCount': 29, 'gender': 'M', 'id': 1046042, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو أرامباشيتش'}, 'shortNameTranslation': {'ar': 'س. أرامباشيتش'}}}",False,miss,regular,"{'x': 18, 'y': 73, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 43.4, 'z': 54.2}",0.009174,6542756,90,2.0,5492,"{'start': {'x': 73, 'y': 18}, 'end': {'x': 56.6, 'y': 0}, 'goal': {'x': 56.6, 'y': 45.8}}",1,808,92,shot,,,
"{'name': 'Savo Arambašić', 'slug': 'savo-arambasic', 'shortName': 'S. Arambašić', 'position': 'F', 'jerseyNumber': '17', 'userCount': 29, 'gender': 'M', 'id': 1046042, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو أرامباشيتش'}, 'shortNameTranslation': {'ar': 'س. أرامباشيتش'}}}",False,post,free-kick,"{'x': 24, 'y': 36, 'z': 0}",right-foot,high,"{'x': 0, 'y': 55.7, 'z': 39.3}",0.08859,6542759,86,,5106,"{'start': {'x': 36, 'y': 24}, 'end': {'x': 44.3, 'y': 0}, 'goal': {'x': 44.3, 'y': 60.7}}",5,294,2406,shot,,,
"{'name': 'Žarko Popović', 'firstName': '', 'lastName': '', 'slug': 'zarko-popovic', 'shortName': 'Ž. Popović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 5, 'gender': 'M', 'id': 1030468, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش'}}}",False,block,set-piece,"{'x': 31, 'y': 72, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.04478,6542755,86,,5110,"{'start': {'x': 72, 'y': 31}, 'block': {'x': 72, 'y': 31}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",5,290,2410,shot,"{'x': 31, 'y': 72, 'z': 0}",,
"{'name': 'Neđeljko Kovinić', 'firstName': '', 'lastName': '', 'slug': 'nedeljko-kovinic', 'shortName': 'N. Kovinić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 22, 'gender': 'M', 'id': 1130148, 'fieldTranslations': {'nameTranslation': {'ar': 'نيديلكو كوفينيتش'}, 'shortNameTranslation': {'ar': 'ن. كوفينيتش'}}}",False,save,regular,"{'x': 19, 'y': 76, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.2, 'z': 11.1}",0.00505,6542754,83,,4948,"{'start': {'x': 76, 'y': 19}, 'end': {'x': 53.8, 'y': 0}, 'goal': {'x': 53.8, 'y': 88.9}}",8,452,2248,shot,,0.01718,
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",True,goal,throw-in-set-piece,"{'x': 6, 'y': 47, 'z': 0}",left-foot,high-right,"{'x': 0, 'y': 45.5, 'z': 22.5}",0.3318,6542753,71,,4231,"{'start': {'x': 47, 'y': 6}, 'end': {'x': 54.5, 'y': 0}, 'goal': {'x': 54.5, 'y': 77.5}}",20,1169,1531,shot,,0.939,regular
"{'name': 'Marko Đurišić', 'slug': 'marko-durisic', 'shortName': 'M. Đurišić', 'position': 'M', 'jerseyNumber': '8', 'userCount': 14, 'gender': 'M', 'id': 843005, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو دوريسيتش', 'hi': 'मार्को ड्यूरिशिक', 'bn': 'মার্কো ডুরিসিক'}, 'shortNameTranslation': {'ar': 'م. دوريسيتش', 'hi': 'एम. ड्यूरिशिक', 'bn': 'এম. ডুরিসিক'}}}",True,goal,throw-in-set-piece,"{'x': 15, 'y': 46, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46.5, 'z': 13.7}",0.1976,6542752,67,,4000,"{'start': {'x': 46, 'y': 15}, 'end': {'x': 53.5, 'y': 0}, 'goal': {'x': 53.5, 'y': 86.3}}",24,1400,1300,shot,,0.4278,regular
"{'name': 'Yann Michael Yao', 'firstName': '', 'lastName': '', 'slug': 'yann-michael-yao', 'shortName': 'Y. M. Yao', 'position': 'M', 'jerseyNumber': '11', 'userCount': 17, 'gender': 'M', 'id': 894450, 'fieldTranslations': {'nameTranslation': {'ar': 'يان ميخائيل ياو'}, 'shortNameTranslation': {'ar': 'ي. ياو'}}}",True,miss,regular,"{'x': 27, 'y': 40, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 58.6, 'z': 48.9}",0.02304,6542751,66,,3953,"{'start': {'x': 40, 'y': 27}, 'end': {'x': 41.4, 'y': 0}, 'goal': {'x': 41.4, 'y': 51.1}}",25,1447,1253,shot,,,
"{'name': 'Yann Michael Yao', 'firstName': '', 'lastName': '', 'slug': 'yann-michael-yao', 'shortName': 'Y. M. Yao', 'position': 'M', 'jerseyNumber': '11', 'userCount': 17, 'gender': 'M', 'id': 894450, 'fieldTranslations': {'nameTranslation': {'ar': 'يان ميخائيل ياو'}, 'shortNameTranslation': {'ar': 'ي. ياو'}}}",True,miss,regular,"{'x': 46, 'y': 42, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 56.8, 'z': 54.1}",0.005118,6542750,65,,3875,"{'start': {'x': 42, 'y': 46}, 'end': {'x': 43.2, 'y': 0}, 'goal': {'x': 43.2, 'y': 45.9}}",26,1525,1175,shot,,,
"{'name': 'Stefan Denković', 'slug': 'stefan-denkovic', 'shortName': 'S. Denković', 'position': 'M', 'jerseyNumber': '7', 'userCount': 15, 'gender': 'M', 'id': 95583, 'fieldTranslations': {'nameTranslation': {'ar': 'دينكوفيتش ، ستيفان'}, 'shortNameTranslation': {'ar': 'د. ، ستيفان'}}}",True,miss,regular,"{'x': 20, 'y': 36, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.2, 'z': 41.5}",0.06385,6542749,63,,3764,"{'start': {'x': 36, 'y': 20}, 'end': {'x': 57.8, 'y': 0}, 'goal': {'x': 57.8, 'y': 58.5}}",28,1636,1064,shot,,,
