minute,value
0.0,0
1.0,48
2.0,59
3.0,37
4.0,100
5.0,72
6.0,63
7.0,50
8.0,39
9.0,16
10.0,1
11.0,-11
12.0,-6
13.0,-12
14.0,-6
15.0,6
16.0,3
17.0,1
18.0,-2
19.0,-2
20.0,-4
21.0,-4
22.0,-4
23.0,-8
24.0,60
25.0,43
26.0,41
27.0,25
28.0,15
29.0,5
30.0,-25
31.0,-20
32.0,-17
33.0,-10
34.0,-36
35.0,-14
36.0,-7
37.0,-3
38.0,2
39.0,7
40.0,5
41.0,-49
42.0,-26
43.0,-15
44.0,-3
45.0,-61
45.5,-45
46.0,2
47.0,37
48.0,-39
49.0,-9
50.0,-5
51.0,6
52.0,-5
53.0,-4
54.0,46
55.0,32
56.0,15
57.0,5
58.0,4
59.0,-66
60.0,-39
61.0,-13
62.0,-6
63.0,6
64.0,12
65.0,13
66.0,8
67.0,1
68.0,1
69.0,-45
70.0,-67
71.0,-40
72.0,-23
73.0,-29
74.0,-19
75.0,-38
76.0,-63
77.0,-37
78.0,-46
79.0,-22
80.0,-16
81.0,-11
82.0,11
83.0,5
84.0,14
85.0,14
86.0,4
87.0,-25
88.0,16
89.0,1
90.0,7
90.5,50
