minute,value
0.0,0
1.0,40
2.0,28
3.0,-57
4.0,-21
5.0,-16
6.0,-26
7.0,-20
8.0,-27
9.0,-22
10.0,-18
11.0,-20
12.0,-16
13.0,-8
14.0,-4
15.0,-7
16.0,-8
17.0,-19
18.0,-21
19.0,36
20.0,-20
21.0,-8
22.0,-13
23.0,-22
24.0,-15
25.0,21
26.0,15
27.0,6
28.0,-49
29.0,-10
30.0,-56
31.0,-32
32.0,-22
33.0,53
34.0,27
35.0,16
36.0,12
37.0,-9
38.0,-13
39.0,-21
40.0,-21
41.0,-10
42.0,7
43.0,-4
44.0,-49
45.0,-42
45.5,-25
46.0,-9
47.0,22
48.0,2
49.0,-4
50.0,-35
51.0,-19
52.0,-16
53.0,-13
54.0,-11
55.0,-8
56.0,-9
57.0,-9
58.0,-9
59.0,-3
60.0,17
61.0,7
62.0,-8
63.0,-1
64.0,-39
65.0,-63
66.0,-100
67.0,-71
68.0,-41
69.0,-25
70.0,-20
71.0,-9
72.0,-13
73.0,-11
74.0,-39
75.0,-61
76.0,-74
77.0,-16
78.0,-3
79.0,-3
80.0,-3
81.0,-8
82.0,-9
83.0,-14
84.0,28
85.0,70
86.0,39
87.0,16
88.0,-33
89.0,-19
90.0,-16
90.5,-5
