match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,punches,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,progressiveBallCarriesCount,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialLost,duelLost,duelWon,challengeLost,dispossessed,totalContest,wonContest,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,penaltyWon,outfielderBlock,bestBallCarryProgression,totalProgressiveBallCarriesDistance,keyPass,aerialWon,blockedScoringAttempt,shotValueNormalized,shotOffTarget,errorLeadToAShot,bigChanceMissed,onTargetScoringAttempt,penaltyMiss,goodHighClaim,penaltySave,penaltyFaced,totalKeeperSweeper,accurateKeeperSweeper,bigChanceCreated,penaltyConceded,totalOffside
14015623,home,5144,FK Javor Ivanjica,834186,Nikola Vasiljević,nikola-vasiljevic,G,1,False,25.0,13.0,16.0,4.0,0.0,11.0,12.0,2.0,13.0,3.0,3.0,1.0,3.0,2.0,90.0,32.0,6.8,12.0,31.110356784781,4.0,4.7158042288597,0.0,0.3011,"{'original': 6.8, 'alternative': 7.1}",0,0.03,-0.06,0.16,0.3,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,52.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,981518,Marko Bjeković,marko-bjekovic,D,13,False,33.0,25.0,5.0,,0.0,14.0,18.0,11.0,15.0,1.0,8.0,,,,90.0,65.0,7.7,17.0,214.77751049502,29.0,62.599696879662,0.0,,"{'original': 7.7, 'alternative': 7.7}",0,0.16,0.09,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,6,6,75.75757575757575,,50.0,33.33333333333333,,2.0,1.0,1.0,7.0,6.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,1500275,Petar Petrović,petar-petrovic,D,21,False,40.0,30.0,7.0,4.0,0.0,20.0,22.0,10.0,18.0,8.0,3.0,,,,90.0,63.0,7.7,15.0,267.13552546063,23.0,144.43565661164,2.0,,"{'original': 7.7, 'alternative': 7.4}",0,0.23,0.21,0.46,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,3,2,75.0,57.14285714285714,,,,,,1.0,3.0,3.0,,1.0,1.0,,,3.0,1.0,1.0,,,,1.0,25.808564041612,52.691849084561,1.0,,,,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,1468253,Đorđe Skoko,dorde-skoko,D,26,False,43.0,35.0,9.0,3.0,0.0,29.0,30.0,6.0,13.0,7.0,5.0,,,,90.0,67.0,7.6,15.0,241.02142543712,29.0,95.20917478244,3.0,,"{'original': 7.6, 'alternative': 7.8}",1,0.04,0.25,0.41,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,5,2,1,1,81.3953488372093,33.33333333333333,,,,1.0,,1.0,2.0,5.0,,,,,,1.0,1.0,2.0,,1.0,,2.0,29.574024755324,58.775399618084,1.0,4.0,1.0,-0.13,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,188127,Stefan Milošević,stefan-milosevic,D,11,False,28.0,21.0,5.0,3.0,0.0,15.0,16.0,6.0,12.0,4.0,2.0,,,,90.0,57.0,7.5,15.0,114.29349739425,16.0,-13.625488348663,0.0,,"{'original': 7.5, 'alternative': 7.6}",1,0.12,0.11,0.34,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,2,1,75.0,60.0,,,,5.0,,2.0,3.0,4.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,,,,,,1.0,2.0,,-0.04,1.0,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,986764,Boubacari Doucoure,boubacari-doucoure,M,19,False,34.0,27.0,4.0,3.0,0.0,15.0,17.0,12.0,17.0,2.0,3.0,,,,90.0,48.0,6.8,10.0,92.720871609702,15.0,8.6930832433103,0.0,,"{'original': 6.8, 'alternative': 7.1}",0,-0.13,0.04,0.44,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,4,5,2,3,79.41176470588235,75.0,,,,1.0,,2.0,5.0,4.0,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,2.0,,,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,1435246,Mamane Amadou Sabo,mamane-amadou-sabo,M,6,False,46.0,39.0,11.0,7.0,0.0,21.0,22.0,18.0,24.0,5.0,7.0,,,,90.0,64.0,7.5,9.0,148.74050546771,16.0,76.725567896092,3.0,,"{'original': 7.5, 'alternative': 7.2}",0,0.25,0.09,0.27,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,2,2,84.78260869565217,63.63636363636363,,,,2.0,,,2.0,2.0,,,,,3.0,1.0,1.0,,1.0,2.0,,1.0,23.813750545891,65.507338053611,,,,,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,1147526,Lazar Mićić,lazar-micic,M,28,False,14.0,11.0,1.0,1.0,0.0,6.0,7.0,5.0,7.0,1.0,3.0,,,,58.0,26.0,7.0,7.0,132.18631389571,11.0,79.408854693597,2.0,,"{'original': 7, 'alternative': 6.8}",0,0.27,0.09,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,3,3,78.57142857142857,100.0,100.0,50.0,,1.0,1.0,,3.0,4.0,,1.0,2.0,1.0,,,,2.0,2.0,1.0,,,22.647935662434,45.169503880925,1.0,1.0,,,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,1392891,Nemanja Đokić,nemanja-dokic,M,5,False,24.0,17.0,4.0,1.0,0.0,11.0,12.0,6.0,12.0,1.0,3.0,,,,58.0,34.0,7.1,12.0,66.372429184223,11.0,35.125871582421,0.0,,"{'original': 7.1, 'alternative': 6.6}",0,0.38,0.06,-0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,1,4,70.83333333333334,25.0,50.0,50.0,,2.0,1.0,1.0,5.0,2.0,,2.0,2.0,1.0,,,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,
14015623,home,378020,FK Javor Ivanjica,1468252,Aleksa Radonjić,aleksa-radonjic,M,20,False,14.0,8.0,1.0,,0.0,5.0,6.0,3.0,8.0,,2.0,,,,83.0,27.0,6.5,11.0,69.645191604279,7.0,9.5254599383334,0.0,,"{'original': 6.5, 'alternative': 6.9}",3,-0.1,-0.05,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,6,7,3,4,57.14285714285714,,,,,,,2.0,6.0,7.0,,,1.0,,,,,3.0,3.0,3.0,,,,,,4.0,1.0,-0.54,2.0,,,,,,,,,,,,
