match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,punches,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,progressiveBallCarriesCount,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialLost,duelLost,duelWon,challengeLost,dispossessed,totalContest,wonContest,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,penaltyWon,outfielderBlock,bestBallCarryProgression,totalProgressiveBallCarriesDistance,keyPass,aerialWon,blockedScoringAttempt,shotValueNormalized,shotOffTarget,errorLeadToAShot,bigChanceMissed,onTargetScoringAttempt,penaltyMiss,goodHighClaim,penaltySave,penaltyFaced,totalKeeperSweeper,accurateKeeperSweeper,bigChanceCreated,penaltyConceded,totalOffside
14015623,home,5144,FK Javor Ivanjica,972802,Bayere Loue,bayere-loue,F,27,False,8.0,6.0,,,0.0,1.0,1.0,5.0,7.0,,2.0,,,,45.0,14.0,6.6,7.0,19.412529721528,2.0,-8.8295979612268,0.0,,"{'original': 6.6, 'alternative': 6.4}",0,-0.01,-0.24,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,0,4,75.0,,,,,,,,4.0,3.0,,2.0,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,895905,Ibrahim Tanko,ibrahim-tanko,F,9,True,9.0,5.0,,,0.0,1.0,1.0,4.0,8.0,,2.0,,,,45.0,26.0,5.9,18.0,62.803456289231,7.0,2.3220444654234,1.0,,"{'original': 5.9, 'alternative': 6.3}",0,-0.05,0.27,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,4,11,1,10,55.55555555555556,,,,,3.0,,3.0,13.0,2.0,,7.0,1.0,,,1.0,1.0,3.0,,2.0,,,4.4560511190154,6.1859777723493,,1.0,,,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,98458,Dušan Pantelić,dusan-pantelic,M,10,True,20.0,14.0,2.0,,0.0,6.0,7.0,8.0,13.0,,1.0,,,,32.0,27.0,6.1,7.0,40.014238237341,5.0,3.0943187092328,0.0,,"{'original': 6.1, 'alternative': 6.4}",2,0.11,0.0,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,2,0,70.0,,,,,1.0,,2.0,2.0,2.0,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,-0.91,1.0,,1.0,1.0,1.0,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,1153911,Dušan Ristić,dusan-ristic,D,15,True,9.0,8.0,1.0,1.0,0.0,5.0,6.0,3.0,3.0,2.0,,,,,32.0,13.0,6.8,1.0,55.049360132244,6.0,40.013235954512,0.0,,"{'original': 6.8, 'alternative': 6.7}",0,0.09,0.04,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,6,1,0,1,88.88888888888889,100.0,,,,,,4.0,5.0,2.0,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,1150815,Andreja Ristic,andreja-ristic,F,8,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,14.0,3.0,6.6,1.0,28.447699819142,1.0,16.483246623077,1.0,,"{'original': 6.6, 'alternative': 6.6}",0,0.03,0.02,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,50.0,,,100.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,16.483246623077,28.447699819142,,,,,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,799178,Marko Kolaković,marko-kolakovic,D,30,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,1910871,Petar Đoković,dokovic-petar,M,25,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,1113474,Herve Toure,toure-herve,D,18,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,1472922,Kayode Saliman,kayode-saliman,M,14,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,943573,Stefan Vilotic,stefan-vilotic,D,3,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,1124030,Milan Ilić,ilic-milan,D,2,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015623,home,5144,FK Javor Ivanjica,1065775,Dimitrije Stevanović,dimitrije-stevanovic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,1047325,Željko Samčović,zeljko-samcovic,G,1,False,31.0,24.0,10.0,3.0,0.0,21.0,22.0,3.0,9.0,1.0,5.0,1.0,1.0,,90.0,37.0,7.8,8.0,61.610674823741,8.0,43.503921201881,0.0,0.5007,"{'original': 7.8, 'alternative': 7.8}",0,0.06,-0.04,0.15,0.42,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,77.41935483870968,30.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,,,
14015623,away,25736,FK Novi Pazar,999049,Filip Bačkulja,backulja-filip,D,15,False,36.0,29.0,,,0.0,19.0,21.0,10.0,15.0,1.0,5.0,,,,90.0,54.0,6.5,12.0,146.0308884799,14.0,37.792118748543,0.0,,"{'original': 6.5, 'alternative': 6.9}",1,-0.01,0.06,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,8,7,4,3,80.55555555555556,,,,,1.0,,6.0,9.0,6.0,,,,,,2.0,2.0,1.0,2.0,3.0,,,,,,2.0,1.0,0.0,,,,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,1981962,Ahmed Hadzimujovic,ahmed-hadzimujovic,D,4,False,60.0,48.0,17.0,8.0,0.0,25.0,25.0,23.0,35.0,9.0,7.0,,,,90.0,81.0,7.8,17.0,300.88500296249,32.0,166.45173917022,1.0,,"{'original': 7.8, 'alternative': 7.7}",0,0.29,0.1,0.38,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,7,3,2,1,80.0,47.05882352941176,,,,,,3.0,4.0,6.0,1.0,,,,4.0,2.0,2.0,2.0,,,,1.0,19.741649111347,19.956645234107,,4.0,,,,,,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,948696,Jovan Marinković,jovan-marinkovic,D,23,False,81.0,65.0,18.0,8.0,0.0,34.0,39.0,31.0,42.0,6.0,6.0,,,,90.0,105.0,7.4,20.0,467.75604162183,48.0,307.87222662572,4.0,,"{'original': 7.4, 'alternative': 7.4}",0,0.25,0.3,0.2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,5,7,5,2,80.24691358024691,44.44444444444444,,,,,,2.0,4.0,8.0,,1.0,,,3.0,5.0,2.0,3.0,,1.0,,,20.004413412183,63.535224652892,1.0,3.0,,,,,,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,799179,Nemanja Miletić,nemanja-miletic,D,3,False,38.0,33.0,3.0,1.0,0.0,18.0,19.0,15.0,19.0,5.0,9.0,,,,90.0,67.0,7.3,8.0,151.40704088329,20.0,60.758506000141,1.0,,"{'original': 7.3, 'alternative': 7.4}",3,0.46,0.26,-0.26,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,3,9,6,3,86.8421052631579,33.33333333333333,75.0,,,4.0,3.0,1.0,4.0,8.0,1.0,,,,,3.0,2.0,,3.0,2.0,,,12.199039686126,20.018593756805,2.0,2.0,1.0,0.02,1.0,,,1.0,,,,,,,1.0,1.0,
14015623,away,25736,FK Novi Pazar,1147753,Ivan Davidović,ivan-davidovic,M,24,False,32.0,28.0,,,0.0,16.0,17.0,12.0,15.0,3.0,2.0,,,,90.0,48.0,7.1,5.0,132.4785159765,16.0,15.859191315103,0.0,,"{'original': 7.1, 'alternative': 7.1}",0,-0.06,0.02,0.34,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,5,3,87.5,,,,,1.0,,1.0,4.0,5.0,1.0,,,,,3.0,2.0,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,1982067,Skima Togbe,skima-togbe,M,16,False,28.0,22.0,,,0.0,7.0,8.0,15.0,20.0,1.0,2.0,,,,66.0,34.0,6.9,7.0,202.06256725937,21.0,118.45841593299,3.0,,"{'original': 6.9, 'alternative': 7.1}",1,-0.19,0.33,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,3,1,78.57142857142857,,,100.0,,,,,1.0,5.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,29.139058861192,72.729548604221,2.0,2.0,,-0.14,1.0,,,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,1153954,Veljko Mirosavic,veljko-mirosavic,M,20,False,17.0,14.0,2.0,,0.0,6.0,8.0,8.0,9.0,1.0,4.0,,,,72.0,23.0,6.5,5.0,88.118155720201,9.0,0.36884841823286,0.0,,"{'original': 6.5, 'alternative': 6.7}",1,0.0,0.02,0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,82.35294117647058,,50.0,,,2.0,1.0,1.0,2.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,-0.1,,,,1.0,,,,,,,,,
14015623,away,25736,FK Novi Pazar,1398550,Dominic Sadi,sadi-dominic,M,30,False,34.0,30.0,1.0,,0.0,12.0,12.0,18.0,22.0,1.0,4.0,,,,90.0,49.0,6.8,10.0,132.46003021229,14.0,31.581525801478,3.0,,"{'original': 6.8, 'alternative': 7.2}",3,0.06,0.27,0.22,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,4,3,88.23529411764706,,,,,,,,3.0,6.0,,1.0,1.0,,1.0,3.0,1.0,4.0,1.0,1.0,,,28.370564682587,54.187077839797,1.0,2.0,1.0,-0.5,2.0,,1.0,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,798091,Driton Camaj,driton-camaj,M,10,False,38.0,25.0,4.0,2.0,0.0,6.0,8.0,19.0,30.0,2.0,2.0,,,,90.0,70.0,6.5,26.0,340.21452332323,28.0,122.82549805615,6.0,,"{'original': 6.5, 'alternative': 7.2}",6,-0.63,0.45,0.24,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,2,12,7,5,65.78947368421053,50.0,16.666666666666664,40.0,,6.0,1.0,,5.0,9.0,,1.0,5.0,2.0,,4.0,3.0,3.0,1.0,1.0,,,36.848357551775,157.61198707871,1.0,2.0,1.0,-0.54,5.0,,,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,1133676,Vieiri Kotzebue,vieri-kotzebue,F,9,False,18.0,11.0,1.0,,0.0,6.0,7.0,5.0,11.0,,1.0,,,,72.0,27.0,5.8,13.0,66.748995856137,11.0,13.728417615368,0.0,,"{'original': 5.8, 'alternative': 6.4}",0,-0.4,0.11,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,7,4,1,3,61.111111111111114,,100.0,,,1.0,1.0,5.0,8.0,3.0,,,3.0,,,1.0,1.0,3.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,1493919,Zoran Alilović,zoran-alilovic,M,31,True,10.0,6.0,2.0,1.0,0.0,1.0,2.0,5.0,8.0,1.0,1.0,,,,24.0,18.0,6.8,6.0,138.26099099595,8.0,55.19848993526,4.0,,"{'original': 6.8, 'alternative': 7.1}",1,-0.16,0.27,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,2,0,60.0,50.0,,,,1.0,,,,3.0,,,,,,1.0,1.0,1.0,1.0,,,,34.650564537617,99.230405674362,1.0,1.0,,-0.21,,,,1.0,,,,,,,,,
14015623,away,25736,FK Novi Pazar,1175945,Bob Murphy Omoregbe,omoregbe-bob-murphy,F,7,True,3.0,1.0,,,0.0,1.0,1.0,0.0,2.0,1.0,,,,,18.0,8.0,6.7,4.0,8.3686980333032,2.0,-2.8959488912285,0.0,,"{'original': 6.7, 'alternative': 6.6}",0,0.27,-0.16,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,33.33333333333333,,100.0,100.0,,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,796184,Anes Rušević,anes-rusevic,F,11,True,3.0,2.0,,,0.0,,,2.0,3.0,,2.0,,,,18.0,10.0,6.5,3.0,20.105731514207,3.0,9.0930406316922,0.0,,"{'original': 6.5, 'alternative': 6.6}",3,0.0,-0.37,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,66.66666666666666,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,2.0,-0.27,1.0,,,,,,,,,,,,1.0
14015623,away,25736,FK Novi Pazar,1100966,Mihajlo Petković,mihajlo-petkovic,M,21,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,2287918,Hamad Sacirovic,hamad-sacirovic,D,27,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,795839,Miloje Preković,miloje-prekovic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,1023999,Ensar Brunčević,ensar-bruncevic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,907763,Abdulsamed Abdullahi,abdulsamed-abdullahi,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,1102770,Semir Alić,semir-alic,M,14,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,944503,Luka Bijelović,luka-bijelovic,F,28,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015623,away,25736,FK Novi Pazar,1111781,Jovan Manev,jovan-manev,D,29,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
