player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,goalkeeper,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,addedTime
"{'name': 'Driton Camaj', 'slug': 'driton-camaj', 'shortName': 'D. Camaj', 'position': 'F', 'jerseyNumber': '10', 'userCount': 216, 'gender': 'M', 'id': 798091, 'fieldTranslations': {'nameTranslation': {'ar': 'دريتون كاما', 'bn': 'ড্রিটন ক্যামাজ', 'hi': 'ड्रिटॉन कैमाज'}, 'shortNameTranslation': {'ar': 'د. كاما', 'bn': 'ডি. কামাজ', 'hi': 'डी. कैमाज'}}}",True,save,assisted,"{'x': 8.6, 'y': 34.7, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.3, 'z': 19}","{'x': 3.5, 'y': 43.7, 'z': 0}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6797118,90,5362,"{'start': {'x': 34.7, 'y': 8.6}, 'block': {'x': 43.7, 'y': 3.5}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 81}}",1,38,2662,shot,,
"{'name': 'Andrej Todoroski', 'firstName': '', 'lastName': '', 'slug': 'andrej-todoroski', 'shortName': 'A. Todoroski', 'position': 'M', 'jerseyNumber': '10', 'userCount': 89, 'gender': 'M', 'id': 888023, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه تودوروسكي'}, 'shortNameTranslation': {'ar': 'أ. تودوروسكي'}}}",False,miss,assisted,"{'x': 21.9, 'y': 59.9, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 61.5, 'z': 90.3}",,"{'name': 'Željko Samčović', 'slug': 'zeljko-samcovic', 'shortName': 'Ž. Samčović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 49, 'gender': 'M', 'id': 1047325, 'fieldTranslations': {'nameTranslation': {'ar': 'زيلجكو سامتشوفيتش'}, 'shortNameTranslation': {'ar': 'ز. سامتشوفيتش'}}}",6797084,84,4992,"{'start': {'x': 59.9, 'y': 21.9}, 'end': {'x': 38.5, 'y': 0}, 'goal': {'x': 38.5, 'y': 9.7}}",7,408,2292,shot,,
"{'name': 'Jovan Marinković', 'slug': 'jovan-marinkovic', 'shortName': 'J. Marinković', 'position': 'D', 'jerseyNumber': '23', 'userCount': 46, 'gender': 'M', 'id': 948696, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان مارينكوفيتش'}, 'shortNameTranslation': {'ar': 'ي. مارينكوفيتش'}}}",True,goal,corner,"{'x': 3, 'y': 48.1, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.5, 'z': 15.8}",,"{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6796995,75,4444,"{'start': {'x': 48.1, 'y': 3}, 'end': {'x': 46.5, 'y': 0}, 'goal': {'x': 46.5, 'y': 84.2}}",16,956,1744,shot,regular,
"{'name': 'Driton Camaj', 'slug': 'driton-camaj', 'shortName': 'D. Camaj', 'position': 'F', 'jerseyNumber': '10', 'userCount': 216, 'gender': 'M', 'id': 798091, 'fieldTranslations': {'nameTranslation': {'ar': 'دريتون كاما', 'bn': 'ড্রিটন ক্যামাজ', 'hi': 'ड्रिटॉन कैमाज'}, 'shortNameTranslation': {'ar': 'د. كاما', 'bn': 'ডি. কামাজ', 'hi': 'डी. कैमाज'}}}",True,save,corner,"{'x': 13.9, 'y': 66, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.2, 'z': 4.4}","{'x': 0.90000000000001, 'y': 52.9, 'z': 0}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6796992,75,4443,"{'start': {'x': 66, 'y': 13.9}, 'block': {'x': 52.9, 'y': 0.90000000000001}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 95.6}}",16,957,1743,shot,,
"{'name': 'Baptiste Roux', 'slug': 'baptiste-roux', 'shortName': 'B. Roux', 'position': 'D', 'jerseyNumber': '5', 'userCount': 64, 'gender': 'M', 'id': 1049576, 'fieldTranslations': {'nameTranslation': {'ar': 'باتيست رو'}, 'shortNameTranslation': {'ar': 'ب. رو'}}}",False,miss,corner,"{'x': 2.9, 'y': 45.8, 'z': 0}",left-foot,high,"{'x': 0, 'y': 50.8, 'z': 75}",,"{'name': 'Željko Samčović', 'slug': 'zeljko-samcovic', 'shortName': 'Ž. Samčović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 49, 'gender': 'M', 'id': 1047325, 'fieldTranslations': {'nameTranslation': {'ar': 'زيلجكو سامتشوفيتش'}, 'shortNameTranslation': {'ar': 'ز. سامتشوفيتش'}}}",6796991,72,4275,"{'start': {'x': 45.8, 'y': 2.9}, 'end': {'x': 49.2, 'y': 0}, 'goal': {'x': 49.2, 'y': 25}}",19,1125,1575,shot,,
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",False,miss,corner,"{'x': 5.8, 'y': 56.4, 'z': 0}",head,left,"{'x': 0, 'y': 67.4, 'z': 19.4}","{'x': 3.1, 'y': 47.1, 'z': 0}","{'name': 'Željko Samčović', 'slug': 'zeljko-samcovic', 'shortName': 'Ž. Samčović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 49, 'gender': 'M', 'id': 1047325, 'fieldTranslations': {'nameTranslation': {'ar': 'زيلجكو سامتشوفيتش'}, 'shortNameTranslation': {'ar': 'ز. سامتشوفيتش'}}}",6796990,72,4274,"{'start': {'x': 56.4, 'y': 5.8}, 'block': {'x': 47.1, 'y': 3.1}, 'end': {'x': 32.6, 'y': 0}, 'goal': {'x': 32.6, 'y': 80.6}}",19,1126,1574,shot,,
"{'name': 'Stefan Stanisavljević', 'slug': 'stefan-stanisavljevic', 'shortName': 'S. Stanisavljević', 'position': 'F', 'jerseyNumber': '18', 'userCount': 77, 'gender': 'M', 'id': 1032770, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ستانيسافليفيتش'}, 'shortNameTranslation': {'ar': 'س. ستانيسافليفيتش'}}}",True,miss,regular,"{'x': 14.8, 'y': 48.3, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 40.5, 'z': 63.9}",,"{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6796785,53,3138,"{'start': {'x': 48.3, 'y': 14.8}, 'end': {'x': 59.5, 'y': 0}, 'goal': {'x': 59.5, 'y': 36.1}}",38,2262,438,shot,,
"{'name': 'Baptiste Roux', 'slug': 'baptiste-roux', 'shortName': 'B. Roux', 'position': 'D', 'jerseyNumber': '5', 'userCount': 64, 'gender': 'M', 'id': 1049576, 'fieldTranslations': {'nameTranslation': {'ar': 'باتيست رو'}, 'shortNameTranslation': {'ar': 'ب. رو'}}}",False,save,assisted,"{'x': 31.5, 'y': 51.1, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.1, 'z': 4.4}","{'x': 2.4, 'y': 50.4, 'z': 0}","{'name': 'Željko Samčović', 'slug': 'zeljko-samcovic', 'shortName': 'Ž. Samčović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 49, 'gender': 'M', 'id': 1047325, 'fieldTranslations': {'nameTranslation': {'ar': 'زيلجكو سامتشوفيتش'}, 'shortNameTranslation': {'ar': 'ز. سامتشوفيتش'}}}",6796779,51,3023,"{'start': {'x': 51.1, 'y': 31.5}, 'block': {'x': 50.4, 'y': 2.4}, 'end': {'x': 46.9, 'y': 0}, 'goal': {'x': 46.9, 'y': 95.6}}",40,2377,323,shot,,
"{'name': 'Zoran Alilović', 'slug': 'zoran-alilovic', 'shortName': 'Z. Alilović', 'position': 'M', 'jerseyNumber': '31', 'userCount': 229, 'gender': 'M', 'id': 1493919, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران أليلوفيتش'}, 'shortNameTranslation': {'ar': 'ز. أليلوفيتش'}}}",True,block,regular,"{'x': 2.7, 'y': 59.3, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.6, 'z': 19}","{'x': 2.7, 'y': 57.2, 'z': 0}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6797290,50,2952,"{'start': {'x': 59.3, 'y': 2.7}, 'block': {'x': 57.2, 'y': 2.7}, 'end': {'x': 54.4, 'y': 0}, 'goal': {'x': 54.4, 'y': 81}}",41,2448,252,shot,,
"{'name': 'Stefan Stanisavljević', 'slug': 'stefan-stanisavljevic', 'shortName': 'S. Stanisavljević', 'position': 'F', 'jerseyNumber': '18', 'userCount': 77, 'gender': 'M', 'id': 1032770, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ستانيسافليفيتش'}, 'shortNameTranslation': {'ar': 'س. ستانيسافليفيتش'}}}",True,miss,set-piece,"{'x': 14.1, 'y': 54.2, 'z': 0}",head,high,"{'x': 0, 'y': 47.7, 'z': 80.6}",,"{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6796598,45,2803,"{'start': {'x': 54.2, 'y': 14.1}, 'end': {'x': 52.3, 'y': 0}, 'goal': {'x': 52.3, 'y': 19.4}}",1,2597,103,shot,,2.0
"{'name': 'Stefan Stanisavljević', 'slug': 'stefan-stanisavljevic', 'shortName': 'S. Stanisavljević', 'position': 'F', 'jerseyNumber': '18', 'userCount': 77, 'gender': 'M', 'id': 1032770, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ستانيسافليفيتش'}, 'shortNameTranslation': {'ar': 'س. ستانيسافليفيتش'}}}",True,save,regular,"{'x': 19.8, 'y': 47.3, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.3, 'z': 1.3}","{'x': 1.5, 'y': 49.6, 'z': 0}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6796671,42,2509,"{'start': {'x': 47.3, 'y': 19.8}, 'block': {'x': 49.6, 'y': 1.5}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 98.7}}",4,191,2509,shot,,
