minute,value
1.0,4
2.0,5
3.0,3
4.0,-5
5.0,25
6.0,-39
7.0,-6
8.0,-1
9.0,-46
10.0,-35
11.0,-35
12.0,-19
13.0,-8
14.0,30
15.0,7
16.0,1
17.0,7
18.0,-39
19.0,-35
20.0,-21
21.0,22
22.0,8
23.0,20
24.0,8
25.0,-6
26.0,-8
27.0,-10
28.0,-27
29.0,-39
30.0,-18
31.0,-4
32.0,35
33.0,17
34.0,24
35.0,10
36.0,-30
37.0,-40
38.0,-43
39.0,-66
40.0,-33
41.0,-8
42.0,-9
43.0,-4
44.0,-7
45.0,-8
45.5,42
46.0,-3
47.0,4
48.0,-7
49.0,-24
50.0,-15
51.0,-51
52.0,-35
53.0,33
54.0,3
55.0,-6
56.0,13
57.0,4
58.0,-4
59.0,-6
60.0,-7
61.0,-8
62.0,-12
63.0,-11
64.0,-11
65.0,-18
66.0,-14
67.0,-17
68.0,-16
69.0,-14
70.0,-12
71.0,-19
72.0,-14
73.0,-11
74.0,-33
75.0,30
76.0,5
77.0,-3
78.0,-3
79.0,24
80.0,9
81.0,2
82.0,-5
83.0,-5
84.0,-38
85.0,-24
86.0,-12
87.0,-18
88.0,-23
89.0,-8
90.0,16
90.5,7
