player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Vuk Striković', 'firstName': '', 'lastName': '', 'slug': 'vuk-strikovic', 'shortName': 'V. Striković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 17, 'gender': 'M', 'id': 1034556, 'fieldTranslations': {'nameTranslation': {'ar': 'فوك ستريركوفيتش', 'hi': 'वुक स्ट्रिकोविक', 'bn': 'ভুক স্ট্রিকোভিচ'}, 'shortNameTranslation': {'ar': 'ف. ستريركوفيتش', 'hi': 'डब्ल्यू. स्ट्रिकोविक', 'bn': 'ভি. স্ট্রিকোভিচ'}}}",True,goal,regular,regular,"{'x': 8, 'y': 49, 'z': 0}",head,low-centre,"{'x': 0, 'y': 48.8, 'z': 4.7}",0.1706,0.1502,6555340,90,2.0,5470,"{'start': {'x': 49, 'y': 8}, 'end': {'x': 51.2, 'y': 0}, 'goal': {'x': 51.2, 'y': 95.3}}",1,830,70,shot,
"{'name': 'Petar Bogdanović', 'firstName': '', 'lastName': '', 'slug': 'petar-bogdanovic', 'shortName': 'P. Bogdanović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 13, 'gender': 'M', 'id': 1408188, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر بوغدانوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوغدانوفيتش'}}}",False,miss,,set-piece,"{'x': 21, 'y': 67, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57.3, 'z': 8.2}",0.005858,,6555339,85,,5056,"{'start': {'x': 67, 'y': 21}, 'end': {'x': 42.7, 'y': 0}, 'goal': {'x': 42.7, 'y': 91.8}}",6,344,2356,shot,
"{'name': 'Nemanja Jovičić', 'firstName': '', 'lastName': '', 'slug': 'nemanja-jovicic', 'shortName': 'N. Jovičić', 'position': 'D', 'jerseyNumber': '27', 'userCount': 7, 'gender': 'M', 'id': 1182552, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا جوفيتش'}, 'shortNameTranslation': {'ar': 'ن. جوفيتش'}}}",False,miss,,corner,"{'x': 10, 'y': 55, 'z': 0}",head,close-right,"{'x': 0, 'y': 41.3, 'z': 24.9}",0.1628,,6555338,78,,4679,"{'start': {'x': 55, 'y': 10}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 75.1}}",13,721,1979,shot,
"{'name': 'Hiroki Harada', 'firstName': 'Hiroki Harada', 'lastName': '', 'slug': 'hiroki-harada', 'shortName': 'H. Harada', 'position': 'M', 'jerseyNumber': '10', 'userCount': 23, 'gender': 'M', 'id': 1218103, 'fieldTranslations': {'nameTranslation': {'ar': 'هيروكي هارادا'}, 'shortNameTranslation': {'ar': 'ه. هارادا'}}}",False,miss,,regular,"{'x': 19, 'y': 63, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 57.1, 'z': 57.7}",0.01556,,6555337,73,,4379,"{'start': {'x': 63, 'y': 19}, 'end': {'x': 42.9, 'y': 0}, 'goal': {'x': 42.9, 'y': 42.3}}",18,1021,1679,shot,
"{'name': 'Ilija Tučević', 'firstName': '', 'lastName': '', 'slug': 'ilija-tucevic', 'shortName': 'I. Tučević', 'position': 'D', 'jerseyNumber': '17', 'userCount': 3, 'gender': 'M', 'id': 812745, 'fieldTranslations': {'nameTranslation': {'ar': 'إليا توتشيفيتش', 'hi': 'इलिजा तुसेविक', 'bn': 'ইলিজা টুসেভিচ'}, 'shortNameTranslation': {'ar': 'إ. توتشيفيتش', 'hi': 'आई. तुसेविच', 'bn': 'আই. টুসেভিচ'}}}",False,block,,regular,"{'x': 10, 'y': 35, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.1695,2.296e-05,6555336,69,,4099,"{'start': {'x': 35, 'y': 10}, 'block': {'x': 35, 'y': 10}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",22,1301,1399,shot,"{'x': 10, 'y': 35, 'z': 0}"
"{'name': 'Hiroki Harada', 'firstName': 'Hiroki Harada', 'lastName': '', 'slug': 'hiroki-harada', 'shortName': 'H. Harada', 'position': 'M', 'jerseyNumber': '10', 'userCount': 23, 'gender': 'M', 'id': 1218103, 'fieldTranslations': {'nameTranslation': {'ar': 'هيروكي هارادا'}, 'shortNameTranslation': {'ar': 'ه. هارادا'}}}",False,block,,throw-in-set-piece,"{'x': 12, 'y': 47, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.1077,,6555335,69,,4093,"{'start': {'x': 47, 'y': 12}, 'block': {'x': 47, 'y': 12}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",22,1307,1393,shot,"{'x': 12, 'y': 47, 'z': 0}"
"{'name': 'Balša Radusinović', 'firstName': '', 'lastName': '', 'slug': 'balsa-radusinovic', 'shortName': 'B. Radusinović', 'position': 'F', 'jerseyNumber': '32', 'userCount': 9, 'gender': 'M', 'id': 1131064, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا رادوسينوفيتش'}, 'shortNameTranslation': {'ar': 'ب. رادوسينوفيتش'}}}",True,miss,,regular,"{'x': 21, 'y': 60, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 51.6, 'z': 55.9}",0.01496,,6555334,65,,3882,"{'start': {'x': 60, 'y': 21}, 'end': {'x': 48.4, 'y': 0}, 'goal': {'x': 48.4, 'y': 44.1}}",26,1518,1182,shot,
"{'name': 'Aldin Adžović', 'firstName': '', 'lastName': '', 'slug': 'aldin-adzovic', 'shortName': 'A. Adžović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 3, 'gender': 'M', 'id': 797928, 'fieldTranslations': {'nameTranslation': {'ar': 'ألديـن أديـزوفيتش', 'hi': 'एल्डिन अडज़ोविक', 'bn': 'আলডিন অ্যাডজোভিচ'}, 'shortNameTranslation': {'ar': 'أ. أديـزوفيتش', 'hi': 'ए. अदज़ोविक', 'bn': 'এ. অ্যাডজোভিচ'}}}",False,save,,regular,"{'x': 28, 'y': 63, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 48.4, 'z': 21.7}",0.03676,0.01175,6555333,55,,3289,"{'start': {'x': 63, 'y': 28}, 'end': {'x': 51.6, 'y': 0}, 'goal': {'x': 51.6, 'y': 78.3}}",36,2111,589,shot,
"{'name': 'Aldin Adžović', 'firstName': '', 'lastName': '', 'slug': 'aldin-adzovic', 'shortName': 'A. Adžović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 3, 'gender': 'M', 'id': 797928, 'fieldTranslations': {'nameTranslation': {'ar': 'ألديـن أديـزوفيتش', 'hi': 'एल्डिन अडज़ोविक', 'bn': 'আলডিন অ্যাডজোভিচ'}, 'shortNameTranslation': {'ar': 'أ. أديـزوفيتش', 'hi': 'ए. अदज़ोविक', 'bn': 'এ. অ্যাডজোভিচ'}}}",False,block,,regular,"{'x': 28, 'y': 57, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.03176,,6555332,54,,3239,"{'start': {'x': 57, 'y': 28}, 'block': {'x': 57, 'y': 28}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",37,2161,539,shot,"{'x': 28, 'y': 57, 'z': 0}"
"{'name': 'Ilir Camaj', 'firstName': '', 'lastName': '', 'slug': 'ilir-camaj', 'shortName': 'I. Camaj', 'position': 'F', 'jerseyNumber': '9', 'userCount': 18, 'gender': 'M', 'id': 869335, 'fieldTranslations': {'nameTranslation': {'ar': 'إيلير كاما'}, 'shortNameTranslation': {'ar': 'إ. كاما'}}}",True,miss,,regular,"{'x': 9, 'y': 47, 'z': 0}",head,close-high,"{'x': 0, 'y': 46, 'z': 52.8}",0.15,,6555331,53,,3162,"{'start': {'x': 47, 'y': 9}, 'end': {'x': 54, 'y': 0}, 'goal': {'x': 54, 'y': 47.2}}",38,2238,462,shot,
