minute,value
1.0,4
2.0,-11
3.0,-1
4.0,9
5.0,34
6.0,29
7.0,23
8.0,18
9.0,-26
10.0,-10
11.0,-10
12.0,-15
13.0,-13
14.0,7
15.0,8
16.0,7
17.0,12
18.0,14
19.0,20
20.0,19
21.0,19
22.0,9
23.0,8
24.0,1
25.0,2
26.0,8
27.0,7
28.0,6
29.0,1
30.0,2
31.0,-4
32.0,-62
33.0,-46
34.0,-16
35.0,-9
36.0,-5
37.0,8
38.0,41
39.0,25
40.0,-40
41.0,-20
42.0,21
43.0,4
44.0,4
45.0,11
46.0,6
47.0,10
48.0,2
49.0,2
50.0,62
51.0,63
52.0,38
53.0,54
54.0,8
55.0,-55
56.0,-29
57.0,-16
58.0,-16
59.0,-7
60.0,1
61.0,12
62.0,33
63.0,21
64.0,14
65.0,34
66.0,22
67.0,17
68.0,6
69.0,-110
70.0,-65
71.0,-69
72.0,-31
73.0,-43
74.0,-42
75.0,-30
76.0,-25
77.0,-15
78.0,-57
79.0,-42
80.0,-30
81.0,-12
82.0,-2
83.0,4
84.0,-25
85.0,-43
86.0,-21
87.0,-13
88.0,-7
89.0,-7
90.0,-22
90.5,70
