minute,value
0.0,0
1.0,9
2.0,11
3.0,17
4.0,21
5.0,36
6.0,22
7.0,10
8.0,12
9.0,36
10.0,24
11.0,13
12.0,55
13.0,35
14.0,25
15.0,16
16.0,12
17.0,-5
18.0,-6
19.0,-9
20.0,-6
21.0,5
22.0,-6
23.0,-4
24.0,-8
25.0,-7
26.0,-1
27.0,-7
28.0,-6
29.0,4
30.0,-2
31.0,-3
32.0,-19
33.0,-18
34.0,-38
35.0,-25
36.0,-17
37.0,-16
38.0,-7
39.0,-10
40.0,-13
41.0,-10
42.0,-58
43.0,-38
44.0,-60
45.0,43
45.5,30
46.0,-40
47.0,-32
48.0,-22
49.0,-26
50.0,-20
51.0,13
52.0,6
53.0,1
54.0,-8
55.0,-7
56.0,-98
57.0,-66
58.0,-42
59.0,-33
60.0,-25
61.0,-11
62.0,53
63.0,26
64.0,9
65.0,-33
66.0,23
67.0,-3
68.0,-4
69.0,-5
70.0,3
71.0,-3
72.0,-4
73.0,-20
74.0,-100
75.0,-92
76.0,-100
77.0,-74
78.0,-66
79.0,-37
80.0,-25
81.0,-18
82.0,-13
83.0,-4
84.0,23
85.0,11
86.0,5
87.0,2
88.0,-3
89.0,3
90.0,4
90.5,5
