minute,value
0.0,0
1.0,8
2.0,6
3.0,26
4.0,24
5.0,93
6.0,58
7.0,73
8.0,9
9.0,6
10.0,-7
11.0,-33
12.0,-22
13.0,-5
14.0,-7
15.0,-33
16.0,-17
17.0,12
18.0,76
19.0,46
20.0,36
21.0,62
22.0,47
23.0,13
24.0,-105
25.0,-52
26.0,-33
27.0,62
28.0,36
29.0,26
30.0,11
31.0,3
32.0,-42
33.0,-20
34.0,12
35.0,3
36.0,-4
37.0,4
38.0,4
39.0,3
40.0,-59
41.0,-58
42.0,-33
43.0,-13
44.0,57
45.0,41
45.5,0
46.0,2
47.0,-5
48.0,-2
49.0,-31
50.0,-23
51.0,31
52.0,16
53.0,21
54.0,5
55.0,8
56.0,4
57.0,-4
58.0,-77
59.0,-39
60.0,-18
61.0,-15
62.0,26
63.0,100
64.0,64
65.0,-50
66.0,-16
67.0,21
68.0,6
69.0,6
70.0,8
71.0,-35
72.0,-14
73.0,-8
74.0,-10
75.0,-10
76.0,6
77.0,2
78.0,-70
79.0,-56
80.0,76
81.0,21
82.0,13
83.0,-25
84.0,-4
85.0,-3
86.0,-61
87.0,-35
88.0,56
89.0,24
90.0,15
90.5,-30
