minute,value
0.0,0
1.0,-5
2.0,-7
3.0,-12
4.0,7
5.0,1
6.0,13
7.0,12
8.0,14
9.0,10
10.0,8
11.0,1
12.0,2
13.0,8
14.0,6
15.0,5
16.0,5
17.0,55
18.0,59
19.0,36
20.0,48
21.0,30
22.0,-29
23.0,42
24.0,25
25.0,9
26.0,7
27.0,8
28.0,24
29.0,100
30.0,70
31.0,34
32.0,12
33.0,8
34.0,-1
35.0,-9
36.0,7
37.0,25
38.0,22
39.0,16
40.0,18
41.0,13
42.0,9
43.0,8
44.0,8
45.0,7
45.5,15
46.0,-8
47.0,-7
48.0,13
49.0,29
50.0,-18
51.0,8
52.0,43
53.0,32
54.0,50
55.0,44
56.0,68
57.0,41
58.0,76
59.0,41
60.0,26
61.0,14
62.0,100
63.0,62
64.0,19
65.0,13
66.0,15
67.0,3
68.0,4
69.0,5
70.0,5
71.0,4
72.0,-4
73.0,-1
74.0,1
75.0,-29
76.0,-21
77.0,-17
78.0,-9
79.0,-5
80.0,6
81.0,5
82.0,-5
83.0,-1
84.0,11
85.0,7
86.0,100
87.0,100
88.0,50
89.0,30
90.0,-35
90.5,5
