minute,value
0.0,0
1.0,3
2.0,12
3.0,3
4.0,-43
5.0,-26
6.0,85
7.0,39
8.0,13
9.0,10
10.0,25
11.0,93
12.0,41
13.0,25
14.0,15
15.0,12
16.0,-11
17.0,-7
18.0,-5
19.0,-14
20.0,-10
21.0,-6
22.0,-9
23.0,-12
24.0,24
25.0,10
26.0,-27
27.0,-14
28.0,-64
29.0,-51
30.0,-7
31.0,-24
32.0,-11
33.0,39
34.0,73
35.0,41
36.0,15
37.0,13
38.0,-6
39.0,-6
40.0,24
41.0,7
42.0,8
43.0,69
44.0,40
45.0,21
45.5,-10
46.0,9
47.0,-32
48.0,-18
49.0,-3
50.0,-3
51.0,4
52.0,2
53.0,26
54.0,14
55.0,7
56.0,-6
57.0,-2
58.0,-4
59.0,-4
60.0,-3
61.0,-13
62.0,-8
63.0,-31
64.0,-44
65.0,-32
66.0,45
67.0,15
68.0,5
69.0,5
70.0,3
71.0,-48
72.0,-35
73.0,-46
74.0,-29
75.0,30
76.0,21
77.0,-16
78.0,-2
79.0,-7
80.0,-7
81.0,-1
82.0,6
83.0,-11
84.0,-10
85.0,-6
86.0,20
87.0,9
88.0,-46
89.0,-24
90.0,-20
90.5,25
