player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,goalType
"{'name': 'Yann Michael Yao', 'firstName': '', 'lastName': '', 'slug': 'yann-michael-yao', 'shortName': 'Y. M. Yao', 'position': 'M', 'jerseyNumber': '11', 'userCount': 17, 'gender': 'M', 'id': 894450, 'fieldTranslations': {'nameTranslation': {'ar': 'يان ميخائيل ياو'}, 'shortNameTranslation': {'ar': 'ي. ياو'}}}",True,block,corner,"{'x': 10, 'y': 58, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 10, 'y': 58, 'z': 0}",0.1952,6549419,90,4.0,5617,"{'start': {'x': 58, 'y': 10}, 'block': {'x': 58, 'y': 10}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,683,217,shot,,
"{'name': 'Yann Michael Yao', 'firstName': '', 'lastName': '', 'slug': 'yann-michael-yao', 'shortName': 'Y. M. Yao', 'position': 'M', 'jerseyNumber': '11', 'userCount': 17, 'gender': 'M', 'id': 894450, 'fieldTranslations': {'nameTranslation': {'ar': 'يان ميخائيل ياو'}, 'shortNameTranslation': {'ar': 'ي. ياو'}}}",True,save,throw-in-set-piece,"{'x': 18, 'y': 37, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.3, 'z': 0.2}",,0.1194,6549418,90,3.0,5564,"{'start': {'x': 37, 'y': 18}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 99.8}}",1,736,164,shot,0.2431,
"{'name': 'Jovan Dašić', 'firstName': '', 'lastName': '', 'slug': 'jovan-dasic', 'shortName': 'J. Dašić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 9, 'gender': 'M', 'id': 1005622, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان داشيتش', 'hi': 'जोवन दासिच', 'bn': 'জোভান দাসিচ'}, 'shortNameTranslation': {'ar': 'ي. داشيتش', 'hi': 'जे. दासिच', 'bn': 'জে. দাসিচ'}}}",True,miss,throw-in-set-piece,"{'x': 18, 'y': 39, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 57.2, 'z': 49}",,0.06352,6549417,75,,4453,"{'start': {'x': 39, 'y': 18}, 'end': {'x': 42.8, 'y': 0}, 'goal': {'x': 42.8, 'y': 51}}",16,947,1753,shot,,
"{'name': 'Balša Tošković', 'firstName': '', 'lastName': '', 'slug': 'balsa-toskovic', 'shortName': 'B. Tošković', 'position': 'F', 'jerseyNumber': '10', 'userCount': 38, 'gender': 'M', 'id': 1030465, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا توشكوفيتش'}, 'shortNameTranslation': {'ar': 'ب. توشكوفيتش'}}}",False,miss,regular,"{'x': 21, 'y': 28, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 54.4, 'z': 42.4}",,0.03546,6549416,73,,4355,"{'start': {'x': 28, 'y': 21}, 'end': {'x': 45.6, 'y': 0}, 'goal': {'x': 45.6, 'y': 57.6}}",18,1045,1655,shot,,
"{'name': 'Andrija Ražnatović', 'firstName': '', 'lastName': '', 'slug': 'andrija-raznatovic', 'shortName': 'A. Ražnatović', 'position': 'D', 'jerseyNumber': '22', 'userCount': 23, 'gender': 'M', 'id': 1000770, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا رازناتوفيتش', 'hi': 'एंड्रीजा रज्नाटोविक', 'bn': 'আন্দ্রিজা রাজনাতোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رازناتوفيتش', 'hi': 'ए. रज्नाटोविक', 'bn': 'এ. রাজনাতোভিচ'}}}",False,save,regular,"{'x': 11, 'y': 29, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54.5, 'z': 4.9}",,0.02596,6549415,71,,4217,"{'start': {'x': 29, 'y': 11}, 'end': {'x': 45.5, 'y': 0}, 'goal': {'x': 45.5, 'y': 95.1}}",20,1183,1517,shot,0.1035,
"{'name': 'Petar Vukčević', 'firstName': '', 'lastName': '', 'slug': 'petar-vukcevic', 'shortName': 'P. Vukčević', 'position': 'M', 'jerseyNumber': '19', 'userCount': 10, 'gender': 'M', 'id': 941133, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر فوكشيفيتش', 'hi': 'पीटर वुकचेविच', 'bn': 'পেটার ভুকেভিচ'}, 'shortNameTranslation': {'ar': 'ب. فوكشيفيتش', 'hi': 'पी. वुकसेविक', 'bn': 'পি. ভুকেভিচ'}}}",True,save,throw-in-set-piece,"{'x': 10, 'y': 64, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46.1, 'z': 10.5}",,0.0596,6549414,66,,3907,"{'start': {'x': 64, 'y': 10}, 'end': {'x': 53.9, 'y': 0}, 'goal': {'x': 53.9, 'y': 89.5}}",25,1493,1207,shot,0.2301,
"{'name': 'Marko Simun', 'firstName': '', 'lastName': '', 'slug': 'marko-simun', 'shortName': 'M. Simun', 'position': 'M', 'jerseyNumber': '19', 'userCount': 33, 'gender': 'M', 'id': 1479109, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو شيمون'}, 'shortNameTranslation': {'ar': 'م. شيمون'}}}",False,miss,throw-in-set-piece,"{'x': 22, 'y': 35, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 57.4, 'z': 46.9}",,0.001611,6549413,64,,3794,"{'start': {'x': 35, 'y': 22}, 'end': {'x': 42.6, 'y': 0}, 'goal': {'x': 42.6, 'y': 53.1}}",27,1606,1094,shot,,
"{'name': 'Stefan Denković', 'slug': 'stefan-denkovic', 'shortName': 'S. Denković', 'position': 'M', 'jerseyNumber': '7', 'userCount': 15, 'gender': 'M', 'id': 95583, 'fieldTranslations': {'nameTranslation': {'ar': 'دينكوفيتش ، ستيفان'}, 'shortNameTranslation': {'ar': 'د. ، ستيفان'}}}",True,miss,regular,"{'x': 20, 'y': 42, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 42, 'z': 10.2}",,0.1063,6549412,61,,3628,"{'start': {'x': 42, 'y': 20}, 'end': {'x': 58, 'y': 0}, 'goal': {'x': 58, 'y': 89.8}}",30,1772,928,shot,,
"{'name': 'Mamadou Camara', 'firstName': '', 'lastName': '', 'slug': 'mamadou-camara', 'shortName': 'M. Camara', 'position': 'M', 'jerseyNumber': '27', 'userCount': 111, 'gender': 'M', 'id': 1134549, 'fieldTranslations': {'nameTranslation': {'ar': 'مامادو كامارا', 'hi': 'मामादौ कैमारा', 'bn': 'মামাদু কামারা'}, 'shortNameTranslation': {'ar': 'م. كامارا', 'hi': 'एम. कैमारा', 'bn': 'এম. কামারা'}}}",False,block,regular,"{'x': 12, 'y': 30, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 12, 'y': 30, 'z': 0}",0.03077,6549411,61,,3607,"{'start': {'x': 30, 'y': 12}, 'block': {'x': 30, 'y': 12}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",30,1793,907,shot,,
"{'name': 'Luka Malešević', 'firstName': '', 'lastName': '', 'slug': 'luka-malesevic', 'shortName': 'L. Malešević', 'position': 'D', 'userCount': 5, 'gender': 'M', 'id': 839270, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا ماليشيفيتش', 'hi': 'लुका मालेशेविक', 'bn': 'লুকা মালেসেভিচ'}, 'shortNameTranslation': {'ar': 'ل. ماليشيفيتش', 'hi': 'एल. मालेशेविक', 'bn': 'এল. মালেসেভিচ'}}}",True,miss,throw-in-set-piece,"{'x': 23, 'y': 85, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 58.6, 'z': 50.2}",,0.0005166,6549410,53,,3145,"{'start': {'x': 85, 'y': 23}, 'end': {'x': 41.4, 'y': 0}, 'goal': {'x': 41.4, 'y': 49.8}}",38,2255,445,shot,,
