player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,goalType
"{'name': 'Medo Juković', 'firstName': 'Medo Jukovic', 'slug': 'medo-jukovic', 'shortName': 'M. Juković', 'position': 'M', 'jerseyNumber': '88', 'userCount': 34, 'gender': 'M', 'id': 1896811, 'fieldTranslations': {'nameTranslation': {'ar': 'ميدو يوكوفيتش'}, 'shortNameTranslation': {'ar': 'م. يوكوفيتش'}}}",False,miss,regular,"{'x': 18, 'y': 49, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 50.7, 'z': 44.9}",,0.02809,6549409,47,,2785,"{'start': {'x': 49, 'y': 18}, 'end': {'x': 49.3, 'y': 0}, 'goal': {'x': 49.3, 'y': 55.1}}",44,2615,85,shot,,
"{'name': 'Ilija Martinović', 'slug': 'ilija-martinovic', 'shortName': 'I. Martinović', 'position': 'D', 'jerseyNumber': '25', 'userCount': 22, 'gender': 'M', 'id': 286837, 'fieldTranslations': {'nameTranslation': {'ar': 'إيليا مارتينوفيتش', 'hi': 'इलिजा मार्टिनोविक', 'bn': 'ইলিজা মার্টিনোভিচ'}, 'shortNameTranslation': {'ar': 'إ. مارتينوفيتش', 'hi': 'ई. मार्टिनोविक', 'bn': 'আই. মার্টিনোভিচ'}}}",True,save,set-piece,"{'x': 12, 'y': 37, 'z': 0}",head,low-left,"{'x': 0, 'y': 51.9, 'z': 3}",,0.05946,6549408,43,,2529,"{'start': {'x': 37, 'y': 12}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 97}}",3,171,2529,shot,0.1064,
"{'name': 'Yann Michael Yao', 'firstName': '', 'lastName': '', 'slug': 'yann-michael-yao', 'shortName': 'Y. M. Yao', 'position': 'M', 'jerseyNumber': '11', 'userCount': 17, 'gender': 'M', 'id': 894450, 'fieldTranslations': {'nameTranslation': {'ar': 'يان ميخائيل ياو'}, 'shortNameTranslation': {'ar': 'ي. ياو'}}}",True,save,regular,"{'x': 14, 'y': 53, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.9, 'z': 16}",,0.157,6549407,34,,2023,"{'start': {'x': 53, 'y': 14}, 'end': {'x': 51.1, 'y': 0}, 'goal': {'x': 51.1, 'y': 84}}",12,677,2023,shot,0.0885,
"{'name': 'Petar Vukčević', 'firstName': '', 'lastName': '', 'slug': 'petar-vukcevic', 'shortName': 'P. Vukčević', 'position': 'M', 'jerseyNumber': '19', 'userCount': 10, 'gender': 'M', 'id': 941133, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر فوكشيفيتش', 'hi': 'पीटर वुकचेविच', 'bn': 'পেটার ভুকেভিচ'}, 'shortNameTranslation': {'ar': 'ب. فوكشيفيتش', 'hi': 'पी. वुकसेविक', 'bn': 'পি. ভুকেভিচ'}}}",True,save,set-piece,"{'x': 12, 'y': 52, 'z': 0}",head,high-centre,"{'x': 0, 'y': 50.3, 'z': 25}",,0.09751,6549406,33,,1933,"{'start': {'x': 52, 'y': 12}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 75}}",13,767,1933,shot,0.04368,
"{'name': 'Vasilije Cavor', 'slug': 'vasilije-cavor', 'shortName': 'V. Cavor', 'position': 'F', 'jerseyNumber': '24', 'userCount': 19, 'gender': 'M', 'id': 962100, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي كافور'}, 'shortNameTranslation': {'ar': 'ف. كافور'}}}",False,miss,regular,"{'x': 9, 'y': 73, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57.3, 'z': 13.5}",,0.06656,6549405,31,,1846,"{'start': {'x': 73, 'y': 9}, 'end': {'x': 42.7, 'y': 0}, 'goal': {'x': 42.7, 'y': 86.5}}",15,854,1846,shot,,
"{'name': 'Marko Simun', 'firstName': '', 'lastName': '', 'slug': 'marko-simun', 'shortName': 'M. Simun', 'position': 'M', 'jerseyNumber': '19', 'userCount': 33, 'gender': 'M', 'id': 1479109, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو شيمون'}, 'shortNameTranslation': {'ar': 'م. شيمون'}}}",False,miss,free-kick,"{'x': 23, 'y': 45, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 56.4, 'z': 35.6}",,0.001298,6549420,30,,1745,"{'start': {'x': 45, 'y': 23}, 'end': {'x': 43.6, 'y': 0}, 'goal': {'x': 43.6, 'y': 64.4}}",16,955,1745,shot,,
"{'name': 'Balša Dubljević', 'firstName': '', 'lastName': '', 'slug': 'balsa-dubljevic', 'shortName': 'B. Dubljević', 'position': 'M', 'jerseyNumber': '23', 'userCount': 8, 'gender': 'M', 'id': 1002892, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا دوبليفيتش', 'hi': 'बाल्सा दुब्लजेविक', 'bn': 'বালসা ডাবলজেভিচ'}, 'shortNameTranslation': {'ar': 'ب. دوبليفيتش', 'hi': 'बी. डबलजेविक', 'bn': 'বি. ডুবলজেভিচ'}}}",True,miss,regular,"{'x': 13, 'y': 40, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 57.4, 'z': 41.6}",,0.134,6549404,30,,1800,"{'start': {'x': 40, 'y': 13}, 'end': {'x': 42.6, 'y': 0}, 'goal': {'x': 42.6, 'y': 58.4}}",16,900,1800,shot,,
"{'name': 'Medo Juković', 'firstName': 'Medo Jukovic', 'slug': 'medo-jukovic', 'shortName': 'M. Juković', 'position': 'M', 'jerseyNumber': '88', 'userCount': 34, 'gender': 'M', 'id': 1896811, 'fieldTranslations': {'nameTranslation': {'ar': 'ميدو يوكوفيتش'}, 'shortNameTranslation': {'ar': 'م. يوكوفيتش'}}}",False,post,regular,"{'x': 22, 'y': 49, 'z': 0}",left-foot,high,"{'x': 0, 'y': 48.1, 'z': 41.5}",,0.06636,6549403,28,,1679,"{'start': {'x': 49, 'y': 22}, 'end': {'x': 51.9, 'y': 0}, 'goal': {'x': 51.9, 'y': 58.5}}",18,1021,1679,shot,,
"{'name': 'Balša Tošković', 'firstName': '', 'lastName': '', 'slug': 'balsa-toskovic', 'shortName': 'B. Tošković', 'position': 'F', 'jerseyNumber': '10', 'userCount': 38, 'gender': 'M', 'id': 1030465, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا توشكوفيتش'}, 'shortNameTranslation': {'ar': 'ب. توشكوفيتش'}}}",False,miss,regular,"{'x': 4, 'y': 36, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 57.4, 'z': 29.1}",,0.135,6549402,26,,1515,"{'start': {'x': 36, 'y': 4}, 'end': {'x': 42.6, 'y': 0}, 'goal': {'x': 42.6, 'y': 70.9}}",20,1185,1515,shot,,
"{'name': 'Jovan Baošić', 'slug': 'jovan-baosic', 'shortName': 'J. Baošić', 'position': 'D', 'jerseyNumber': '15', 'userCount': 6, 'gender': 'M', 'id': 189001, 'fieldTranslations': {'nameTranslation': {'ar': 'جوفان باوشيتش', 'hi': 'जोवन बाओसिक', 'bn': 'জোভান বাওসিচ'}, 'shortNameTranslation': {'ar': 'ج. باوشيتش', 'hi': 'जे. बाओशिक', 'bn': 'জে. বাওশিচ'}}}",True,miss,corner,"{'x': 15, 'y': 54, 'z': 0}",head,close-right,"{'x': 0, 'y': 43.7, 'z': 14.2}",,0.01607,6549401,11,,632,"{'start': {'x': 54, 'y': 15}, 'end': {'x': 56.3, 'y': 0}, 'goal': {'x': 56.3, 'y': 85.8}}",35,2068,632,shot,,
"{'name': 'Jovan Baošić', 'slug': 'jovan-baosic', 'shortName': 'J. Baošić', 'position': 'D', 'jerseyNumber': '15', 'userCount': 6, 'gender': 'M', 'id': 189001, 'fieldTranslations': {'nameTranslation': {'ar': 'جوفان باوشيتش', 'hi': 'जोवन बाओसिक', 'bn': 'জোভান বাওসিচ'}, 'shortNameTranslation': {'ar': 'ج. باوشيتش', 'hi': 'जे. बाओशिक', 'bn': 'জে. বাওশিচ'}}}",True,block,corner,"{'x': 7, 'y': 42, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 7, 'y': 42, 'z': 0}",0.1643,6549400,11,,602,"{'start': {'x': 42, 'y': 7}, 'block': {'x': 42, 'y': 7}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",35,2098,602,shot,,
"{'name': 'Stefan Denković', 'slug': 'stefan-denkovic', 'shortName': 'S. Denković', 'position': 'M', 'jerseyNumber': '7', 'userCount': 15, 'gender': 'M', 'id': 95583, 'fieldTranslations': {'nameTranslation': {'ar': 'دينكوفيتش ، ستيفان'}, 'shortNameTranslation': {'ar': 'د. ، ستيفان'}}}",True,goal,throw-in-set-piece,"{'x': 5, 'y': 46, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.9, 'z': 10.8}",,0.3521,6549399,6,,341,"{'start': {'x': 46, 'y': 5}, 'end': {'x': 49.1, 'y': 0}, 'goal': {'x': 49.1, 'y': 89.2}}",40,2359,341,shot,0.5775,regular
