minute,value
1.0,-8
2.0,-17
3.0,-28
4.0,-17
5.0,44
6.0,20
7.0,9
8.0,-13
9.0,-12
10.0,-49
11.0,-37
12.0,-26
13.0,-25
14.0,-39
15.0,-24
16.0,-18
17.0,-15
18.0,-12
19.0,-1
20.0,-12
21.0,-31
22.0,-28
23.0,-61
24.0,-100
25.0,-99
26.0,-60
27.0,-53
28.0,-50
29.0,-29
30.0,-25
31.0,-20
32.0,-21
33.0,-21
34.0,-21
35.0,-13
36.0,-12
37.0,-28
38.0,-14
39.0,-13
40.0,-13
41.0,-18
42.0,-17
43.0,-19
44.0,-21
45.0,-43
45.5,21
46.0,-9
47.0,-14
48.0,-7
49.0,-5
50.0,-25
51.0,22
52.0,3
53.0,-27
54.0,-38
55.0,-30
56.0,-17
57.0,-14
58.0,-4
59.0,-18
60.0,-28
61.0,-60
62.0,-66
63.0,-43
64.0,-31
65.0,-21
66.0,-44
67.0,-30
68.0,-18
69.0,-2
70.0,-4
71.0,-42
72.0,-28
73.0,-44
74.0,-33
75.0,-21
76.0,-7
77.0,-8
78.0,-19
79.0,-66
80.0,-90
81.0,-48
82.0,-28
83.0,-48
84.0,-40
85.0,-8
86.0,-7
87.0,-3
88.0,3
89.0,1
90.0,-5
90.5,8
