match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,punches,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,keyPass,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,aerialWon,duelLost,duelWon,totalContest,wonContest,outfielderBlock,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,aerialLost,dispossessed,challengeLost,totalCross,onTargetScoringAttempt,shotValueNormalized,blockedScoringAttempt,totalOffside,shotOffTarget,totalKeeperSweeper,accurateKeeperSweeper,accurateCross,bigChanceCreated,bigChanceMissed
14015502,home,25737,FK Radnički Niš,1566364,Babacar Mboup,babacar-mboup,F,12,False,12.0,5.0,,,0.0,1.0,3.0,4.0,9.0,2.0,3.0,,,,,66.0,28.0,6.4,16.0,,1.0,"{'original': 6.4, 'alternative': 6.6}",0,-0.09,0.16,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,5,5,2,3,41.66666666666667,,,,,2.0,6.0,4.0,1.0,,,1.0,,,7.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,
14015502,home,25737,FK Radnički Niš,827547,Marko Mijailović,marko-mijailovic,D,2,True,9.0,3.0,6.0,,0.0,1.0,2.0,2.0,7.0,1.0,2.0,,,,,34.0,16.0,6.5,8.0,,,"{'original': 6.5, 'alternative': 6.5}",0,-0.01,-0.24,0.2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,33.33333333333333,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,
14015502,home,25737,FK Radnički Niš,1153961,Mateja Radonjić,mateja-radonjic,M,30,True,8.0,6.0,2.0,,0.0,2.0,2.0,4.0,6.0,,3.0,,,,,24.0,17.0,6.5,7.0,,,"{'original': 6.5, 'alternative': 6.5}",1,-0.01,0.01,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,3,3,75.0,,,100.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0,3.0,1.0,1.0,,2.0,,,,0.0,,,1.0,,,,,
14015502,home,6216,FK Radnički Niš,979046,Nemanja Belaković,nemanja-belakovic,F,8,True,13.0,9.0,,,0.0,5.0,6.0,4.0,7.0,1.0,,,,,,24.0,19.0,6.7,6.0,,1.0,"{'original': 6.7, 'alternative': 6.7}",0,-0.02,0.03,0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,1,1,69.23076923076923,,,,,1.0,3.0,2.0,,,,1.0,1.0,,2.0,,1.0,2.0,,,,,,,1.0,,,,,,
14015502,home,40261,FK Radnički Niš,844332,Jovan Nišić,jovan-nisic,M,45,True,2.0,1.0,,,0.0,,,1.0,2.0,,1.0,,,,,11.0,6.0,6.5,3.0,,,"{'original': 6.5, 'alternative': 6.3}",1,0.04,0.05,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,50.0,,,,,,2.0,,1.0,,,,,,,,,,,1.0,1.0,,-0.05,1.0,,,,,,,
14015502,home,25737,FK Radnički Niš,810663,Nikola Srećković,nikola-sreckovic,M,20,True,1.0,,,,0.0,,,,1.0,,,,,,,11.0,2.0,6.6,1.0,,,"{'original': 6.6, 'alternative': 6.5}",0,-0.01,,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
14015502,home,25737,FK Radnički Niš,1470370,Luka Izderić,luka-izderic,M,89,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015502,home,25737,FK Radnički Niš,2198962,Djordje Petrović,djordje-petrovic,D,71,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015502,home,25737,FK Radnički Niš,899302,Franck Kanouté,franck-kanoute,M,6,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015502,home,25737,FK Radnički Niš,1429523,Nikola Ćuruvija,curuvija-nikola,G,44,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015502,home,409200,FK Radnički Niš,307458,Petar Petrović,petar-petrovic,M,27,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015502,home,37053,FK Radnički Niš,1429076,Lacine Kone,lacine-kone,F,9,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015502,away,5149,FK Crvena zvezda,603946,Matheus,matheus,G,1,False,37.0,31.0,12.0,6.0,0.0,28.0,30.0,3.0,7.0,1.0,7.0,,3.0,4.0,,90.0,46.0,7.9,6.0,0.4497,,"{'original': 7.9, 'alternative': 7.5}",0,0.18,0.0,0.27,0.39,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,83.78378378378379,50.0,,,100.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,
14015502,away,5149,FK Crvena zvezda,1019333,Young-woo Seol,young-woo-seol,D,66,False,69.0,63.0,8.0,6.0,0.0,28.0,28.0,35.0,41.0,2.0,11.0,,,,,90.0,100.0,7.2,12.0,,1.0,"{'original': 7.2, 'alternative': 7.5}",1,0.25,0.01,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,4,3,91.30434782608695,75.0,25.0,50.0,,1.0,4.0,5.0,2.0,1.0,,1.0,3.0,1.0,2.0,,2.0,1.0,,1.0,4.0,,-0.21,1.0,,,,,1.0,,
14015502,away,5149,FK Crvena zvezda,1146225,Stefan Leković,stefan-lekovic,D,25,False,70.0,65.0,10.0,7.0,0.0,32.0,33.0,33.0,37.0,3.0,6.0,,,,,90.0,82.0,7.8,6.0,,,"{'original': 7.8, 'alternative': 7.8}",2,0.32,0.24,0.29,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,7,4,2,2,92.85714285714286,70.0,,,,6.0,3.0,8.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,1.0,-0.26,,,1.0,,,,,
14015502,away,5149,FK Crvena zvezda,227224,Miloš Veljković,milos-veljkovic,D,13,False,45.0,45.0,3.0,3.0,0.0,26.0,26.0,19.0,19.0,,2.0,,,,,42.0,47.0,7.1,,,,"{'original': 7.1, 'alternative': 6.9}",0,0.27,0.14,0.22,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,100.0,100.0,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,
14015502,away,5149,FK Crvena zvezda,1493918,Adem Avdić,adem-avdic,D,71,False,54.0,46.0,4.0,,0.0,19.0,21.0,27.0,33.0,1.0,5.0,,,,,90.0,92.0,6.9,24.0,,1.0,"{'original': 6.9, 'alternative': 7.1}",0,0.17,-0.12,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,4,14,6,8,85.18518518518519,,25.0,33.33333333333333,,3.0,9.0,9.0,6.0,2.0,,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,,,,,,,,2.0,,
14015502,away,5149,FK Crvena zvezda,827371,Timi Max Elšnik,timi-max-elsnik,M,21,False,55.0,46.0,3.0,2.0,0.0,14.0,15.0,32.0,40.0,1.0,3.0,,,,,66.0,71.0,7.3,15.0,,3.0,"{'original': 7.3, 'alternative': 7.4}",0,0.43,0.07,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,4,5,3,2,83.63636363636363,66.66666666666666,42.857142857142854,50.0,,3.0,3.0,6.0,2.0,1.0,,,2.0,1.0,1.0,,1.0,1.0,,,7.0,,,,1.0,,,,3.0,1.0,
14015502,away,5149,FK Crvena zvezda,1516318,Mahmudu Bajo,bajo,M,6,False,88.0,73.0,12.0,3.0,0.0,25.0,25.0,48.0,63.0,2.0,12.0,,,,,90.0,108.0,7.2,19.0,,,"{'original': 7.2, 'alternative': 7.2}",1,0.4,0.08,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,4,14,7,7,82.95454545454545,25.0,,100.0,,3.0,8.0,10.0,2.0,2.0,,,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,,-0.31,,,1.0,,,,,
14015502,away,5149,FK Crvena zvezda,1974511,Luka Zarić,luka-zaric,M,40,False,3.0,2.0,,,0.0,,,2.0,3.0,,1.0,,,,,20.0,8.0,6.8,2.0,,,"{'original': 6.8, 'alternative': 6.9}",0,-0.03,-0.27,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,3,1,66.66666666666666,,,,,,1.0,3.0,,,,,1.0,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,
14015502,away,5149,FK Crvena zvezda,278763,Mirko Ivanić,mirko-ivanic,M,4,False,38.0,27.0,1.0,1.0,0.0,5.0,5.0,22.0,33.0,1.0,,,,,,90.0,57.0,6.8,17.0,,1.0,"{'original': 6.8, 'alternative': 7.2}",2,0.26,0.29,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,3,3,71.05263157894737,100.0,,100.0,,1.0,4.0,4.0,1.0,1.0,,,1.0,,3.0,1.0,,1.0,2.0,1.0,1.0,1.0,-0.41,,,1.0,,,,,
14015502,away,5149,FK Crvena zvezda,939721,Milson,milson,M,7,False,26.0,16.0,1.0,1.0,0.0,3.0,4.0,13.0,22.0,,1.0,,,,,67.0,42.0,6.1,17.0,,,"{'original': 6.1, 'alternative': 6.7}",0,-0.49,-0.69,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,6,4,61.53846153846154,100.0,50.0,33.33333333333333,,,4.0,6.0,3.0,1.0,,,1.0,1.0,3.0,4.0,2.0,,,,2.0,,,,,,,,1.0,,
14015502,away,3398,FK Crvena zvezda,289181,Peter Olayinka,peter-olayinka,F,14,False,10.0,6.0,,,0.0,,,6.0,10.0,,1.0,,,,,43.0,14.0,6.2,7.0,,,"{'original': 6.2, 'alternative': 6.5}",1,-0.45,0.18,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,4,1,0,1,60.0,,,,,2.0,3.0,2.0,,,,,,,2.0,,,2.0,,1.0,,,-0.09,1.0,,,,,,,
14015502,away,5149,FK Crvena zvezda,1131048,Tomás Händel,tomas-handel,M,20,True,39.0,32.0,1.0,1.0,0.0,7.0,7.0,25.0,32.0,,5.0,,,,,70.0,56.0,6.9,16.0,,2.0,"{'original': 6.9, 'alternative': 7.7}",2,-0.14,0.32,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,5,3,82.05128205128204,100.0,,100.0,,,4.0,5.0,1.0,1.0,,,1.0,1.0,3.0,3.0,,1.0,3.0,,3.0,1.0,0.11,,,1.0,,,,,
14015502,away,5149,FK Crvena zvezda,110701,Aleksandar Katai,aleksandar-katai,M,10,True,13.0,10.0,1.0,,0.0,2.0,2.0,8.0,11.0,,1.0,,,,,48.0,22.0,7.1,6.0,,,"{'original': 7.1, 'alternative': 6.9}",4,-0.27,0.16,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,76.92307692307693,,,,,1.0,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,,2.0,0.02,1.0,1.0,1.0,,,,,1.0
14015502,away,5149,FK Crvena zvezda,867608,Rodrigão,rodrigao-prado,D,5,True,47.0,41.0,4.0,2.0,0.0,19.0,21.0,22.0,26.0,5.0,5.0,,,,,47.0,55.0,7.0,6.0,,1.0,"{'original': 7, 'alternative': 6.8}",0,0.22,0.08,0.2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,2,0,87.2340425531915,50.0,,,,,1.0,2.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,
14015502,away,5149,FK Crvena zvezda,155449,Rade Krunić,rade-krunic,M,33,True,19.0,17.0,5.0,4.0,0.0,2.0,3.0,15.0,16.0,1.0,2.0,,,,,24.0,32.0,7.8,3.0,,2.0,"{'original': 7.8, 'alternative': 7.7}",1,0.33,0.02,0.32,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,4,0,89.47368421052632,80.0,100.0,100.0,,1.0,,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,0.19,,,,,,1.0,,
14015502,away,5149,FK Crvena zvezda,1825955,Vasilije Kostov,vasilije-kostov,M,22,True,10.0,7.0,,,0.0,3.0,3.0,4.0,7.0,,1.0,,,,,23.0,17.0,6.6,7.0,,2.0,"{'original': 6.6, 'alternative': 6.8}",0,0.15,0.02,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,70.0,,50.0,,,,1.0,,,,,,,,2.0,,,,1.0,,2.0,,,,,,,,1.0,,
14015502,away,5149,FK Crvena zvezda,1100641,Nikola Stanković,nikola-stankovic,M,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015502,away,5149,FK Crvena zvezda,1133882,Franklin Tebo,franklin-tebo,D,30,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015502,away,5149,FK Crvena zvezda,904400,Nair Tiknizyan,nair-tiknizyan,D,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015502,away,5149,FK Crvena zvezda,1019641,Ivan Guteša,ivan-gutesa,G,77,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015502,away,5149,FK Crvena zvezda,797083,Omri Glazer,omri-glazer,G,18,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015502,away,5149,FK Crvena zvezda,2207346,Aleksa Damjanović,damjanovic-aleksa,F,19,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
