minute,value
1.0,4
2.0,4
3.0,31
4.0,19
5.0,31
6.0,24
7.0,74
8.0,38
9.0,27
10.0,42
11.0,5
12.0,5
13.0,-29
14.0,38
15.0,11
16.0,41
17.0,19
18.0,-17
19.0,6
20.0,5
21.0,-13
22.0,-1
23.0,4
24.0,-3
25.0,2
26.0,-20
27.0,-5
28.0,50
29.0,42
30.0,33
31.0,84
32.0,44
33.0,10
34.0,10
35.0,24
36.0,-24
37.0,-5
38.0,28
39.0,20
40.0,42
41.0,19
42.0,16
43.0,13
44.0,57
45.0,17
45.5,0
46.0,-1
47.0,-6
48.0,-15
49.0,14
50.0,1
51.0,14
52.0,-24
53.0,51
54.0,53
55.0,35
56.0,15
57.0,-42
58.0,-69
59.0,-76
60.0,-31
61.0,-14
62.0,-24
63.0,-3
64.0,21
65.0,-13
66.0,-4
67.0,-5
68.0,-19
69.0,-4
70.0,-51
71.0,-31
72.0,-14
73.0,-9
74.0,-7
75.0,6
76.0,7
77.0,-15
78.0,18
79.0,27
80.0,23
81.0,25
82.0,30
83.0,-24
84.0,-36
85.0,-44
86.0,-30
87.0,-67
88.0,-71
89.0,-17
90.0,-17
90.5,23
