player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",True,miss,fast-break,"{'x': 13.2, 'y': 32.9, 'z': 0}",right-foot,right,"{'x': 0, 'y': 35.3, 'z': 20.8}",5491999,90,7.0,5768,"{'start': {'x': 32.9, 'y': 13.2}, 'end': {'x': 64.7, 'y': 0}, 'goal': {'x': 64.7, 'y': 79.2}}",1,532,368,shot,,
"{'name': 'Bibars\xa0Natcho', 'firstName': '', 'lastName': '', 'slug': 'bibars-natcho', 'shortName': 'Bibars\xa0Natcho', 'position': 'M', 'jerseyNumber': '10', 'userCount': 1028, 'gender': 'M', 'id': 19191, 'fieldTranslations': {'nameTranslation': {'ar': 'بيبراس ناتخو', 'bn': 'বিবরস নাচো', 'hi': 'बिबर्स नैचो'}, 'shortNameTranslation': {'ar': 'ب. ناتخو', 'bn': 'নাচো বিবার্স', 'hi': 'बिबर्स नैचो'}}}",False,block,corner,"{'x': 14.4, 'y': 18.4, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.3, 'z': 19}",5491451,90,3.0,5551,"{'start': {'x': 18.4, 'y': 14.4}, 'block': {'x': 25.3, 'y': 11.2}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 81}}",1,749,151,shot,"{'x': 11.2, 'y': 25.3, 'z': 0}",
"{'name': 'Stefan Milić', 'firstName': '', 'lastName': '', 'slug': 'stefan-milic', 'shortName': 'S. Milić', 'position': 'D', 'jerseyNumber': '44', 'userCount': 393, 'gender': 'M', 'id': 888701, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ميليتش', 'bn': 'স্টেফান মিলিক', 'hi': 'स्टीफ़न मिलिक'}, 'shortNameTranslation': {'ar': 'س. ميليتش', 'bn': 'এস. মিলিক', 'hi': 'एस. मिलिक'}}}",False,save,corner,"{'x': 8.6, 'y': 54, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51, 'z': 12}",5491386,87,,5218,"{'start': {'x': 54, 'y': 8.6}, 'block': {'x': 51.1, 'y': 1}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 88}}",4,182,2518,shot,"{'x': 1, 'y': 51.1, 'z': 0}",
"{'name': 'Stefan Milić', 'firstName': '', 'lastName': '', 'slug': 'stefan-milic', 'shortName': 'S. Milić', 'position': 'D', 'jerseyNumber': '44', 'userCount': 393, 'gender': 'M', 'id': 888701, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ميليتش', 'bn': 'স্টেফান মিলিক', 'hi': 'स्टीफ़न मिलिक'}, 'shortNameTranslation': {'ar': 'س. ميليتش', 'bn': 'এস. মিলিক', 'hi': 'एस. मिलिक'}}}",False,block,corner,"{'x': 8.9, 'y': 54.4, 'z': 0}",head,low-centre,"{'x': 0, 'y': 49.7, 'z': 19}",5491463,87,,5216,"{'start': {'x': 54.4, 'y': 8.9}, 'block': {'x': 53.4, 'y': 7.7}, 'end': {'x': 50.3, 'y': 0}, 'goal': {'x': 50.3, 'y': 81}}",4,184,2516,shot,"{'x': 7.7, 'y': 53.4, 'z': 0}",
"{'name': 'Stefan Milić', 'firstName': '', 'lastName': '', 'slug': 'stefan-milic', 'shortName': 'S. Milić', 'position': 'D', 'jerseyNumber': '44', 'userCount': 393, 'gender': 'M', 'id': 888701, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ميليتش', 'bn': 'স্টেফান মিলিক', 'hi': 'स्टीफ़न मिलिक'}, 'shortNameTranslation': {'ar': 'س. ميليتش', 'bn': 'এস. মিলিক', 'hi': 'एस. मिलिक'}}}",False,miss,corner,"{'x': 8.5, 'y': 43.8, 'z': 0}",head,left,"{'x': 0, 'y': 63, 'z': 31.9}",5491330,82,,4912,"{'start': {'x': 43.8, 'y': 8.5}, 'end': {'x': 37, 'y': 0}, 'goal': {'x': 37, 'y': 68.1}}",9,488,2212,shot,,
"{'name': 'Milan Vukotić', 'firstName': '', 'lastName': '', 'slug': 'milan-vukotic', 'shortName': 'M. Vukotić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 946, 'gender': 'M', 'id': 1005605, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوكوتيتش', 'bn': 'মিলান ভুকোতিক', 'hi': 'मिलन वुकोटिक'}, 'shortNameTranslation': {'ar': 'م. فوكوتيتش', 'bn': 'এম. ভুকোতিক', 'hi': 'एम. वुकोटिक'}}}",False,block,set-piece,"{'x': 18.2, 'y': 51.3, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.1, 'z': 19}",5491292,81,,4859,"{'start': {'x': 51.3, 'y': 18.2}, 'block': {'x': 50.9, 'y': 16.6}, 'end': {'x': 46.9, 'y': 0}, 'goal': {'x': 46.9, 'y': 81}}",10,541,2159,shot,"{'x': 16.6, 'y': 50.9, 'z': 0}",
"{'name': 'Milan Vukotić', 'firstName': '', 'lastName': '', 'slug': 'milan-vukotic', 'shortName': 'M. Vukotić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 946, 'gender': 'M', 'id': 1005605, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوكوتيتش', 'bn': 'মিলান ভুকোতিক', 'hi': 'मिलन वुकोटिक'}, 'shortNameTranslation': {'ar': 'م. فوكوتيتش', 'bn': 'এম. ভুকোতিক', 'hi': 'एम. वुकोटिक'}}}",False,save,fast-break,"{'x': 20.9, 'y': 49.4, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.5, 'z': 8.9}",5491261,79,,4705,"{'start': {'x': 49.4, 'y': 20.9}, 'block': {'x': 50.4, 'y': 3.3}, 'end': {'x': 50.5, 'y': 0}, 'goal': {'x': 50.5, 'y': 91.1}}",12,695,2005,shot,"{'x': 3.3, 'y': 50.4, 'z': 0}",
"{'name': 'Yanis Karabelyov', 'slug': 'yanis-karabelyov', 'shortName': 'Y. Karabelyov', 'position': 'M', 'jerseyNumber': '28', 'userCount': 368, 'gender': 'M', 'id': 286121, 'fieldTranslations': {'nameTranslation': {'ar': 'يانيس كاربيلوف', 'bn': 'ইয়ানিস কারাবেলিভ', 'hi': 'यानिस काराबेल्योव'}, 'shortNameTranslation': {'ar': 'ي. كاربيلوف', 'bn': 'ওয়াই. কারাবেলিয়ভ', 'hi': 'वाई. काराबेल्योव'}}}",False,goal,corner,"{'x': 9.5, 'y': 50.9, 'z': 0}",head,low-left,"{'x': 0, 'y': 52.3, 'z': 9.5}",5491245,76,,4523,"{'start': {'x': 50.9, 'y': 9.5}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 90.5}}",15,877,1823,shot,,regular
"{'name': 'Milan Vukotić', 'firstName': '', 'lastName': '', 'slug': 'milan-vukotic', 'shortName': 'M. Vukotić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 946, 'gender': 'M', 'id': 1005605, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوكوتيتش', 'bn': 'মিলান ভুকোতিক', 'hi': 'मिलन वुकोटिक'}, 'shortNameTranslation': {'ar': 'م. فوكوتيتش', 'bn': 'এম. ভুকোতিক', 'hi': 'एम. वुकोटिक'}}}",False,block,assisted,"{'x': 21, 'y': 20.9, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.7, 'z': 19}",5491232,75,,4448,"{'start': {'x': 20.9, 'y': 21}, 'block': {'x': 27.4, 'y': 16.2}, 'end': {'x': 49.3, 'y': 0}, 'goal': {'x': 49.3, 'y': 81}}",16,952,1748,shot,"{'x': 16.2, 'y': 27.4, 'z': 0}",
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",True,goal,assisted,"{'x': 13.9, 'y': 30.9, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.1, 'z': 3.2}",5491222,73,,4345,"{'start': {'x': 30.9, 'y': 13.9}, 'end': {'x': 45.9, 'y': 0}, 'goal': {'x': 45.9, 'y': 96.8}}",18,1055,1645,shot,,regular
