player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Petar Petrović', 'firstName': 'Petar', 'lastName': 'Petrović', 'slug': 'petar-petrovic', 'shortName': 'P. Petrović', 'position': 'D', 'jerseyNumber': '21', 'userCount': 51, 'gender': 'M', 'id': 1500275, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر بيتروفيتش'}, 'shortNameTranslation': {'ar': 'ب. بيتروفيتش'}}}",False,goal,regular,corner,"{'x': 3.8, 'y': 44.6, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 52.2, 'z': 34.2}",5522712,90,5.0,5685,"{'start': {'x': 44.6, 'y': 3.8}, 'end': {'x': 47.8, 'y': 0}, 'goal': {'x': 47.8, 'y': 65.8}}",1,615,285,shot,
"{'name': 'Ibrahim Tanko', 'firstName': '', 'lastName': '', 'slug': 'ibrahim-tanko', 'shortName': 'I. Tanko', 'position': 'F', 'jerseyNumber': '9', 'userCount': 53, 'gender': 'M', 'id': 895905, 'fieldTranslations': {'nameTranslation': {'ar': 'إبراهيم تانكو'}, 'shortNameTranslation': {'ar': 'إ. تانكو'}}}",False,miss,,corner,"{'x': 6.6, 'y': 50.5, 'z': 0}",head,left,"{'x': 0, 'y': 60.8, 'z': 8.3}",5534805,90,5.0,5683,"{'start': {'x': 50.5, 'y': 6.6}, 'block': {'x': 49.5, 'y': 7}, 'end': {'x': 39.2, 'y': 0}, 'goal': {'x': 39.2, 'y': 91.7}}",1,617,283,shot,"{'x': 7, 'y': 49.5, 'z': 0}"
"{'name': 'Saša Jovanović', 'slug': 'sasa-jovanovic', 'shortName': 'S. Jovanović', 'position': 'F', 'jerseyNumber': '8', 'userCount': 69, 'gender': 'M', 'id': 589100, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا جوفانوفيتش', 'bn': 'সাসা জোভানোভিচ', 'hi': 'साशा जोवानोविक'}, 'shortNameTranslation': {'ar': 'س. جوفانوفيتش', 'bn': 'এস. জোভানোভিচ', 'hi': 'एस. जोवानोविक'}}}",True,block,,assisted,"{'x': 8.6, 'y': 63.8, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.3, 'z': 19}",5522697,90,3.0,5573,"{'start': {'x': 63.8, 'y': 8.6}, 'block': {'x': 61.9, 'y': 6.4}, 'end': {'x': 53.7, 'y': 0}, 'goal': {'x': 53.7, 'y': 81}}",1,727,173,shot,"{'x': 6.4, 'y': 61.9, 'z': 0}"
"{'name': 'Đorđe Skoko', 'slug': 'dorde-skoko', 'shortName': 'Đ. Skoko', 'position': 'D', 'jerseyNumber': '26', 'userCount': 52, 'gender': 'M', 'id': 1468253, 'fieldTranslations': {'nameTranslation': {'ar': 'دورجي سكوكو'}, 'shortNameTranslation': {'ar': 'د. سكوكو'}}}",False,save,,corner,"{'x': 7.7, 'y': 50.1, 'z': 0}",head,low-right,"{'x': 0, 'y': 47.7, 'z': 13.9}",5522567,80,,4777,"{'start': {'x': 50.1, 'y': 7.7}, 'block': {'x': 51.8, 'y': 1.2}, 'end': {'x': 52.3, 'y': 0}, 'goal': {'x': 52.3, 'y': 86.1}}",11,623,2077,shot,"{'x': 1.2, 'y': 51.8, 'z': 0}"
"{'name': 'Saša Jovanović', 'slug': 'sasa-jovanovic', 'shortName': 'S. Jovanović', 'position': 'F', 'jerseyNumber': '8', 'userCount': 69, 'gender': 'M', 'id': 589100, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا جوفانوفيتش', 'bn': 'সাসা জোভানোভিচ', 'hi': 'साशा जोवानोविक'}, 'shortNameTranslation': {'ar': 'س. جوفانوفيتش', 'bn': 'এস. জোভানোভিচ', 'hi': 'एस. जोवानोविक'}}}",True,goal,regular,assisted,"{'x': 3.9, 'y': 54, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.6, 'z': 1.9}",5522455,72,,4307,"{'start': {'x': 54, 'y': 3.9}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 98.1}}",19,1093,1607,shot,
"{'name': 'Lazar Mićić', 'firstName': 'Lazar Micic', 'lastName': '', 'slug': 'lazar-micic', 'shortName': 'L. Mićić', 'position': 'M', 'jerseyNumber': '28', 'userCount': 43, 'gender': 'M', 'id': 1147526, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميتشيتش'}, 'shortNameTranslation': {'ar': 'ل. ميتشيتش'}}}",False,miss,,assisted,"{'x': 14.2, 'y': 37.2, 'z': 0}",left-foot,high,"{'x': 0, 'y': 47.2, 'z': 72.2}",5522431,69,,4096,"{'start': {'x': 37.2, 'y': 14.2}, 'end': {'x': 52.8, 'y': 0}, 'goal': {'x': 52.8, 'y': 27.8}}",22,1304,1396,shot,
"{'name': 'Kayode Saliman', 'firstName': 'Kayode', 'lastName': 'Saliman', 'slug': 'kayode-saliman', 'shortName': 'K. Saliman', 'position': 'M', 'jerseyNumber': '14', 'userCount': 39, 'gender': 'M', 'id': 1472922, 'fieldTranslations': {'nameTranslation': {'ar': 'كايويد ساليمان'}, 'shortNameTranslation': {'ar': 'ك. ساليمان'}}}",False,miss,,fast-break,"{'x': 4, 'y': 47.2, 'z': 0}",head,close-left,"{'x': 0, 'y': 57.8, 'z': 6.9}",5522366,63,,3732,"{'start': {'x': 47.2, 'y': 4}, 'end': {'x': 42.2, 'y': 0}, 'goal': {'x': 42.2, 'y': 93.1}}",28,1668,1032,shot,
"{'name': 'Andrej Todoroski', 'firstName': '', 'lastName': '', 'slug': 'andrej-todoroski', 'shortName': 'A. Todoroski', 'position': 'M', 'jerseyNumber': '10', 'userCount': 89, 'gender': 'M', 'id': 888023, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه تودوروسكي'}, 'shortNameTranslation': {'ar': 'أ. تودوروسكي'}}}",True,block,,assisted,"{'x': 13.5, 'y': 65.4, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 19}",5522332,56,,3357,"{'start': {'x': 65.4, 'y': 13.5}, 'block': {'x': 67, 'y': 11.3}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 81}}",35,2043,657,shot,"{'x': 11.3, 'y': 67, 'z': 0}"
"{'name': 'Stefan Vilotic', 'slug': 'stefan-vilotic', 'shortName': 'S. Vilotic', 'position': 'D', 'jerseyNumber': '3', 'userCount': 17, 'gender': 'M', 'id': 943573, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان فيلوتيتش'}, 'shortNameTranslation': {'ar': 'س. فيلوتيتش'}}}",False,goal,regular,assisted,"{'x': 14.1, 'y': 33.3, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 45.6, 'z': 1.3}",5522253,52,,3077,"{'start': {'x': 33.3, 'y': 14.1}, 'end': {'x': 54.4, 'y': 0}, 'goal': {'x': 54.4, 'y': 98.7}}",39,2323,377,shot,
"{'name': 'Kayode Saliman', 'firstName': 'Kayode', 'lastName': 'Saliman', 'slug': 'kayode-saliman', 'shortName': 'K. Saliman', 'position': 'M', 'jerseyNumber': '14', 'userCount': 39, 'gender': 'M', 'id': 1472922, 'fieldTranslations': {'nameTranslation': {'ar': 'كايويد ساليمان'}, 'shortNameTranslation': {'ar': 'ك. ساليمان'}}}",False,miss,,corner,"{'x': 23.8, 'y': 54, 'z': 0}",right-foot,left,"{'x': 0, 'y': 61.3, 'z': 34.7}",5522264,51,,3041,"{'start': {'x': 54, 'y': 23.8}, 'block': {'x': 46.8, 'y': 12.1}, 'end': {'x': 38.7, 'y': 0}, 'goal': {'x': 38.7, 'y': 65.3}}",40,2359,341,shot,"{'x': 12.1, 'y': 46.8, 'z': 0}"
"{'name': 'Boubacari Doucoure', 'firstName': '', 'lastName': '', 'slug': 'boubacari-doucoure', 'shortName': 'B. Doucoure', 'position': 'M', 'jerseyNumber': '19', 'userCount': 40, 'gender': 'M', 'id': 986764, 'fieldTranslations': {'nameTranslation': {'ar': 'بوباكاري دوكوري'}, 'shortNameTranslation': {'ar': 'ب. دوكوري'}}}",False,block,,corner,"{'x': 3.6, 'y': 40.9, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.6, 'z': 16.7}",5522243,51,,3020,"{'start': {'x': 40.9, 'y': 3.6}, 'block': {'x': 44, 'y': 1.8}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 83.3}}",40,2380,320,shot,"{'x': 1.8, 'y': 44, 'z': 0}"
