minute,value
1.0,4
2.0,9
3.0,-21
4.0,-10
5.0,23
6.0,5
7.0,3
8.0,3
9.0,8
10.0,2
11.0,-12
12.0,-14
13.0,-27
14.0,-15
15.0,-35
16.0,-22
17.0,-12
18.0,23
19.0,7
20.0,-27
21.0,-24
22.0,25
23.0,1
24.0,-12
25.0,-15
26.0,-19
27.0,-13
28.0,19
29.0,6
30.0,4
31.0,3
32.0,1
33.0,-21
34.0,-10
35.0,13
36.0,3
37.0,4
38.0,20
39.0,15
40.0,26
41.0,22
42.0,23
43.0,3
44.0,-54
45.0,-45
46.0,2
47.0,2
48.0,3
49.0,-4
50.0,-12
51.0,-5
52.0,-1
53.0,-4
54.0,-28
55.0,-14
56.0,33
57.0,18
58.0,14
59.0,5
60.0,-36
61.0,-21
62.0,16
63.0,3
64.0,4
65.0,-17
66.0,14
67.0,22
68.0,15
69.0,12
70.0,9
71.0,6
72.0,3
73.0,-17
74.0,-35
75.0,-16
76.0,-39
77.0,-14
78.0,-6
79.0,16
80.0,15
81.0,-27
82.0,-10
83.0,-1
84.0,23
85.0,7
86.0,14
87.0,22
88.0,-45
89.0,-21
90.0,19
90.5,-44
