minute,value
0.0,0
1.0,3
2.0,-10
3.0,-6
4.0,4
5.0,5
6.0,-13
7.0,-47
8.0,-9
9.0,-1
10.0,-1
11.0,5
12.0,31
13.0,27
14.0,11
15.0,87
16.0,58
17.0,38
18.0,-25
19.0,-2
20.0,-7
21.0,-9
22.0,31
23.0,22
24.0,14
25.0,-25
26.0,36
27.0,20
28.0,43
29.0,27
30.0,39
31.0,22
32.0,9
33.0,34
34.0,12
35.0,12
36.0,13
37.0,100
38.0,61
39.0,38
40.0,24
41.0,16
42.0,5
43.0,5
44.0,5
45.0,5
46.0,6
47.0,20
48.0,23
49.0,25
50.0,56
51.0,24
52.0,-39
53.0,-91
54.0,-59
55.0,-42
56.0,-24
57.0,-36
58.0,-10
59.0,6
60.0,-4
61.0,-67
62.0,-42
63.0,-30
64.0,-28
65.0,-16
66.0,6
67.0,8
68.0,11
69.0,-10
70.0,16
71.0,20
72.0,18
73.0,7
74.0,1
75.0,2
76.0,2
77.0,32
78.0,31
79.0,75
80.0,47
81.0,79
82.0,81
83.0,49
84.0,22
85.0,20
86.0,10
87.0,-4
88.0,7
89.0,11
90.0,6
90.5,50
