minute,value
1.0,4
2.0,40
3.0,62
4.0,38
5.0,20
6.0,12
7.0,3
8.0,4
9.0,10
10.0,48
11.0,28
12.0,25
13.0,15
14.0,9
15.0,33
16.0,36
17.0,-28
18.0,-9
19.0,-11
20.0,-23
21.0,-48
22.0,-38
23.0,30
24.0,17
25.0,-13
26.0,5
27.0,16
28.0,17
29.0,14
30.0,14
31.0,10
32.0,12
33.0,9
34.0,56
35.0,44
36.0,56
37.0,55
38.0,42
39.0,42
40.0,24
41.0,11
42.0,-29
43.0,-6
44.0,15
45.0,85
46.0,7
47.0,5
48.0,8
49.0,1
50.0,5
51.0,30
52.0,22
53.0,32
54.0,19
55.0,13
56.0,-29
57.0,22
58.0,4
59.0,3
60.0,-6
61.0,-20
62.0,-40
63.0,-26
64.0,-12
65.0,-6
66.0,-33
67.0,-19
68.0,-12
69.0,20
70.0,6
71.0,13
72.0,-44
73.0,-32
74.0,-12
75.0,21
76.0,-12
77.0,22
78.0,39
79.0,4
80.0,6
81.0,10
82.0,2
83.0,15
84.0,3
85.0,34
86.0,29
87.0,62
88.0,29
89.0,-34
90.0,-32
90.5,-46
