minute,value
0.0,0
1.0,10
2.0,16
3.0,64
4.0,53
5.0,50
6.0,38
7.0,31
8.0,41
9.0,26
10.0,19
11.0,16
12.0,19
13.0,20
14.0,21
15.0,17
16.0,14
17.0,-26
18.0,-3
19.0,35
20.0,19
21.0,20
22.0,23
23.0,18
24.0,42
25.0,35
26.0,55
27.0,37
28.0,32
29.0,21
30.0,16
31.0,-41
32.0,-42
33.0,-32
34.0,-16
35.0,-11
36.0,17
37.0,14
38.0,13
39.0,7
40.0,17
41.0,13
42.0,12
43.0,12
44.0,47
45.0,26
45.5,60
46.0,-1
47.0,-62
48.0,-33
49.0,59
50.0,-47
51.0,-5
52.0,36
53.0,25
54.0,15
55.0,11
56.0,10
57.0,2
58.0,40
59.0,33
60.0,29
61.0,21
62.0,16
63.0,11
64.0,35
65.0,34
66.0,19
67.0,15
68.0,3
69.0,29
70.0,20
71.0,16
72.0,9
73.0,60
74.0,32
75.0,-27
76.0,-100
77.0,-66
78.0,-70
79.0,-88
80.0,-47
81.0,-2
82.0,4
83.0,38
84.0,37
85.0,34
86.0,23
87.0,27
88.0,17
89.0,-12
90.0,14
90.5,25
