customId,winnerCode,hasGlobalHighlights,hasXg,hasEventPlayerStatistics,hasEventPlayerHeatMap,crowdsourcingDataDisplayEnabled,id,slug,startTimestamp,finalResultOnly,feedLocked,isEditor,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.country.alpha2,tournament.category.country.alpha3,tournament.category.country.name,tournament.category.country.slug,tournament.category.flag,tournament.category.alpha2,tournament.category.fieldTranslations.nameTranslation.ar,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.country.alpha2,tournament.uniqueTournament.category.country.alpha3,tournament.uniqueTournament.category.country.name,tournament.uniqueTournament.category.country.slug,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.category.fieldTranslations.nameTranslation.ar,tournament.uniqueTournament.userCount,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.uniqueTournament.fieldTranslations.nameTranslation.ar,tournament.priority,tournament.isGroup,tournament.isLive,tournament.id,tournament.fieldTranslations.nameTranslation.ar,season.name,season.year,season.editor,season.seasonCoverageInfo.editorCoverageLevel,season.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.gender,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.alpha3,homeTeam.country.name,homeTeam.country.slug,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,homeTeam.fieldTranslations.nameTranslation.ar,homeTeam.fieldTranslations.nameTranslation.ru,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.gender,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.national,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.alpha3,awayTeam.country.name,awayTeam.country.slug,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,awayTeam.fieldTranslations.nameTranslation.ar,awayTeam.fieldTranslations.nameTranslation.ru,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.periodLength,time.overtimeLength,time.totalPeriodCount,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,homeTeam.fieldTranslations.shortNameTranslation.ar,awayTeam.fieldTranslations.shortNameTranslation.ar,awayTeam.fieldTranslations.shortNameTranslation.hi,awayTeam.fieldTranslations.shortNameTranslation.bn,homeTeam.disabled,awayTeam.disabled,homeTeam.fieldTranslations.shortNameTranslation.hi,homeTeam.fieldTranslations.shortNameTranslation.bn,awayRedCards,eventFilters.category,eventFilters.level,eventFilters.gender,homeRedCards
GbdsmLj,1.0,False,True,True,True,False,14147349,fk-jezero-fk-bokelj-kotor,1760792400,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,12,100,Ended,finished,FK Bokelj Kotor,fk-bokelj-kotor,FK Bokelj,M,Football,football,1,1336,BKO,False,0,7581,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه بوكيلج كوتور,ФК Бокель Котор,FK Jezero,fk-jezero,Jezero,M,Football,football,1,1789,JEZ,False,0,24312,ME,MNE,Montenegro,montenegro,[],#000080,#ffffff,#ffffff,إف كيه يزيرو,,3.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2700.0,900.0,2.0,1760796537.0,['time.currentPeriodStart'],1760799357,,يزيرو,,,,,,,,,,,
uzcsmTFc,2.0,False,True,True,True,False,14147351,mladost-dg-fk-jedinstvo-bijelo-polje,1760797800,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,12,100,Ended,finished,FK Jedinstvo Bijelo Polje,fk-jedinstvo-bijelo-polje,FK Jedinstvo,M,Football,football,1,872,JBP,False,0,6219,ME,MNE,Montenegro,montenegro,[],#ffffff,#3366cc,#3366cc,بيجيلو بولج إف كيه جيدينستفو,ФК Единство Биело Поле,Mladost DG,mladost-dg,,M,Football,football,1,1472,MLA,False,0,327162,ME,MNE,Montenegro,montenegro,[],#374df5,#374df5,#ffffff,ملادست دي جي,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2700.0,900.0,2.0,1760803793.0,['time.currentPeriodStart'],1760806793,,,,,,,,,,,,,
qzcszzc,2.0,False,True,True,True,False,14147345,fk-sutjeska-niksic-ofk-petrovac,1760799600,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,12,100,Ended,finished,OFK Petrovac,ofk-petrovac,Petrovac,M,Football,football,1,1813,PET,False,0,6216,ME,MNE,Montenegro,montenegro,[],#6699ff,#ffffff,#ffffff,أوفك بتروفاتش,ОФК Петровац,FK Sutjeska Nikšić,fk-sutjeska-niksic,Sutjeska,M,Football,football,1,3511,SUN,False,0,6224,ME,MNE,Montenegro,montenegro,[],#094ca1,#ffffff,#ffffff,إف كيه سوتييسكا نيكسيتش,ФК Сутьеска Никшич,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2700.0,900.0,2.0,1760803852.0,['time.currentPeriodStart'],1760806792,,سوتييسكا,सुत्जेस्का,সুতজেস্কা,False,,,,,,,,
Bzcsuvo,1.0,False,True,True,True,False,14147353,fk-mornar-bar-fk-decic-tuzi,1760803200,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,12,100,Ended,finished,FK Mornar Bar,fk-mornar-bar,FK Mornar,M,Football,football,1,2470,MBA,False,0,36019,ME,MNE,Montenegro,montenegro,[],#3366cc,#ffffff,#ffffff,يسدّ إف كيه مورنار,ФК Морнар Бар,FK Dečić Tuzi,fk-decic-tuzi,FK Dečić,M,Football,football,1,3068,TUZ,False,0,6226,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه ديتشيتش توزي,ФК Дечич Тузи,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2700.0,900.0,2.0,1760807617.0,['time.currentPeriodStart'],1760810497,,إف كيه ديتشيتش,एफके देचिच,এফকে ডেসিচ,,False,,,,,,,
Tccsgjp,1.0,False,True,True,True,False,14147352,fk-arsenal-tivat-fk-buducnost-podgorica,1760803200,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,12,100,Ended,finished,FK Budućnost Podgorica,fk-buducnost-podgorica,Budućnost,M,Football,football,1,6883,BUD,False,0,5143,ME,MNE,Montenegro,montenegro,[],#ffffff,#094ca1,#094ca1,إف كيه بودوجنوست بودغوريتسا,ФК Будучность Подгорица,FK Arsenal Tivat,fk-arsenal-tivat,FK Arsenal,M,Football,football,1,1867,ATI,False,0,37956,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه أرسنال تيفات,ФК Арсенал Тиват,4.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2700.0,900.0,2.0,1760807684.0,['time.currentPeriodStart'],1760810684,بودوجنوست,إف كيه أرسنال,एफके आर्सेनल,এফকে আর্সেনাল,False,,बुडुकनोस्ट,বুদুকনস্ট,1.0,,,,
uzcsGbd,3.0,False,True,True,True,False,14147355,fk-bokelj-kotor-fk-jedinstvo-bijelo-polje,1761483600,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,13,100,Ended,finished,FK Jedinstvo Bijelo Polje,fk-jedinstvo-bijelo-polje,FK Jedinstvo,M,Football,football,1,872,JBP,False,0,6219,ME,MNE,Montenegro,montenegro,[],#ffffff,#3366cc,#3366cc,بيجيلو بولج إف كيه جيدينستفو,ФК Единство Биело Поле,FK Bokelj Kotor,fk-bokelj-kotor,FK Bokelj,M,Football,football,1,1336,BKO,False,0,7581,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه بوكيلج كوتور,ФК Бокель Котор,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,900.0,2.0,1761487477.0,['time.currentPeriodStart'],1761490417,,,,,,,,,,,,,
zzcsmLj,1.0,False,True,True,True,False,14147359,fk-jezero-fk-sutjeska-niksic,1761483600,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,13,100,Ended,finished,FK Sutjeska Nikšić,fk-sutjeska-niksic,Sutjeska,M,Football,football,1,3511,SUN,False,0,6224,ME,MNE,Montenegro,montenegro,[],#094ca1,#ffffff,#ffffff,إف كيه سوتييسكا نيكسيتش,ФК Сутьеска Никшич,FK Jezero,fk-jezero,Jezero,M,Football,football,1,1789,JEZ,False,0,24312,ME,MNE,Montenegro,montenegro,[],#000080,#ffffff,#ffffff,إف كيه يزيرو,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2700.0,900.0,2.0,1761487540.0,['cardsCode'],1761491473,سوتييسكا,يزيرو,,,,,सुत्जेस्का,সুতজেস্কা,,,,,
uvosmTFc,2.0,False,True,True,True,False,14147357,mladost-dg-fk-mornar-bar,1761498000,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,13,100,Ended,finished,Mladost DG,mladost-dg,,M,Football,football,1,1472,MLA,False,0,327162,ME,MNE,Montenegro,montenegro,[],#374df5,#374df5,#ffffff,ملادست دي جي,,FK Mornar Bar,fk-mornar-bar,FK Mornar,M,Football,football,1,2470,MBA,False,0,36019,ME,MNE,Montenegro,montenegro,[],#3366cc,#ffffff,#ffffff,يسدّ إف كيه مورنار,ФК Морнар Бар,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2700.0,900.0,2.0,1761502063.0,['time.currentPeriodStart'],1761504943,,,,,,,,,1.0,,,,1.0
qzcsgjp,1.0,False,True,True,True,False,14147358,fk-arsenal-tivat-ofk-petrovac,1761744600,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,13,100,Ended,finished,FK Arsenal Tivat,fk-arsenal-tivat,FK Arsenal,M,Football,football,1,1867,ATI,False,0,37956,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه أرسنال تيفات,ФК Арсенал Тиват,OFK Petrovac,ofk-petrovac,Petrovac,M,Football,football,1,1813,PET,False,0,6216,ME,MNE,Montenegro,montenegro,[],#6699ff,#ffffff,#ffffff,أوفك بتروفاتش,ОФК Петровац,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2700.0,900.0,2.0,1761748833.0,['time.currentPeriodStart'],1761751953,إف كيه أرسنال,,,,,False,एफके आर्सेनल,এফকে আর্সেনাল,1.0,,,,
TccsBzc,,False,,,,False,14952691,fk-decic-tuzi-fk-buducnost-podgorica,1761757200,True,False,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,13,60,Postponed,postponed,FK Dečić Tuzi,fk-decic-tuzi,FK Dečić,M,Football,football,1,3068,TUZ,False,0,6226,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه ديتشيتش توزي,ФК Дечич Тузи,FK Budućnost Podgorica,fk-buducnost-podgorica,Budućnost,M,Football,football,1,6883,BUD,False,0,5143,ME,MNE,Montenegro,montenegro,[],#ffffff,#094ca1,#094ca1,إف كيه بودوجنوست بودغوريتسا,ФК Будучность Подгорица,,,,,,,,,,,,,,,"['status.code', 'status.description', 'status.type', 'homeScore.current', 'homeScore.display', 'awayScore.current', 'awayScore.display']",1762261156,إف كيه ديتشيتش,بودوجنوست,बुडुकनोस्ट,বুদুকনস্ট,False,False,एफके देचिच,এফকে ডেসিচ,,,,,
TccsBzc,1.0,False,True,True,True,False,15188250,fk-decic-tuzi-fk-buducnost-podgorica,1765717200,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,13,100,Ended,finished,FK Dečić Tuzi,fk-decic-tuzi,FK Dečić,M,Football,football,1,3068,TUZ,False,0,6226,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه ديتشيتش توزي,ФК Дечич Тузи,FK Budućnost Podgorica,fk-buducnost-podgorica,Budućnost,M,Football,football,1,6883,BUD,False,0,5143,ME,MNE,Montenegro,montenegro,[],#ffffff,#094ca1,#094ca1,إف كيه بودوجنوست بودغوريتسا,ФК Будучность Подгорица,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2700.0,900.0,2.0,1765720995.0,"['status.code', 'status.description', 'status.type', 'homeScore.normaltime', 'awayScore.normaltime']",1765724204,إف كيه ديتشيتش,بودوجنوست,बुडुकनोस्ट,বুদুকনস্ট,False,False,एफके देचिच,এফকে ডেসিচ,,['club'],['pro'],['M'],
zzcsGbd,2.0,False,True,True,True,False,14147356,fk-bokelj-kotor-fk-sutjeska-niksic,1762002000,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,14,100,Ended,finished,FK Bokelj Kotor,fk-bokelj-kotor,FK Bokelj,M,Football,football,1,1336,BKO,False,0,7581,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه بوكيلج كوتور,ФК Бокель Котор,FK Sutjeska Nikšić,fk-sutjeska-niksic,Sutjeska,M,Football,football,1,3511,SUN,False,0,6224,ME,MNE,Montenegro,montenegro,[],#094ca1,#ffffff,#ffffff,إف كيه سوتييسكا نيكسيتش,ФК Сутьеска Никшич,4.0,4.0,2.0,2.0,4.0,5.0,5.0,1.0,4.0,5.0,2700.0,900.0,2.0,1762005856.0,"['status.code', 'status.description', 'status.type', 'homeScore.normaltime', 'awayScore.normaltime', 'time.currentPeriodStart']",1762008796,,سوتييسكا,सुत्जेस्का,সুতজেস্কা,,,,,,,,,
uzcsuvo,1.0,False,True,True,True,False,14147361,fk-mornar-bar-fk-jedinstvo-bijelo-polje,1762011000,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,14,100,Ended,finished,FK Mornar Bar,fk-mornar-bar,FK Mornar,M,Football,football,1,2470,MBA,False,0,36019,ME,MNE,Montenegro,montenegro,[],#3366cc,#ffffff,#ffffff,يسدّ إف كيه مورنار,ФК Морнар Бар,FK Jedinstvo Bijelo Polje,fk-jedinstvo-bijelo-polje,FK Jedinstvo,M,Football,football,1,872,JBP,False,0,6219,ME,MNE,Montenegro,montenegro,[],#ffffff,#3366cc,#3366cc,بيجيلو بولج إف كيه جيدينستفو,ФК Единство Биело Поле,3.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,2700.0,900.0,2.0,1762015436.0,['time.currentPeriodStart'],1762018316,,,,,,,,,,,,,
mLjsgjp,1.0,False,True,True,True,False,14147362,fk-arsenal-tivat-fk-jezero,1762092000,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,14,100,Ended,finished,FK Jezero,fk-jezero,Jezero,M,Football,football,1,1789,JEZ,False,0,24312,ME,MNE,Montenegro,montenegro,[],#000080,#ffffff,#ffffff,إف كيه يزيرو,,FK Arsenal Tivat,fk-arsenal-tivat,FK Arsenal,M,Football,football,1,1867,ATI,False,0,37956,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه أرسنال تيفات,ФК Арсенал Тиват,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2700.0,900.0,2.0,1762096208.0,"['status.code', 'status.description', 'status.type', 'homeScore.normaltime', 'awayScore.normaltime']",1762099018,يزيرو,إف كيه أرسنال,एफके आर्सेनल,এফকে আর্সেনাল,,,,,,,,,
qzcsBzc,3.0,False,True,True,True,False,14147360,fk-decic-tuzi-ofk-petrovac,1762092000,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,14,100,Ended,finished,OFK Petrovac,ofk-petrovac,Petrovac,M,Football,football,1,1813,PET,False,0,6216,ME,MNE,Montenegro,montenegro,[],#6699ff,#ffffff,#ffffff,أوفك بتروفاتش,ОФК Петровац,FK Dečić Tuzi,fk-decic-tuzi,FK Dečić,M,Football,football,1,3068,TUZ,False,0,6226,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه ديتشيتش توزي,ФК Дечич Тузи,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2700.0,900.0,2.0,1762096752.0,['time.currentPeriodStart'],1762099752,,إف كيه ديتشيتش,एफके देचिच,এফকে ডেসিচ,False,False,,,,,,,
TccsmTFc,2.0,False,True,True,True,False,14147363,mladost-dg-fk-buducnost-podgorica,1762092000,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,14,100,Ended,finished,FK Budućnost Podgorica,fk-buducnost-podgorica,Budućnost,M,Football,football,1,6883,BUD,False,0,5143,ME,MNE,Montenegro,montenegro,[],#ffffff,#094ca1,#094ca1,إف كيه بودوجنوست بودغوريتسا,ФК Будучность Подгорица,Mladost DG,mladost-dg,,M,Football,football,1,1472,MLA,False,0,327162,ME,MNE,Montenegro,montenegro,[],#374df5,#374df5,#ffffff,ملادست دي جي,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2700.0,900.0,2.0,1762096693.0,['time.currentPeriodStart'],1762099753,بودوجنوست,,,,False,,बुडुकनोस्ट,বুদুকনস্ট,,,,,
zzcsgjp,3.0,False,True,True,True,False,14147364,fk-arsenal-tivat-fk-sutjeska-niksic,1762693200,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,15,100,Ended,finished,FK Arsenal Tivat,fk-arsenal-tivat,FK Arsenal,M,Football,football,1,1867,ATI,False,0,37956,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه أرسنال تيفات,ФК Арсенал Тиват,FK Sutjeska Nikšić,fk-sutjeska-niksic,Sutjeska,M,Football,football,1,3511,SUN,False,0,6224,ME,MNE,Montenegro,montenegro,[],#094ca1,#ffffff,#ffffff,إف كيه سوتييسكا نيكسيتش,ФК Сутьеска Никшич,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,900.0,2.0,1762697353.0,['time.currentPeriodStart'],1762700233,إف كيه أرسنال,سوتييسكا,सुत्जेस्का,সুতজেস্কা,,,एफके आर्सेनल,এফকে আর্সেনাল,,,,,
qzcsmTFc,1.0,False,True,True,True,False,14147370,mladost-dg-ofk-petrovac,1762696800,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,15,100,Ended,finished,Mladost DG,mladost-dg,,M,Football,football,1,1472,MLA,False,0,327162,ME,MNE,Montenegro,montenegro,[],#374df5,#374df5,#ffffff,ملادست دي جي,,OFK Petrovac,ofk-petrovac,Petrovac,M,Football,football,1,1813,PET,False,0,6216,ME,MNE,Montenegro,montenegro,[],#6699ff,#ffffff,#ffffff,أوفك بتروفاتش,ОФК Петровац,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2700.0,900.0,2.0,1762700893.0,['time.currentPeriodStart'],1762703893,,,,,,False,,,,,,,
