customId,winnerCode,hasGlobalHighlights,hasXg,hasEventPlayerStatistics,hasEventPlayerHeatMap,crowdsourcingDataDisplayEnabled,id,slug,startTimestamp,finalResultOnly,feedLocked,isEditor,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.country.alpha2,tournament.category.country.alpha3,tournament.category.country.name,tournament.category.country.slug,tournament.category.flag,tournament.category.alpha2,tournament.category.fieldTranslations.nameTranslation.ar,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.primaryColorHex,tournament.uniqueTournament.secondaryColorHex,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.country.alpha2,tournament.uniqueTournament.category.country.alpha3,tournament.uniqueTournament.category.country.name,tournament.uniqueTournament.category.country.slug,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.category.alpha2,tournament.uniqueTournament.category.fieldTranslations.nameTranslation.ar,tournament.uniqueTournament.userCount,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.uniqueTournament.fieldTranslations.nameTranslation.ar,tournament.priority,tournament.isGroup,tournament.isLive,tournament.id,tournament.fieldTranslations.nameTranslation.ar,season.name,season.year,season.editor,season.seasonCoverageInfo.editorCoverageLevel,season.id,roundInfo.round,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.gender,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.national,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.alpha3,homeTeam.country.name,homeTeam.country.slug,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,homeTeam.fieldTranslations.nameTranslation.ar,homeTeam.fieldTranslations.nameTranslation.ru,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.gender,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.national,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.alpha3,awayTeam.country.name,awayTeam.country.slug,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,awayTeam.fieldTranslations.nameTranslation.ar,awayTeam.fieldTranslations.nameTranslation.ru,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,time.periodLength,time.overtimeLength,time.totalPeriodCount,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,homeTeam.fieldTranslations.shortNameTranslation.ar,awayTeam.fieldTranslations.shortNameTranslation.ar,awayTeam.fieldTranslations.shortNameTranslation.hi,awayTeam.fieldTranslations.shortNameTranslation.bn,homeTeam.disabled,awayTeam.disabled,homeTeam.fieldTranslations.shortNameTranslation.hi,homeTeam.fieldTranslations.shortNameTranslation.bn,awayRedCards,eventFilters.category,eventFilters.level,eventFilters.gender,homeRedCards
qzcsuvo,3.0,False,True,True,True,False,14147332,fk-mornar-bar-ofk-petrovac,1758474000,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,8,100,Ended,finished,OFK Petrovac,ofk-petrovac,Petrovac,M,Football,football,1,1813,PET,False,0,6216,ME,MNE,Montenegro,montenegro,[],#6699ff,#ffffff,#ffffff,أوفك بتروفاتش,ОФК Петровац,FK Mornar Bar,fk-mornar-bar,FK Mornar,M,Football,football,1,2470,MBA,False,0,36019,ME,MNE,Montenegro,montenegro,[],#3366cc,#ffffff,#ffffff,يسدّ إف كيه مورنار,ФК Морнар Бар,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2700.0,900.0,2.0,1758478276.0,['time.currentPeriodStart'],1758481156,,,,,False,,,,,,,,
TccsGbd,2.0,False,True,True,True,False,14147334,fk-bokelj-kotor-fk-buducnost-podgorica,1758477600,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,8,100,Ended,finished,FK Bokelj Kotor,fk-bokelj-kotor,FK Bokelj,M,Football,football,1,1336,BKO,False,0,7581,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه بوكيلج كوتور,ФК Бокель Котор,FK Budućnost Podgorica,fk-buducnost-podgorica,Budućnost,M,Football,football,1,6883,BUD,False,0,5143,ME,MNE,Montenegro,montenegro,[],#ffffff,#094ca1,#094ca1,إف كيه بودوجنوست بودغوريتسا,ФК Будучность Подгорица,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2700.0,900.0,2.0,1758482176.0,['cardsCode'],1758555262,,بودوجنوست,बुडुकनोस्ट,বুদুকনস্ট,,False,,,,,,,
gjpsmTFc,1.0,False,True,True,True,False,14147335,mladost-dg-fk-arsenal-tivat,1758988800,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,9,100,Ended,finished,Mladost DG,mladost-dg,,M,Football,football,1,1472,MLA,False,0,327162,ME,MNE,Montenegro,montenegro,[],#374df5,#374df5,#ffffff,ملادست دي جي,,FK Arsenal Tivat,fk-arsenal-tivat,FK Arsenal,M,Football,football,1,1867,ATI,False,0,37956,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه أرسنال تيفات,ФК Арсенал Тиват,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2700.0,900.0,2.0,1758993540.0,"['status.code', 'status.description', 'status.type', 'time.currentPeriodStart']",1758996243,,إف كيه أرسنال,एफके आर्सेनल,এফকে আর্সেনাল,,,,,,,,,
mLjsuvo,3.0,True,True,True,True,False,14147337,fk-mornar-bar-fk-jezero,1758992400,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,9,100,Ended,finished,FK Mornar Bar,fk-mornar-bar,FK Mornar,M,Football,football,1,2470,MBA,False,0,36019,ME,MNE,Montenegro,montenegro,[],#3366cc,#ffffff,#ffffff,يسدّ إف كيه مورنار,ФК Морнар Бар,FK Jezero,fk-jezero,Jezero,M,Football,football,1,1789,JEZ,False,0,24312,ME,MNE,Montenegro,montenegro,[],#000080,#ffffff,#ffffff,إف كيه يزيرو,,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2700.0,900.0,2.0,1758997101.0,"['status.code', 'status.description', 'status.type', 'homeScore.normaltime', 'awayScore.normaltime']",1759000133,,يزيرو,,,,,,,,,,,1.0
uzcszzc,3.0,False,True,True,True,False,14147336,fk-sutjeska-niksic-fk-jedinstvo-bijelo-polje,1758996000,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,9,100,Ended,finished,FK Jedinstvo Bijelo Polje,fk-jedinstvo-bijelo-polje,FK Jedinstvo,M,Football,football,1,872,JBP,False,0,6219,ME,MNE,Montenegro,montenegro,[],#ffffff,#3366cc,#3366cc,بيجيلو بولج إف كيه جيدينستفو,ФК Единство Биело Поле,FK Sutjeska Nikšić,fk-sutjeska-niksic,Sutjeska,M,Football,football,1,3511,SUN,False,0,6224,ME,MNE,Montenegro,montenegro,[],#094ca1,#ffffff,#ffffff,إف كيه سوتييسكا نيكسيتش,ФК Сутьеска Никшич,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,900.0,2.0,1759001671.0,['time.currentPeriodStart'],1759004551,,سوتييسكا,सुत्जेस्का,সুতজেস্কা,,,,,,,,,
BzcsGbd,2.0,False,True,True,True,False,14147333,fk-bokelj-kotor-fk-decic-tuzi,1758996000,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,9,100,Ended,finished,FK Dečić Tuzi,fk-decic-tuzi,FK Dečić,M,Football,football,1,3068,TUZ,False,0,6226,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه ديتشيتش توزي,ФК Дечич Тузи,FK Bokelj Kotor,fk-bokelj-kotor,FK Bokelj,M,Football,football,1,1336,BKO,False,0,7581,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه بوكيلج كوتور,ФК Бокель Котор,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2700.0,900.0,2.0,1759001611.0,['cardsCode'],1759128005,إف كيه ديتشيتش,,,,False,,एफके देचिच,এফকে ডেসিচ,,,,,
Tccsqzc,3.0,False,True,True,True,False,14147338,ofk-petrovac-fk-buducnost-podgorica,1758997800,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,9,100,Ended,finished,FK Budućnost Podgorica,fk-buducnost-podgorica,Budućnost,M,Football,football,1,6883,BUD,False,0,5143,ME,MNE,Montenegro,montenegro,[],#ffffff,#094ca1,#094ca1,إف كيه بودوجنوست بودغوريتسا,ФК Будучность Подгорица,OFK Petrovac,ofk-petrovac,Petrovac,M,Football,football,1,1813,PET,False,0,6216,ME,MNE,Montenegro,montenegro,[],#6699ff,#ffffff,#ffffff,أوفك بتروفاتش,ОФК Петровац,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2700.0,900.0,2.0,1759001712.0,['time.currentPeriodStart'],1759004772,بودوجنوست,,,,False,False,बुडुकनोस्ट,বুদুকনস্ট,,,,,
BzcsmTFc,2.0,False,True,True,True,False,14147339,mladost-dg-fk-decic-tuzi,1759327200,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,10,100,Ended,finished,Mladost DG,mladost-dg,,M,Football,football,1,1472,MLA,False,0,327162,ME,MNE,Montenegro,montenegro,[],#374df5,#374df5,#ffffff,ملادست دي جي,,FK Dečić Tuzi,fk-decic-tuzi,FK Dečić,M,Football,football,1,3068,TUZ,False,0,6226,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه ديتشيتش توزي,ФК Дечич Тузи,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2700.0,900.0,2.0,1759331197.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime']",1759334456,,إف كيه ديتشيتش,एफके देचिच,এফকে ডেসিচ,,False,,,,,,,
uzcsgjp,3.0,False,True,True,True,False,14147341,fk-arsenal-tivat-fk-jedinstvo-bijelo-polje,1759330800,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,10,100,Ended,finished,FK Jedinstvo Bijelo Polje,fk-jedinstvo-bijelo-polje,FK Jedinstvo,M,Football,football,1,872,JBP,False,0,6219,ME,MNE,Montenegro,montenegro,[],#ffffff,#3366cc,#3366cc,بيجيلو بولج إف كيه جيدينستفو,ФК Единство Биело Поле,FK Arsenal Tivat,fk-arsenal-tivat,FK Arsenal,M,Football,football,1,1867,ATI,False,0,37956,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه أرسنال تيفات,ФК Арсенал Тиват,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,900.0,2.0,1759334628.0,['time.currentPeriodStart'],1759337628,,إف كيه أرسنال,एफके आर्सेनल,এফকে আর্সেনাল,,,,,1.0,,,,
qzcsGbd,2.0,False,True,True,True,False,14147342,fk-bokelj-kotor-ofk-petrovac,1759334400,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,10,100,Ended,finished,FK Bokelj Kotor,fk-bokelj-kotor,FK Bokelj,M,Football,football,1,1336,BKO,False,0,7581,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه بوكيلج كوتور,ФК Бокель Котор,OFK Petrovac,ofk-petrovac,Petrovac,M,Football,football,1,1813,PET,False,0,6216,ME,MNE,Montenegro,montenegro,[],#6699ff,#ffffff,#ffffff,أوفك بتروفاتش,ОФК Петровац,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2700.0,900.0,2.0,1759338120.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1759341025,,,,,,False,,,,,,,
zzcsuvo,1.0,False,True,True,True,False,14147340,fk-mornar-bar-fk-sutjeska-niksic,1759334400,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,10,100,Ended,finished,FK Mornar Bar,fk-mornar-bar,FK Mornar,M,Football,football,1,2470,MBA,False,0,36019,ME,MNE,Montenegro,montenegro,[],#3366cc,#ffffff,#ffffff,يسدّ إف كيه مورنار,ФК Морнар Бар,FK Sutjeska Nikšić,fk-sutjeska-niksic,Sutjeska,M,Football,football,1,3511,SUN,False,0,6224,ME,MNE,Montenegro,montenegro,[],#094ca1,#ffffff,#ffffff,إف كيه سوتييسكا نيكسيتش,ФК Сутьеска Никшич,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2700.0,900.0,2.0,1759339282.0,['time.currentPeriodStart'],1759342282,,سوتييسكا,सुत्जेस्का,সুতজেস্কা,,,,,,,,,1.0
TccsmLj,3.0,False,True,True,True,False,14147343,fk-jezero-fk-buducnost-podgorica,1759341600,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,10,100,Ended,finished,FK Budućnost Podgorica,fk-buducnost-podgorica,Budućnost,M,Football,football,1,6883,BUD,False,0,5143,ME,MNE,Montenegro,montenegro,[],#ffffff,#094ca1,#094ca1,إف كيه بودوجنوست بودغوريتسا,ФК Будучность Подгорица,FK Jezero,fk-jezero,Jezero,M,Football,football,1,1789,JEZ,False,0,24312,ME,MNE,Montenegro,montenegro,[],#000080,#ffffff,#ffffff,إف كيه يزيرو,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2700.0,900.0,2.0,1759346776.0,['time.currentPeriodStart'],1759349776,بودوجنوست,يزيرو,,,False,,बुडुकनोस्ट,বুদুকনস্ট,,,,,
qzcsmLj,2.0,False,True,True,True,False,14147348,fk-jezero-ofk-petrovac,1759669200,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,11,100,Ended,finished,FK Jezero,fk-jezero,Jezero,M,Football,football,1,1789,JEZ,False,0,24312,ME,MNE,Montenegro,montenegro,[],#000080,#ffffff,#ffffff,إف كيه يزيرو,,OFK Petrovac,ofk-petrovac,Petrovac,M,Football,football,1,1813,PET,False,0,6216,ME,MNE,Montenegro,montenegro,[],#6699ff,#ffffff,#ffffff,أوفك بتروفاتش,ОФК Петровац,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2700.0,900.0,2.0,1759673029.0,['time.currentPeriodStart'],1759675969,يزيرو,,,,,False,,,,,,,
GbdsmTFc,1.0,False,True,True,True,False,14147346,mladost-dg-fk-bokelj-kotor,1759672800,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,11,100,Ended,finished,Mladost DG,mladost-dg,,M,Football,football,1,1472,MLA,False,0,327162,ME,MNE,Montenegro,montenegro,[],#374df5,#374df5,#ffffff,ملادست دي جي,,FK Bokelj Kotor,fk-bokelj-kotor,FK Bokelj,M,Football,football,1,1336,BKO,False,0,7581,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه بوكيلج كوتور,ФК Бокель Котор,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2700.0,900.0,2.0,1759676510.0,"['status.code', 'status.description', 'status.type', 'homeScore.normaltime', 'awayScore.normaltime']",1759679417,,,,,,,,,,,,,
uvosgjp,,False,,,,False,14147344,fk-arsenal-tivat-fk-mornar-bar,1759676400,False,False,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,11,60,Postponed,postponed,FK Arsenal Tivat,fk-arsenal-tivat,FK Arsenal,M,Football,football,1,1867,ATI,False,0,37956,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه أرسنال تيفات,ФК Арсенал Тиват,FK Mornar Bar,fk-mornar-bar,FK Mornar,M,Football,football,1,2470,MBA,False,0,36019,ME,MNE,Montenegro,montenegro,[],#3366cc,#ffffff,#ffffff,يسدّ إف كيه مورنار,ФК Морнар Бар,,,,,,,,,,,,,,,"['status.code', 'status.description', 'status.type', 'homeScore.current', 'homeScore.display', 'homeScore.period1', 'awayScore.current', 'awayScore.display', 'awayScore.period1', 'time.currentPeriodStart', 'time.period1Start', 'time.periodLength', 'time.overtimeLength', 'time.totalPeriodCount']",1759677943,إف كيه أرسنال,,,,,,एफके आर्सेनल,এফকে আর্সেনাল,,,,,
uzcsBzc,1.0,False,True,True,True,False,14147350,fk-decic-tuzi-fk-jedinstvo-bijelo-polje,1759680000,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,11,100,Ended,finished,FK Dečić Tuzi,fk-decic-tuzi,FK Dečić,M,Football,football,1,3068,TUZ,False,0,6226,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه ديتشيتش توزي,ФК Дечич Тузи,FK Jedinstvo Bijelo Polje,fk-jedinstvo-bijelo-polje,FK Jedinstvo,M,Football,football,1,872,JBP,False,0,6219,ME,MNE,Montenegro,montenegro,[],#ffffff,#3366cc,#3366cc,بيجيلو بولج إف كيه جيدينستفو,ФК Единство Биело Поле,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2700.0,900.0,2.0,1759684295.0,['cardsCode'],1759750451,إف كيه ديتشيتش,,,,False,,एफके देचिच,এফকে ডেসিচ,1.0,,,,
Tccszzc,2.0,False,True,True,True,False,14147347,fk-sutjeska-niksic-fk-buducnost-podgorica,1759689000,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,11,100,Ended,finished,FK Sutjeska Nikšić,fk-sutjeska-niksic,Sutjeska,M,Football,football,1,3511,SUN,False,0,6224,ME,MNE,Montenegro,montenegro,[],#094ca1,#ffffff,#ffffff,إف كيه سوتييسكا نيكسيتش,ФК Сутьеска Никшич,FK Budućnost Podgorica,fk-buducnost-podgorica,Budućnost,M,Football,football,1,6883,BUD,False,0,5143,ME,MNE,Montenegro,montenegro,[],#ffffff,#094ca1,#094ca1,إف كيه بودوجنوست بودغوريتسا,ФК Будучность Подгорица,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2700.0,900.0,2.0,1759695142.0,['time.currentPeriodStart'],1759698322,سوتييسكا,بودوجنوست,बुडुकनोस्ट,বুদুকনস্ট,,False,सुत्जेस्का,সুতজেস্কা,,,,,
uvosgjp,2.0,False,True,True,True,False,14833029,fk-arsenal-tivat-fk-mornar-bar,1759929300,False,True,False,Montenegrin First League,1-cfl,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,Montenegrin First League,meridianbet-1-cfl,#e5007d,#959595,Montenegro,montenegro,Football,football,1,386,ME,MNE,Montenegro,montenegro,montenegro,ME,الجبل الأسود,1515,False,154,False,False,الدوري الأول الجبل الأسود,0,False,False,4689,الدوري الجبل الأسود الممتاز,1. CFL 25/26,25/26,False,3,78078,11,100,Ended,finished,FK Arsenal Tivat,fk-arsenal-tivat,FK Arsenal,M,Football,football,1,1867,ATI,False,0,37956,ME,MNE,Montenegro,montenegro,[],#0000ff,#ffffff,#ffffff,إف كيه أرسنال تيفات,ФК Арсенал Тиват,FK Mornar Bar,fk-mornar-bar,FK Mornar,M,Football,football,1,2470,MBA,False,0,36019,ME,MNE,Montenegro,montenegro,[],#3366cc,#ffffff,#ffffff,يسدّ إف كيه مورنار,ФК Морнар Бар,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2700.0,900.0,2.0,1759932780.0,"['status.code', 'status.description', 'status.type', 'awayScore.period2', 'awayScore.normaltime']",1759936228,إف كيه أرسنال,,,,,,एफके आर्सेनल,এফকে আর্সেনাল,,,,,
