minute,value
1.0,10
2.0,91
3.0,60
4.0,40
5.0,-38
6.0,-7
7.0,-20
8.0,-12
9.0,-48
10.0,-27
11.0,-17
12.0,-6
13.0,-8
14.0,-12
15.0,10
16.0,8
17.0,9
18.0,1
19.0,26
20.0,35
21.0,26
22.0,16
23.0,10
24.0,-95
25.0,-56
26.0,-44
27.0,-21
28.0,-18
29.0,-9
30.0,-10
31.0,-5
32.0,51
33.0,30
34.0,19
35.0,18
36.0,12
37.0,9
38.0,11
39.0,8
40.0,-5
41.0,-5
42.0,-8
43.0,-5
44.0,-3
45.0,31
45.5,0
46.0,16
47.0,16
48.0,5
49.0,4
50.0,9
51.0,45
52.0,28
53.0,28
54.0,-44
55.0,-21
56.0,-30
57.0,-47
58.0,-28
59.0,-13
60.0,-2
61.0,1
62.0,-25
63.0,21
64.0,5
65.0,3
66.0,-5
67.0,-20
68.0,-18
69.0,-11
70.0,-21
71.0,-7
72.0,51
73.0,35
74.0,16
75.0,12
76.0,87
77.0,54
78.0,27
79.0,17
80.0,6
81.0,-3
82.0,-2
83.0,-1
84.0,1
85.0,1
86.0,-30
87.0,-17
88.0,-10
89.0,-6
90.0,-9
90.5,90
