player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Strahinja Tešović', 'firstName': 'Strahinja Tesovic', 'slug': 'strahinja-tesovic', 'shortName': 'S. Tešović', 'position': 'M', 'jerseyNumber': '32', 'userCount': 67, 'gender': 'M', 'id': 1218114, 'fieldTranslations': {'nameTranslation': {'ar': 'ستراهيجنا تيشوفيتش'}, 'shortNameTranslation': {'ar': 'س. تيشوفيتش'}}}",True,goal,regular,regular,"{'x': 18, 'y': 63, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 51.9, 'z': 2.9}",0.1434,0.5769,6874970,90,5.0,5650,"{'start': {'x': 63, 'y': 18}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 97.1}}",1,650,250,shot,
"{'name': 'Nemanja Carević', 'firstName': 'Nemanja Carevic', 'lastName': '', 'slug': 'nemanja-carevic', 'shortName': 'N. Carević', 'position': 'M', 'jerseyNumber': '21', 'userCount': 8, 'gender': 'M', 'id': 1381384, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا كاريتش'}, 'shortNameTranslation': {'ar': 'ن. كاريتش'}}}",True,block,,regular,"{'x': 23, 'y': 57, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01414,,6874969,90,4.0,5583,"{'start': {'x': 57, 'y': 23}, 'block': {'x': 57, 'y': 23}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,717,183,shot,"{'x': 23, 'y': 57, 'z': 0}"
"{'name': 'Stefan Mijović', 'firstName': 'Stefan', 'lastName': 'Mijović', 'slug': 'stefan-mijovic', 'shortName': 'S. Mijović', 'position': 'F', 'userCount': 2, 'gender': 'M', 'id': 1096990, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان مييوفيتش'}, 'shortNameTranslation': {'ar': 'س. مييوفيتش'}}}",False,miss,,regular,"{'x': 4, 'y': 62, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.9, 'z': 41.8}",0.1346,,6874968,86,,5115,"{'start': {'x': 62, 'y': 4}, 'end': {'x': 57.1, 'y': 0}, 'goal': {'x': 57.1, 'y': 58.2}}",5,285,2415,shot,
"{'name': 'Vladan Kordić', 'firstName': '', 'lastName': '', 'slug': 'vladan-kordic', 'shortName': 'V. Kordić', 'position': 'F', 'jerseyNumber': '98', 'userCount': 8, 'gender': 'M', 'id': 959868, 'fieldTranslations': {'nameTranslation': {'ar': 'فلادان كوردتش'}, 'shortNameTranslation': {'ar': 'ف. كوردتش'}}}",True,goal,regular,throw-in-set-piece,"{'x': 7, 'y': 46, 'z': 0}",head,low-centre,"{'x': 0, 'y': 48.4, 'z': 10.5}",0.1871,0.1716,6874967,76,,4503,"{'start': {'x': 46, 'y': 7}, 'end': {'x': 51.6, 'y': 0}, 'goal': {'x': 51.6, 'y': 89.5}}",15,897,1803,shot,
"{'name': 'Žarko Popović', 'firstName': '', 'lastName': '', 'slug': 'zarko-popovic', 'shortName': 'Ž. Popović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 6, 'gender': 'M', 'id': 1030468, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش'}}}",True,block,,corner,"{'x': 19, 'y': 68, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.005421,,6874966,72,,4315,"{'start': {'x': 68, 'y': 19}, 'block': {'x': 68, 'y': 19}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",19,1085,1615,shot,"{'x': 19, 'y': 68, 'z': 0}"
"{'name': 'Žarko Popović', 'firstName': '', 'lastName': '', 'slug': 'zarko-popovic', 'shortName': 'Ž. Popović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 6, 'gender': 'M', 'id': 1030468, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش'}}}",True,miss,,regular,"{'x': 28, 'y': 35, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 44, 'z': 43.8}",0.03755,,6874965,63,,3766,"{'start': {'x': 35, 'y': 28}, 'end': {'x': 56, 'y': 0}, 'goal': {'x': 56, 'y': 56.2}}",28,1634,1066,shot,
"{'name': 'Vuko Vicković', 'firstName': '', 'lastName': '', 'slug': 'vuko-vickovic', 'shortName': 'V. Vicković', 'position': 'D', 'jerseyNumber': '18', 'userCount': 7, 'gender': 'M', 'id': 1391910, 'fieldTranslations': {'nameTranslation': {'ar': 'فوكو فيكوفيتش'}, 'shortNameTranslation': {'ar': 'ف. فيكوفيتش'}}}",False,miss,,set-piece,"{'x': 36, 'y': 89, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.8, 'z': 45.9}",0.00619,,6874964,57,,3407,"{'start': {'x': 89, 'y': 36}, 'end': {'x': 58.2, 'y': 0}, 'goal': {'x': 58.2, 'y': 54.1}}",34,1993,707,shot,
"{'name': 'Zvonko Ceklić', 'slug': 'zvonko-ceklic', 'shortName': 'Z. Ceklić', 'position': 'D', 'jerseyNumber': '6', 'userCount': 2, 'gender': 'M', 'id': 880655, 'fieldTranslations': {'nameTranslation': {'ar': 'زفونكو سيكليتش', 'bn': 'জোনকো সেক্লিচ', 'hi': 'ज़्वोन्को सेक्लिक'}, 'shortNameTranslation': {'ar': 'ز. سيكليتش', 'bn': 'জেড. সেক্লিচ', 'hi': 'ज़ेड. सेक्लिक'}}}",False,miss,,set-piece,"{'x': 3, 'y': 45, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 58.3, 'z': 43.3}",0.553,,6874963,54,,3235,"{'start': {'x': 45, 'y': 3}, 'end': {'x': 41.7, 'y': 0}, 'goal': {'x': 41.7, 'y': 56.7}}",37,2165,535,shot,
"{'name': 'Nikola Balević', 'slug': 'nikola-balevic', 'shortName': 'N. Balević', 'position': 'M', 'userCount': 4, 'gender': 'M', 'id': 1606688, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا باليفيتش'}, 'shortNameTranslation': {'ar': 'ن. باليفيتش'}}}",True,save,,regular,"{'x': 18, 'y': 45, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.1, 'z': 13.1}",0.04879,0.04632,6874962,51,,3037,"{'start': {'x': 45, 'y': 18}, 'end': {'x': 50.9, 'y': 0}, 'goal': {'x': 50.9, 'y': 86.9}}",40,2363,337,shot,
"{'name': 'Žarko Popović', 'firstName': '', 'lastName': '', 'slug': 'zarko-popovic', 'shortName': 'Ž. Popović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 6, 'gender': 'M', 'id': 1030468, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش'}}}",True,block,,regular,"{'x': 23, 'y': 31, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.06381,,6874961,45,,2661,"{'start': {'x': 31, 'y': 23}, 'block': {'x': 31, 'y': 23}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,39,2661,shot,"{'x': 23, 'y': 31, 'z': 0}"
