match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,interceptionWon,shotOffTarget,keyPass,bigChanceCreated,blockedScoringAttempt,hitWoodwork
14147385,home,24312,FK Jezero,1391888,Šaban Kolić,saban-kolic,G,1,False,25.0,15.0,11.0,1.0,0.0,14.0,17.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,90.0,28.0,6.8,9.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,60.0,9.090909090909092,,,0.0,,,,,,,
14147385,home,24312,FK Jezero,1000154,Abdel Osmanović,abdel-osmanovic,D,2,False,26.0,18.0,4.0,2.0,0.0,14.0,18.0,3.0,7.0,4.0,0.0,1.0,0.0,11.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,36.0,6.5,10.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,1,14,4,10,69.23076923076923,50.0,0.0,66.66666666666666,,1.0,1.0,,,,,
14147385,home,24312,FK Jezero,1035787,Nikola Jovićević,nikola-jovicevic,D,6,False,36.0,22.0,10.0,3.0,0.0,15.0,19.0,6.0,15.0,0.0,0.0,3.0,2.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,,,,,,,90.0,56.0,6.7,17.0,0.11,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",23,5,18,9,9,61.111111111111114,30.0,,,,1.0,2.0,1.0,,,,
14147385,home,24312,FK Jezero,1182552,Nemanja Jovičić,nemanja-jovicic,D,27,False,40.0,26.0,12.0,3.0,0.0,20.0,24.0,5.0,15.0,0.0,0.0,1.0,2.0,13.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,48.0,6.4,17.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,3,14,2,12,65.0,25.0,,,,,1.0,,,,,
14147385,home,24312,FK Jezero,812745,Ilija Tučević,ilija-tucevic,D,17,False,34.0,22.0,5.0,1.0,0.0,7.0,13.0,13.0,19.0,4.0,2.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,44.0,7.0,20.0,0.02,0.27,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,2,8,64.70588235294117,20.0,50.0,,,,1.0,,3.0,,,
14147385,home,24312,FK Jezero,797928,Aldin Adžović,aldin-adzovic,M,5,False,47.0,28.0,12.0,6.0,1.0,15.0,20.0,11.0,23.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,15.0,2.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,,,,,,,90.0,72.0,7.6,24.0,0.0,0.6,"{'original': 7.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,0,21,8,13,59.57446808510638,50.0,,50.0,,,3.0,1.0,2.0,1.0,,
14147385,home,464804,FK Jezero,1218103,Hiroki Harada,hiroki-harada,M,10,False,32.0,25.0,1.0,1.0,0.0,7.0,9.0,16.0,18.0,0.0,0.0,1.0,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,,,,,,74.0,42.0,7.0,7.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,3,17,5,12,78.125,100.0,,,,,3.0,,1.0,,,
14147385,home,24312,FK Jezero,128765,Milivoje Raičević,milivoje-raicevic,M,45,False,31.0,26.0,0.0,0.0,0.0,8.0,11.0,16.0,17.0,2.0,0.0,2.0,5.0,16.0,12.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,90.0,58.0,7.2,12.0,0.44,0.0,"{'original': 7.2, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",28,7,21,7,14,83.87096774193549,,0.0,33.33333333333333,,2.0,2.0,1.0,,,,
14147385,home,24312,FK Jezero,1149284,Nenad Krivokapić,nenad-krivokapic,F,11,False,16.0,12.0,0.0,0.0,0.0,4.0,6.0,7.0,9.0,0.0,0.0,3.0,0.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,84.0,26.0,6.6,8.0,0.04,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,1,9,75.0,,,,,1.0,1.0,,,,,
14147385,home,24312,FK Jezero,905970,Đorđe Maksimović,djordje-maksimovic,F,44,False,17.0,13.0,0.0,0.0,0.0,3.0,4.0,9.0,12.0,1.0,0.0,3.0,3.0,11.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,79.0,27.0,7.3,12.0,0.65,0.0,"{'original': 7.3, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,6,11,3,8,76.47058823529412,,0.0,,,3.0,1.0,,,,,
14147385,home,24312,FK Jezero,1408188,Petar Bogdanović,petar-bogdanovic,F,7,False,20.0,14.0,3.0,1.0,0.0,4.0,6.0,10.0,14.0,1.0,1.0,0.0,0.0,10.0,3.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,74.0,35.0,6.7,8.0,0.0,0.06,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,0,13,3,10,70.0,33.33333333333333,100.0,75.0,,,,,1.0,,1.0,
14147385,home,24312,FK Jezero,1063202,Mario Gjolaj,mario-gjolaj,F,14,True,7.0,5.0,1.0,0.0,0.0,,,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,16.0,12.0,6.6,5.0,0.13,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,71.42857142857143,0.0,,,,,,,,,1.0,
14147385,home,24312,FK Jezero,357692,Balša Boričić,balsa-boricic,M,80,True,11.0,10.0,1.0,1.0,0.0,2.0,2.0,7.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16.0,13.0,6.5,3.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,0,3,90.9090909090909,100.0,,,,,1.0,,,,,
14147385,home,24312,FK Jezero,196634,Ognjen Rolović,ognjen-rolovic,F,19,True,4.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,11.0,5.0,7.4,2.0,0.76,0.07,"{'original': 7.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,50.0,0.0,100.0,,,,,,1.0,,,
