player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType
"{'name': 'Aleksej Vukičević', 'firstName': 'Aleksej Vukicevic', 'slug': 'aleksej-vukicevic', 'shortName': 'A. Vukičević', 'position': 'D', 'jerseyNumber': '45', 'userCount': 108, 'gender': 'M', 'id': 1146082, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكسي فيوكيتشيفيتش'}, 'shortNameTranslation': {'ar': 'أ. فيوكيتشيفيتش'}}}",False,miss,throw-in-set-piece,"{'x': 7.3, 'y': 51.9, 'z': 0}",head,left,"{'x': 0, 'y': 70.8, 'z': 2.8}","{'x': 0.7, 'y': 36.8, 'z': 0}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6624178,90,4.0,5624,"{'start': {'x': 51.9, 'y': 7.3}, 'block': {'x': 36.8, 'y': 0.7}, 'end': {'x': 29.2, 'y': 0}, 'goal': {'x': 29.2, 'y': 97.2}}",1,676,224,shot
"{'name': 'Marko Gobeljić', 'firstName': '', 'lastName': '', 'slug': 'marko-gobeljic', 'shortName': 'M. Gobeljić', 'position': 'D', 'jerseyNumber': '77', 'userCount': 115, 'gender': 'M', 'id': 191640, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو جوبيليتش', 'bn': 'মার্কো গোবেলজিচ', 'hi': 'मार्को गोबेलजिक'}, 'shortNameTranslation': {'ar': 'م. جوبيليتش', 'bn': 'এম. গোবেলজিচ', 'hi': 'एम. गोबेलजिक'}}}",False,miss,regular,"{'x': 9.5, 'y': 70.9, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 42.5, 'z': 70.8}",,"{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6624137,90,,5355,"{'start': {'x': 70.9, 'y': 9.5}, 'end': {'x': 57.5, 'y': 0}, 'goal': {'x': 57.5, 'y': 29.2}}",1,45,2655,shot
"{'name': 'Ethan Hoard', 'firstName': 'Ethan Hoard', 'slug': 'ethan-hoard', 'shortName': 'E. Hoard', 'position': 'F', 'jerseyNumber': '9', 'userCount': 86, 'gender': 'M', 'id': 1818867, 'fieldTranslations': {'nameTranslation': {'ar': 'إيثان هورد'}, 'shortNameTranslation': {'ar': 'إ. هورد'}}}",False,miss,assisted,"{'x': 20.4, 'y': 39.1, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 57, 'z': 79.2}",,"{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6624113,86,,5133,"{'start': {'x': 39.1, 'y': 20.4}, 'end': {'x': 43, 'y': 0}, 'goal': {'x': 43, 'y': 20.8}}",5,267,2433,shot
"{'name': 'Saša Marković', 'firstName': '', 'lastName': '', 'slug': 'sasa-markovic', 'shortName': 'S. Marković', 'position': 'M', 'jerseyNumber': '10', 'userCount': 36, 'gender': 'M', 'id': 94538, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ماركوفيتش', 'bn': 'সাসা মার্কোভিচ', 'hi': 'सासा मार्कोविच'}, 'shortNameTranslation': {'ar': 'س. ماركوفيتش', 'bn': 'এস. মার্কোভিচ', 'hi': 'एस. मार्कोविच'}}}",False,miss,assisted,"{'x': 8, 'y': 33.8, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 39.2, 'z': 61.1}",,"{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6624067,79,,4734,"{'start': {'x': 33.8, 'y': 8}, 'end': {'x': 60.8, 'y': 0}, 'goal': {'x': 60.8, 'y': 38.9}}",12,666,2034,shot
"{'name': 'Uroš Kabić', 'firstName': '', 'lastName': '', 'slug': 'uros-kabic', 'shortName': 'U. Kabić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 254, 'gender': 'M', 'id': 1087489, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروس كابيتش', 'bn': 'উরোস কাবিচ', 'hi': 'उरोस काबिक'}, 'shortNameTranslation': {'ar': 'أ. كابيتش', 'bn': 'ইউ. কাবিচ', 'hi': 'यू. काबिक'}}}",False,block,assisted,"{'x': 16.1, 'y': 73.8, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54.5, 'z': 15.3}","{'x': 14.6, 'y': 71.1, 'z': 0}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6623980,78,,4645,"{'start': {'x': 73.8, 'y': 16.1}, 'block': {'x': 71.1, 'y': 14.6}, 'end': {'x': 45.5, 'y': 0}, 'goal': {'x': 45.5, 'y': 84.7}}",13,755,1945,shot
"{'name': 'Uroš Ljubomirac', 'firstName': '', 'lastName': '', 'slug': 'uros-ljubomirac', 'shortName': 'U. Ljubomirac', 'position': 'M', 'jerseyNumber': '77', 'userCount': 7, 'gender': 'M', 'id': 892174, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروس ليوبوميراك', 'bn': 'উরোস লুবোমিরাক', 'hi': 'उरोस लुबोमिराक'}, 'shortNameTranslation': {'ar': 'أ. ليوبوميراك', 'bn': 'ইউ. জুবোমিরাক', 'hi': 'यू. लुजोमिराक'}}}",True,miss,fast-break,"{'x': 9.7, 'y': 53.4, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 43.2, 'z': 6.9}",,"{'name': 'Balša Popović', 'firstName': 'Balsa Popovic', 'lastName': '', 'slug': 'balsa-popovic', 'shortName': 'B. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 174, 'gender': 'M', 'id': 1126067, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوبوفيتش'}}}",6623979,77,,4592,"{'start': {'x': 53.4, 'y': 9.7}, 'end': {'x': 56.8, 'y': 0}, 'goal': {'x': 56.8, 'y': 93.1}}",14,808,1892,shot
"{'name': 'Aleksa Cvetković', 'firstName': 'Aleksa Cvetkovic', 'lastName': '', 'slug': 'aleksa-cvetkovic', 'shortName': 'A. Cvetković', 'position': 'M', 'jerseyNumber': '8', 'userCount': 113, 'gender': 'M', 'id': 1406091, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكس كفيتكوفيتش'}, 'shortNameTranslation': {'ar': 'أ. كفيتكوفيتش'}}}",False,miss,corner,"{'x': 4.5, 'y': 53, 'z': 0}",head,right,"{'x': 0, 'y': 39.7, 'z': 23.6}",,"{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6623965,74,,4436,"{'start': {'x': 53, 'y': 4.5}, 'end': {'x': 60.3, 'y': 0}, 'goal': {'x': 60.3, 'y': 76.4}}",17,964,1736,shot
"{'name': 'Jovan Šljivić', 'slug': 'jovan-sljivic', 'shortName': 'J. Šljivić', 'position': 'M', 'jerseyNumber': '20', 'userCount': 666, 'gender': 'M', 'id': 1153956, 'fieldTranslations': {'nameTranslation': {'ar': 'بيليتيتش إ / ميلوفانوف ت'}, 'shortNameTranslation': {'ar': 'ب. ت'}}}",False,block,corner,"{'x': 18.8, 'y': 38.9, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54.5, 'z': 19}","{'x': 7.2, 'y': 43, 'z': 0}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6623964,74,,4434,"{'start': {'x': 38.9, 'y': 18.8}, 'block': {'x': 43, 'y': 7.2}, 'end': {'x': 45.5, 'y': 0}, 'goal': {'x': 45.5, 'y': 81}}",17,966,1734,shot
"{'name': 'Miljan Momčilović', 'slug': 'miljan-momcilovic', 'shortName': 'M. Momčilović', 'position': 'M', 'jerseyNumber': '14', 'userCount': 46, 'gender': 'M', 'id': 1000367, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلجان مومتشيلوفيتش'}, 'shortNameTranslation': {'ar': 'م. مومتشيلوفيتش'}}}",False,post,corner,"{'x': 8, 'y': 48.1, 'z': 0}",head,high,"{'x': 0, 'y': 53, 'z': 39.2}",,"{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6624070,74,,4412,"{'start': {'x': 48.1, 'y': 8}, 'end': {'x': 47, 'y': 0}, 'goal': {'x': 47, 'y': 60.8}}",17,988,1712,shot
"{'name': 'Ethan Hoard', 'firstName': 'Ethan Hoard', 'slug': 'ethan-hoard', 'shortName': 'E. Hoard', 'position': 'F', 'jerseyNumber': '9', 'userCount': 86, 'gender': 'M', 'id': 1818867, 'fieldTranslations': {'nameTranslation': {'ar': 'إيثان هورد'}, 'shortNameTranslation': {'ar': 'إ. هورد'}}}",False,block,assisted,"{'x': 9.2, 'y': 32.3, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54, 'z': 19}","{'x': 7.9, 'y': 34.3, 'z': 0}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6623959,73,,4373,"{'start': {'x': 32.3, 'y': 9.2}, 'block': {'x': 34.3, 'y': 7.9}, 'end': {'x': 46, 'y': 0}, 'goal': {'x': 46, 'y': 81}}",18,1027,1673,shot
