minute,value
1.0,10
2.0,18
3.0,-15
4.0,-7
5.0,-2
6.0,-31
7.0,-18
8.0,-38
9.0,-22
10.0,34
11.0,16
12.0,56
13.0,30
14.0,2
15.0,-33
16.0,-80
17.0,-52
18.0,-49
19.0,-20
20.0,-18
21.0,-23
22.0,-8
23.0,-6
24.0,34
25.0,22
26.0,13
27.0,-17
28.0,-9
29.0,-32
30.0,-9
31.0,7
32.0,2
33.0,23
34.0,13
35.0,16
36.0,30
37.0,6
38.0,-3
39.0,-3
40.0,-28
41.0,-36
42.0,-20
43.0,-14
44.0,-8
45.0,-25
45.5,0
46.0,5
47.0,16
48.0,9
49.0,10
50.0,9
51.0,23
52.0,21
53.0,30
54.0,51
55.0,32
56.0,15
57.0,11
58.0,56
59.0,69
60.0,25
61.0,9
62.0,2
63.0,-7
64.0,-40
65.0,-48
66.0,-27
67.0,-30
68.0,-12
69.0,8
70.0,7
71.0,5
72.0,-7
73.0,-15
74.0,21
75.0,-33
76.0,-57
77.0,-26
78.0,-13
79.0,-10
80.0,-60
81.0,-34
82.0,-32
83.0,-21
84.0,-39
85.0,-21
86.0,-70
87.0,82
88.0,9
89.0,17
90.0,49
90.5,44
