match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,duelLost,challengeLost,ballRecovery,savedShotsFromInsideTheBox,penaltySave,penaltyFaced,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,aerialLost,aerialWon,duelWon,bigChanceMissed,shotOffTarget,totalClearance,interceptionWon,totalTackle,unsuccessfulTouch,fouls,outfielderBlock,wonTackle,keyPass,accurateCross,totalContest,bigChanceCreated,clearanceOffLine,wonContest,wasFouled,penaltyConceded,dispossessed,onTargetScoringAttempt,goals,totalOffside,errorLeadToAShot,blockedScoringAttempt,goodHighClaim,punches,penaltyMiss
14015390,home,7771,FK Mladost Lučani,892174,Uroš Ljubomirac,uros-ljubomirac,M,77,True,23.0,21.0,1.0,,0.0,3.0,3.0,18.0,20.0,4.0,,6.0,,,,,,,45.0,35.0,6.7,8.0,"{'original': 6.7, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,1,3,91.30434782608695,,,,,1.0,1.0,,1.0,,,1.0,,,3.0,1.0,,,1.0,,,,,,1.0,,2.0,,,,,,,,
14015390,home,7771,FK Mladost Lučani,1030454,Filip Žunić,filip-zunic,D,18,True,16.0,15.0,1.0,1.0,0.0,6.0,7.0,9.0,9.0,4.0,1.0,1.0,,,,,,,31.0,28.0,6.9,5.0,"{'original': 6.9, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,5,3,93.75,100.0,,,,2.0,1.0,1.0,6.0,,,1.0,,3.0,1.0,2.0,,3.0,,,,,,,2.0,,,,,,,,,,
14015390,home,7771,FK Mladost Lučani,173957,Irfan Hadžić,irfan-hadzic,F,9,True,6.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,1.0,,1.0,,,,,,,11.0,10.0,6.7,2.0,"{'original': 6.7, 'alternative': None}",1,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,1,0,66.66666666666666,100.0,,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,
14015390,home,7771,FK Mladost Lučani,1595643,Jovan Ćirić,jovan-ciric,M,25,True,,,,,0.0,,,,0.0,1.0,,,,,,,,,13.0,8.0,7.0,4.0,"{'original': 7, 'alternative': None}",1,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,3,1,,,,100.0,,3.0,,,3.0,,1.0,,,,1.0,1.0,,,,,2.0,,,2.0,1.0,,,,,,,,,,
14015390,home,25733,FK Mladost Lučani,1595520,Đorđe Marinković,djordje-marinkovic,M,15,True,,,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015390,home,324865,FK Mladost Lučani,2162392,David Đokić,david-dokic,F,36,True,,,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015390,home,7771,FK Mladost Lučani,111313,Milan Joksimović,milan-joksimovic,D,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015390,home,7771,FK Mladost Lučani,1166128,Bogdan Matijasevic,bogdan-matijasevic,G,23,True,,,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015390,home,312342,FK Mladost Lučani,1166098,Nikola Obućina,nikola-obucina,D,24,True,,,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015390,home,7771,FK Mladost Lučani,795855,Aleksandar Varjačić,aleksandar-varjacic,M,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015390,home,378020,FK Mladost Lučani,1166091,Sava Pribaković,sava-pribakovic,D,32,True,,,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015390,away,241802,FK IMT Beograd,32668,Alexandre Oukidja,alexandre-oukidja,G,90,False,18.0,13.0,10.0,5.0,0.0,12.0,12.0,1.0,6.0,,,4.0,1.0,,,2.0,2.0,2.0,90.0,30.0,7.1,5.0,"{'original': 7.1, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,72.22222222222221,50.0,,,100.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,4.0,
14015390,away,308176,FK IMT Beograd,1627088,Stefan Bastaja,stefan-bastaja,D,16,False,44.0,36.0,8.0,2.0,0.0,15.0,17.0,21.0,27.0,7.0,2.0,1.0,,,,,,,90.0,71.0,6.9,11.0,"{'original': 6.9, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,4,7,81.81818181818183,25.0,50.0,,,2.0,,2.0,6.0,,,6.0,1.0,2.0,,4.0,,2.0,,1.0,,,,,2.0,,1.0,,,,,,,,
14015390,away,313716,FK IMT Beograd,595042,Antoine Batisse,antoine-batisse,D,4,False,72.0,64.0,15.0,9.0,0.0,38.0,39.0,26.0,33.0,2.0,,6.0,,,,,,,90.0,78.0,6.9,8.0,"{'original': 6.9, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,2,1,88.88888888888889,60.0,,100.0,,,1.0,2.0,4.0,,,2.0,1.0,,,1.0,,,,,2.0,,,2.0,,,,,,,,,,,
14015390,away,308176,FK IMT Beograd,1894508,Siniša Popović,sinisa-popovic,D,15,False,50.0,45.0,6.0,4.0,0.0,29.0,33.0,16.0,17.0,2.0,,1.0,,,,,,,88.0,58.0,6.8,5.0,"{'original': 6.8, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,2,1,90.0,66.66666666666666,,,,,1.0,3.0,5.0,,,4.0,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
14015390,away,308176,FK IMT Beograd,1111990,Nikola Glišić,nikola-glisic,D,7,False,55.0,40.0,12.0,4.0,0.0,20.0,28.0,20.0,27.0,3.0,,4.0,,,,,,,90.0,86.0,7.3,25.0,"{'original': 7.3, 'alternative': None}",1,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,3,7,5,2,72.72727272727273,33.33333333333333,,100.0,,6.0,1.0,2.0,7.0,1.0,,2.0,2.0,2.0,3.0,1.0,,1.0,1.0,,2.0,,,2.0,1.0,,1.0,1.0,,,,,,,
14015390,away,308176,FK IMT Beograd,314246,Luka Luković,luka-lukovic,M,8,False,36.0,26.0,6.0,2.0,0.0,6.0,7.0,20.0,29.0,10.0,,4.0,,,,,,,70.0,45.0,6.2,13.0,"{'original': 6.2, 'alternative': None}",2,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,5,8,1,7,72.22222222222221,33.33333333333333,100.0,,,1.0,3.0,2.0,3.0,,,,,,2.0,6.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,2.0,,,
14015390,away,308176,FK IMT Beograd,1957265,Vasilije Novičić,vasilije-novicic,M,22,False,39.0,32.0,5.0,4.0,0.0,10.0,11.0,22.0,28.0,7.0,2.0,6.0,,,,,,,90.0,65.0,7.2,13.0,"{'original': 7.2, 'alternative': None}",1,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,5,5,82.05128205128204,80.0,16.666666666666664,100.0,,6.0,2.0,1.0,6.0,,,1.0,2.0,3.0,1.0,3.0,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,
14015390,away,308176,FK IMT Beograd,1481264,Nikola Krstić,nikola-krstic,M,25,False,34.0,24.0,1.0,,0.0,7.0,10.0,17.0,24.0,5.0,2.0,4.0,,,,,,,90.0,52.0,6.9,18.0,"{'original': 6.9, 'alternative': None}",2,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,3,8,4,4,70.58823529411765,,,100.0,,5.0,1.0,2.0,6.0,,,,1.0,2.0,3.0,2.0,,,2.0,,1.0,,,1.0,1.0,,,,,,,2.0,,,
14015390,away,241802,FK IMT Beograd,885781,Tomislav Todorović,tomislav-todorovic,M,6,False,14.0,13.0,2.0,2.0,0.0,5.0,5.0,8.0,9.0,3.0,,2.0,,,,,,,60.0,21.0,6.8,2.0,"{'original': 6.8, 'alternative': None}",2,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,2,0,92.85714285714286,100.0,50.0,,,2.0,3.0,,2.0,,2.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,
14015390,away,308176,FK IMT Beograd,2059299,Dušan Zagar,dusan-zagar,M,10,False,16.0,13.0,2.0,1.0,0.0,5.0,5.0,8.0,11.0,3.0,,,,,,,,,61.0,29.0,6.6,9.0,"{'original': 6.6, 'alternative': None}",2,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,2,2,81.25,50.0,,,,4.0,1.0,1.0,3.0,,,,,,,,,,1.0,,2.0,,,,2.0,,,1.0,,,,1.0,,,
14015390,away,308176,FK IMT Beograd,1516067,Miloš Jović,milos-jovic,F,9,False,15.0,10.0,,,0.0,4.0,4.0,6.0,11.0,4.0,,2.0,,,,,,,61.0,24.0,7.1,7.0,"{'original': 7.1, 'alternative': None}",3,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,3,1,0,1,66.66666666666666,,,,,,3.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,2.0,1.0,,,,,,1.0
14015390,away,229348,FK IMT Beograd,1516066,Irfan Zulfić,irfan-zulfic,M,80,True,13.0,10.0,1.0,,0.0,6.0,6.0,4.0,7.0,2.0,,1.0,,,,,,,30.0,18.0,6.9,4.0,"{'original': 6.9, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,1,0,76.92307692307693,,,100.0,,1.0,2.0,,1.0,,,2.0,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,
14015390,away,241802,FK IMT Beograd,55005,Vladan Milosavljev,vladan-milosavljev,F,40,True,8.0,5.0,1.0,1.0,0.0,2.0,3.0,3.0,5.0,3.0,1.0,4.0,,,,,,,29.0,18.0,6.8,9.0,"{'original': 6.8, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,1,3,62.5,100.0,,,,2.0,,,1.0,,,1.0,,1.0,3.0,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,
14015390,away,1671,FK IMT Beograd,988937,Ugo Bonnet,ugo-bonnet,F,11,True,5.0,4.0,,,0.0,,,4.0,5.0,4.0,,1.0,,,,,,,29.0,10.0,6.3,4.0,"{'original': 6.3, 'alternative': None}",1,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,1,2,80.0,,,100.0,,,2.0,2.0,3.0,1.0,,,,,1.0,1.0,,,,,1.0,,,1.0,,,2.0,1.0,,,,,,,
14015390,away,241802,FK IMT Beograd,942359,Željko Arsić,arsic-zeljko,F,45,True,6.0,5.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,,2.0,,,,,,,20.0,13.0,6.8,3.0,"{'original': 6.8, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,3,2,83.33333333333334,100.0,,50.0,,,,,3.0,,,,,2.0,1.0,1.0,,1.0,,,2.0,,,1.0,,,,,,,,,,,
14015390,away,308176,FK IMT Beograd,886182,Marko Jevtić,marko-jevtic,M,14,True,3.0,,1.0,,0.0,,2.0,,1.0,1.0,,,,,,,,,13.0,4.0,6.6,3.0,"{'original': 6.6, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
14015390,away,264201,FK IMT Beograd,103157,Alen Stevanović,alen-stevanovic,F,21,True,,,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015390,away,308176,FK IMT Beograd,1142784,Marko Luković,marko-lukovic,D,24,True,,,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015390,away,229348,FK IMT Beograd,1393501,Lazar Konstantinov,lazar-konstantinov,D,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015390,away,308176,FK IMT Beograd,1837599,Luka Krstović,luka-krstovic,M,23,True,,,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015390,away,308176,FK IMT Beograd,904998,Moussa Sissako,sissako-moussa,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015390,away,6149,FK IMT Beograd,844178,Dušan Marković,dusan-markovic,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
