match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,duelLost,challengeLost,ballRecovery,savedShotsFromInsideTheBox,penaltySave,penaltyFaced,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,aerialLost,aerialWon,duelWon,bigChanceMissed,shotOffTarget,totalClearance,interceptionWon,totalTackle,unsuccessfulTouch,fouls,outfielderBlock,wonTackle,keyPass,accurateCross,totalContest,bigChanceCreated,clearanceOffLine,wonContest,wasFouled,penaltyConceded,dispossessed,onTargetScoringAttempt,goals,totalOffside,errorLeadToAShot,blockedScoringAttempt,goodHighClaim,punches,penaltyMiss
14015390,home,7771,FK Mladost Lučani,38583,Saša Stamenković,sasa-stamenkovic,G,1,False,29.0,20.0,13.0,5.0,0.0,16.0,19.0,4.0,10.0,1.0,1.0,9.0,2.0,1.0,1.0,3.0,1.0,1.0,90.0,38.0,7.4,9.0,"{'original': 7.4, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,68.96551724137932,38.46153846153847,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015390,home,7771,FK Mladost Lučani,193130,Nikola Andrić,nikola-andric,D,7,False,41.0,28.0,9.0,3.0,0.0,18.0,21.0,10.0,20.0,3.0,1.0,2.0,,,,,,,90.0,62.0,6.8,19.0,"{'original': 6.8, 'alternative': None}",1,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,1,2,68.29268292682927,33.33333333333333,,,,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14015390,home,7771,FK Mladost Lučani,814416,Nikola Ćirković,nikola-cirkovic,D,30,False,42.0,34.0,7.0,2.0,0.0,28.0,31.0,6.0,11.0,3.0,2.0,2.0,,,,,,,90.0,49.0,6.7,8.0,"{'original': 6.7, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,1,2,80.95238095238095,28.57142857142857,,,,,1.0,3.0,4.0,,,3.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14015390,home,7771,FK Mladost Lučani,69023,Dušan Cvetinović,dusan-cvetinovic,D,40,False,31.0,29.0,2.0,1.0,0.0,21.0,21.0,8.0,10.0,2.0,,2.0,,,,,,,90.0,45.0,7.2,2.0,"{'original': 7.2, 'alternative': None}",1,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,7,2,1,1,93.54838709677419,50.0,,,,,1.0,6.0,7.0,,1.0,8.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14015390,home,7771,FK Mladost Lučani,795938,Žarko Udovičić,zarko-udovicic,D,33,False,36.0,26.0,11.0,5.0,0.0,13.0,16.0,13.0,20.0,1.0,,4.0,,,,,,,90.0,64.0,7.5,17.0,"{'original': 7.5, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,72.22222222222221,45.45454545454545,50.0,,,4.0,,1.0,1.0,,,3.0,4.0,,2.0,,1.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
14015390,home,7771,FK Mladost Lučani,27863,Janko Tumbasević,janko-tumbasevic,M,8,False,46.0,36.0,5.0,2.0,0.0,18.0,23.0,18.0,23.0,3.0,2.0,4.0,,,,,,,90.0,61.0,7.0,14.0,"{'original': 7, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,2,3,78.26086956521739,40.0,,50.0,,1.0,,3.0,5.0,,,2.0,2.0,,2.0,,2.0,,,,2.0,,,1.0,1.0,,,,,,,,,,
14015390,home,7771,FK Mladost Lučani,1022062,Mihailo Oreščanin,mihailo-orescanin,M,37,False,27.0,21.0,4.0,2.0,0.0,14.0,16.0,7.0,11.0,4.0,1.0,3.0,,,,,,,59.0,38.0,6.6,7.0,"{'original': 6.6, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,1,2,77.77777777777779,50.0,,,,1.0,2.0,1.0,2.0,,,2.0,2.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,
14015390,home,7771,FK Mladost Lučani,126558,Petar Bojić,petar-bojic,M,10,False,19.0,14.0,,,0.0,10.0,12.0,4.0,7.0,3.0,,4.0,,,,,,,45.0,23.0,6.3,6.0,"{'original': 6.3, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,0,2,73.68421052631578,,,,,,1.0,,,,,,,,1.0,3.0,,,,,,,,,,1.0,,,,,,,,,
14015390,home,241802,FK Mladost Lučani,280827,Danilo Pantić,danilo-pantic,M,5,False,30.0,24.0,3.0,1.0,1.0,7.0,11.0,17.0,19.0,6.0,,4.0,,,,,,,79.0,51.0,7.6,15.0,"{'original': 7.6, 'alternative': None}",1,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,4,12,9,3,80.0,33.33333333333333,16.666666666666664,66.66666666666666,,6.0,3.0,1.0,10.0,,1.0,,,,,,,,3.0,1.0,3.0,2.0,,2.0,7.0,,2.0,,,,,,,,
14015390,home,7771,FK Mladost Lučani,1835422,Ognjen Bondžulić,ognjen-bondzulic,M,11,False,10.0,6.0,2.0,,0.0,1.0,1.0,5.0,9.0,8.0,1.0,3.0,,,,,,,88.0,34.0,7.6,14.0,"{'original': 7.6, 'alternative': None}",3,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,3,14,9,5,60.0,,,50.0,,2.0,3.0,,9.0,1.0,1.0,,1.0,3.0,5.0,2.0,,2.0,,,4.0,,,2.0,4.0,,1.0,2.0,1.0,1.0,,,,,
14015390,home,7674,FK Mladost Lučani,1166063,Uroš Sremčević,uros-sremcevic,F,19,False,12.0,7.0,1.0,1.0,0.0,3.0,6.0,4.0,6.0,7.0,,1.0,,,,,,,90.0,36.0,6.8,14.0,"{'original': 6.8, 'alternative': None}",4,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,5,7,3,4,58.333333333333336,100.0,,,,,3.0,2.0,5.0,1.0,3.0,3.0,,1.0,5.0,,,1.0,1.0,,1.0,,,,2.0,,3.0,1.0,,1.0,1.0,,,,
