minute,value
1.0,-3
2.0,-20
3.0,23
4.0,-8
5.0,-8
6.0,-4
7.0,-13
8.0,-3
9.0,6
10.0,-8
11.0,-8
12.0,-32
13.0,-27
14.0,-61
15.0,-23
16.0,-4
17.0,-33
18.0,-18
19.0,-3
20.0,13
21.0,-9
22.0,-24
23.0,-11
24.0,-16
25.0,-19
26.0,-14
27.0,-15
28.0,-17
29.0,-41
30.0,-38
31.0,24
32.0,2
33.0,-27
34.0,-11
35.0,40
36.0,18
37.0,-20
38.0,-6
39.0,-23
40.0,-30
41.0,-18
42.0,-26
43.0,-58
44.0,-84
45.0,-61
45.5,29
46.0,3
47.0,24
48.0,17
49.0,1
50.0,47
51.0,33
52.0,33
53.0,23
54.0,59
55.0,26
56.0,8
57.0,-11
58.0,23
59.0,-8
60.0,-21
61.0,-11
62.0,-13
63.0,-8
64.0,22
65.0,-65
66.0,-55
67.0,-21
68.0,-10
69.0,-2
70.0,14
71.0,5
72.0,21
73.0,34
74.0,23
75.0,21
76.0,23
77.0,9
78.0,7
79.0,29
80.0,18
81.0,10
82.0,19
83.0,18
84.0,-61
85.0,-41
86.0,-26
87.0,-13
88.0,-9
89.0,20
90.0,17
90.5,17
