player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,addedTime
"{'name': 'Nemanja Miletić', 'slug': 'nemanja-miletic', 'shortName': 'N. Miletić', 'position': 'D', 'jerseyNumber': '3', 'userCount': 54, 'gender': 'M', 'id': 799179, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا ميلتيتش'}, 'shortNameTranslation': {'ar': 'ن. ميلتيتش'}}}",True,miss,,regular,"{'x': 13.8, 'y': 30.3, 'z': 0}",left-foot,right,"{'x': 0, 'y': 30.9, 'z': 9.7}",5533392,62,3673,"{'start': {'x': 30.3, 'y': 13.8}, 'block': {'x': 47.3, 'y': 8.6}, 'end': {'x': 69.1, 'y': 0}, 'goal': {'x': 69.1, 'y': 90.3}}",29,1727,973,shot,"{'x': 8.6, 'y': 47.3, 'z': 0}",
"{'name': 'Nemanja Radonjić', 'firstName': '', 'lastName': '', 'slug': 'nemanja-radonjic', 'shortName': 'N. Radonjić', 'position': 'M', 'jerseyNumber': '49', 'userCount': 4708, 'gender': 'M', 'sofascoreId': 'n.radonjic7', 'id': 802665, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا رادونجيتش', 'bn': 'নেমাঞ্জা রাডনজিক', 'hi': 'नेमांजा राडोनजीक'}, 'shortNameTranslation': {'ar': 'ن. رادونجيتش', 'bn': 'এন. রাডনজিক', 'hi': 'एन. राडोनजीक'}}}",False,save,,assisted,"{'x': 4.6, 'y': 29.5, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.5, 'z': 5.1}",5533364,59,3527,"{'start': {'x': 29.5, 'y': 4.6}, 'block': {'x': 44.4, 'y': 0.90000000000001}, 'end': {'x': 45.5, 'y': 0}, 'goal': {'x': 45.5, 'y': 94.9}}",32,1873,827,shot,"{'x': 0.90000000000001, 'y': 44.4, 'z': 0}",
"{'name': 'Stefan Leković', 'firstName': 'Stefan Lekovic', 'slug': 'stefan-lekovic', 'shortName': 'S. Leković', 'position': 'D', 'jerseyNumber': '4', 'userCount': 892, 'gender': 'M', 'id': 1146225, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ليكوفيتش', 'bn': 'স্টেফান লেকোভিচ', 'hi': 'स्टीफ़न लेकोविच'}, 'shortNameTranslation': {'ar': 'س. ليكوفيتش', 'bn': 'এস. লেকোভিচ', 'hi': 'एस. लेकोविच'}}}",False,miss,,regular,"{'x': 29.3, 'y': 35.6, 'z': 0}",right-foot,high,"{'x': 0, 'y': 46.2, 'z': 80.6}",5533289,57,3411,"{'start': {'x': 35.6, 'y': 29.3}, 'end': {'x': 53.8, 'y': 0}, 'goal': {'x': 53.8, 'y': 19.4}}",34,1989,711,shot,,
"{'name': 'Aleksandar Katai', 'firstName': '', 'lastName': '', 'slug': 'aleksandar-katai', 'shortName': 'A. Katai', 'position': 'M', 'jerseyNumber': '10', 'userCount': 2418, 'gender': 'M', 'id': 110701, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر كاتاي', 'bn': 'আলেকসান্ডার কাটাই', 'hi': 'एलेक्ज़ेंडर कटई'}, 'shortNameTranslation': {'ar': 'أ. كاتاي', 'bn': 'এ. কাটাই', 'hi': 'ए. कटई'}}}",False,goal,regular,corner,"{'x': 6.7, 'y': 53, 'z': 0}",head,low-left,"{'x': 0, 'y': 52.5, 'z': 14.6}",5533251,52,3082,"{'start': {'x': 53, 'y': 6.7}, 'end': {'x': 47.5, 'y': 0}, 'goal': {'x': 47.5, 'y': 85.4}}",39,2318,382,shot,,
"{'name': 'Matija Malekinušić', 'firstName': '', 'lastName': '', 'slug': 'matija-malekinusic', 'shortName': 'M. Malekinušić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 112, 'gender': 'M', 'id': 1003429, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا مالاكينوشيتش', 'bn': 'মাতিজা মালেকিনুসিচ', 'hi': 'मतिजा मालेकिनुसिक'}, 'shortNameTranslation': {'ar': 'م. مالاكينوشيتش', 'bn': 'এম. মালেকিনুশিচ', 'hi': 'एम. मालेकिनुसिक'}}}",True,block,,assisted,"{'x': 14.2, 'y': 56, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.7, 'z': 19}",5533216,47,2803,"{'start': {'x': 56, 'y': 14.2}, 'block': {'x': 54, 'y': 10.5}, 'end': {'x': 48.3, 'y': 0}, 'goal': {'x': 48.3, 'y': 81}}",44,2597,103,shot,"{'x': 10.5, 'y': 54, 'z': 0}",
"{'name': 'Ivan Davidović', 'firstName': 'Ivan Davidovic', 'slug': 'ivan-davidovic', 'shortName': 'I. Davidović', 'position': 'M', 'jerseyNumber': '24', 'userCount': 55, 'gender': 'M', 'id': 1147753, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان دافيدوفيتش'}, 'shortNameTranslation': {'ar': 'إ. دافيدوفيتش'}}}",True,miss,,assisted,"{'x': 9.4, 'y': 69.7, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57.8, 'z': 8.3}",5533651,46,2734,"{'start': {'x': 69.7, 'y': 9.4}, 'block': {'x': 65.2, 'y': 7.9}, 'end': {'x': 42.2, 'y': 0}, 'goal': {'x': 42.2, 'y': 91.7}}",45,2666,34,shot,"{'x': 7.9, 'y': 65.2, 'z': 0}",
"{'name': 'Milson', 'slug': 'milson', 'shortName': 'Milson', 'position': 'M', 'jerseyNumber': '77', 'userCount': 4342, 'gender': 'M', 'id': 939721, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلسون', 'bn': 'মিলসন', 'hi': 'मिल्सन'}, 'shortNameTranslation': {'ar': 'ميلسون', 'bn': 'মিলসন', 'hi': 'मिल्सन'}}}",False,miss,,regular,"{'x': 12.1, 'y': 34, 'z': 0}",left-foot,left,"{'x': 0, 'y': 71.3, 'z': 5.6}",5539799,45,2815,"{'start': {'x': 34, 'y': 12.1}, 'end': {'x': 28.7, 'y': 0}, 'goal': {'x': 28.7, 'y': 94.4}}",1,2585,115,shot,,2.0
"{'name': 'Mahmudu Bajo', 'slug': 'bajo', 'shortName': 'M. Bajo', 'position': 'M', 'jerseyNumber': '6', 'userCount': 1204, 'gender': 'M', 'id': 1516318, 'fieldTranslations': {'nameTranslation': {'ar': 'محمود باجو'}, 'shortNameTranslation': {'ar': 'م. باجو'}}}",False,save,,assisted,"{'x': 25.7, 'y': 62.4, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 51.9, 'z': 1.9}",5533176,45,2663,"{'start': {'x': 62.4, 'y': 25.7}, 'block': {'x': 51.6, 'y': 2.3}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 98.1}}",1,37,2663,shot,"{'x': 2.3, 'y': 51.6, 'z': 0}",
"{'name': 'Milson', 'slug': 'milson', 'shortName': 'Milson', 'position': 'M', 'jerseyNumber': '77', 'userCount': 4342, 'gender': 'M', 'id': 939721, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلسون', 'bn': 'মিলসন', 'hi': 'मिल्सन'}, 'shortNameTranslation': {'ar': 'ميلسون', 'bn': 'মিলসন', 'hi': 'मिल्सन'}}}",False,block,,assisted,"{'x': 24.8, 'y': 61.3, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.1, 'z': 19.4}",5533175,45,2651,"{'start': {'x': 61.3, 'y': 24.8}, 'block': {'x': 60.1, 'y': 20.6}, 'end': {'x': 53.9, 'y': 0}, 'goal': {'x': 53.9, 'y': 80.6}}",1,49,2651,shot,"{'x': 20.6, 'y': 60.1, 'z': 0}",
"{'name': 'Aleksandar Katai', 'firstName': '', 'lastName': '', 'slug': 'aleksandar-katai', 'shortName': 'A. Katai', 'position': 'M', 'jerseyNumber': '10', 'userCount': 2418, 'gender': 'M', 'id': 110701, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر كاتاي', 'bn': 'আলেকসান্ডার কাটাই', 'hi': 'एलेक्ज़ेंडर कटई'}, 'shortNameTranslation': {'ar': 'أ. كاتاي', 'bn': 'এ. কাটাই', 'hi': 'ए. कटई'}}}",False,miss,,assisted,"{'x': 10.2, 'y': 38.5, 'z': 0}",head,high,"{'x': 0, 'y': 53.1, 'z': 77.8}",5532861,39,2300,"{'start': {'x': 38.5, 'y': 10.2}, 'end': {'x': 46.9, 'y': 0}, 'goal': {'x': 46.9, 'y': 22.2}}",7,400,2300,shot,,
"{'name': 'Abdoulaye Cisse', 'firstName': '', 'lastName': '', 'slug': 'abdoulaye-cisse', 'shortName': 'A. Cisse', 'position': 'M', 'jerseyNumber': '6', 'userCount': 107, 'gender': 'M', 'id': 940100, 'fieldTranslations': {'nameTranslation': {'ar': 'عبد الله سي'}, 'shortNameTranslation': {'ar': 'ع. سي'}}}",True,miss,,corner,"{'x': 7.7, 'y': 58.3, 'z': 0}",head,close-right,"{'x': 0, 'y': 41.3, 'z': 8.3}",5532855,38,2221,"{'start': {'x': 58.3, 'y': 7.7}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 91.7}}",8,479,2221,shot,,
"{'name': 'Mihajlo Petković', 'firstName': 'Mihajlo', 'lastName': 'Petkovic', 'slug': 'mihajlo-petkovic', 'shortName': 'M. Petković', 'position': 'M', 'jerseyNumber': '21', 'userCount': 153, 'gender': 'M', 'id': 1100966, 'fieldTranslations': {'nameTranslation': {'ar': 'ميهايلو بيتكوفيتش', 'bn': 'মিহাজলো পেটকোভিচ', 'hi': 'मिहाज्लो पेतकोविच'}, 'shortNameTranslation': {'ar': 'م. بيتكوفيتش', 'bn': 'এম. পেটকোভিচ', 'hi': 'एम. पेतकोविच'}}}",True,block,,regular,"{'x': 23.4, 'y': 31.3, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.3, 'z': 4.2}",5532854,37,2178,"{'start': {'x': 31.3, 'y': 23.4}, 'block': {'x': 37.5, 'y': 14.7}, 'end': {'x': 46.7, 'y': 0}, 'goal': {'x': 46.7, 'y': 95.8}}",9,522,2178,shot,"{'x': 14.7, 'y': 37.5, 'z': 0}",
"{'name': 'Marko Arnautović', 'slug': 'marko-arnautovic', 'shortName': 'M. Arnautović', 'position': 'F', 'jerseyNumber': '89', 'userCount': 8563, 'gender': 'M', 'sofascoreId': 'm.arnautovic7', 'id': 21927, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو أرناوتوفيتش', 'bn': 'মার্কো আরনাউটোভিচ', 'hi': 'मार्को अर्नौटोविक'}, 'shortNameTranslation': {'ar': 'م. أرناوتوفيتش', 'bn': 'এম. আরনাউটোভিচ', 'hi': 'एम. अर्नौटोविक'}}}",False,save,,fast-break,"{'x': 4, 'y': 67.3, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 48.1, 'z': 17.1}",5532847,35,2050,"{'start': {'x': 67.3, 'y': 4}, 'block': {'x': 60.7, 'y': 2.7}, 'end': {'x': 51.9, 'y': 0}, 'goal': {'x': 51.9, 'y': 82.9}}",11,650,2050,shot,"{'x': 2.7, 'y': 60.7, 'z': 0}",
"{'name': 'Nemanja Radonjić', 'firstName': '', 'lastName': '', 'slug': 'nemanja-radonjic', 'shortName': 'N. Radonjić', 'position': 'M', 'jerseyNumber': '49', 'userCount': 4708, 'gender': 'M', 'sofascoreId': 'n.radonjic7', 'id': 802665, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا رادونجيتش', 'bn': 'নেমাঞ্জা রাডনজিক', 'hi': 'नेमांजा राडोनजीक'}, 'shortNameTranslation': {'ar': 'ن. رادونجيتش', 'bn': 'এন. রাডনজিক', 'hi': 'एन. राडोनजीक'}}}",False,save,,corner,"{'x': 19.3, 'y': 43.6, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 51.9, 'z': 10.8}",5532796,30,1784,"{'start': {'x': 43.6, 'y': 19.3}, 'block': {'x': 49.1, 'y': 1.6}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 89.2}}",16,916,1784,shot,"{'x': 1.6, 'y': 49.1, 'z': 0}",
"{'name': 'Matija Malekinušić', 'firstName': '', 'lastName': '', 'slug': 'matija-malekinusic', 'shortName': 'M. Malekinušić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 112, 'gender': 'M', 'id': 1003429, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا مالاكينوشيتش', 'bn': 'মাতিজা মালেকিনুসিচ', 'hi': 'मतिजा मालेकिनुसिक'}, 'shortNameTranslation': {'ar': 'م. مالاكينوشيتش', 'bn': 'এম. মালেকিনুশিচ', 'hi': 'एम. मालेकिनुसिक'}}}",True,save,,assisted,"{'x': 10.1, 'y': 58.7, 'z': 0}",head,low-centre,"{'x': 0, 'y': 51.6, 'z': 3.8}",5532765,22,1297,"{'start': {'x': 58.7, 'y': 10.1}, 'block': {'x': 52.2, 'y': 1.6}, 'end': {'x': 48.4, 'y': 0}, 'goal': {'x': 48.4, 'y': 96.2}}",24,1403,1297,shot,"{'x': 1.6, 'y': 52.2, 'z': 0}",
"{'name': 'Jovan Marinković', 'slug': 'jovan-marinkovic', 'shortName': 'J. Marinković', 'position': 'D', 'jerseyNumber': '23', 'userCount': 46, 'gender': 'M', 'id': 948696, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان مارينكوفيتش'}, 'shortNameTranslation': {'ar': 'ي. مارينكوفيتش'}}}",True,miss,,throw-in-set-piece,"{'x': 8.7, 'y': 53.8, 'z': 0}",right-foot,right,"{'x': 0, 'y': 34.8, 'z': 11.1}",5532764,21,1208,"{'start': {'x': 53.8, 'y': 8.7}, 'block': {'x': 55.8, 'y': 6.8}, 'end': {'x': 65.2, 'y': 0}, 'goal': {'x': 65.2, 'y': 88.9}}",25,1492,1208,shot,"{'x': 6.8, 'y': 55.8, 'z': 0}",
"{'name': 'Marko Arnautović', 'slug': 'marko-arnautovic', 'shortName': 'M. Arnautović', 'position': 'F', 'jerseyNumber': '89', 'userCount': 8563, 'gender': 'M', 'sofascoreId': 'm.arnautovic7', 'id': 21927, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو أرناوتوفيتش', 'bn': 'মার্কো আরনাউটোভিচ', 'hi': 'मार्को अर्नौटोविक'}, 'shortNameTranslation': {'ar': 'م. أرناوتوفيتش', 'bn': 'এম. আরনাউটোভিচ', 'hi': 'एम. अर्नौटोविक'}}}",False,goal,regular,fast-break,"{'x': 12.9, 'y': 63, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.1, 'z': 18.4}",5532728,18,1025,"{'start': {'x': 63, 'y': 12.9}, 'end': {'x': 46.9, 'y': 0}, 'goal': {'x': 46.9, 'y': 81.6}}",28,1675,1025,shot,,
"{'name': 'Stefan Leković', 'firstName': 'Stefan Lekovic', 'slug': 'stefan-lekovic', 'shortName': 'S. Leković', 'position': 'D', 'jerseyNumber': '4', 'userCount': 892, 'gender': 'M', 'id': 1146225, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ليكوفيتش', 'bn': 'স্টেফান লেকোভিচ', 'hi': 'स्टीफ़न लेकोविच'}, 'shortNameTranslation': {'ar': 'س. ليكوفيتش', 'bn': 'এস. লেকোভিচ', 'hi': 'एस. लेकोविच'}}}",False,block,,corner,"{'x': 7.9, 'y': 45.8, 'z': 0}",head,low-left,"{'x': 0, 'y': 53.4, 'z': 5.6}",5532723,17,964,"{'start': {'x': 45.8, 'y': 7.9}, 'block': {'x': 47.3, 'y': 1.5}, 'end': {'x': 46.6, 'y': 0}, 'goal': {'x': 46.6, 'y': 94.4}}",29,1736,964,shot,"{'x': 1.5, 'y': 47.3, 'z': 0}",
"{'name': 'Matija Malekinušić', 'firstName': '', 'lastName': '', 'slug': 'matija-malekinusic', 'shortName': 'M. Malekinušić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 112, 'gender': 'M', 'id': 1003429, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا مالاكينوشيتش', 'bn': 'মাতিজা মালেকিনুসিচ', 'hi': 'मतिजा मालेकिनुसिक'}, 'shortNameTranslation': {'ar': 'م. مالاكينوشيتش', 'bn': 'এম. মালেকিনুশিচ', 'hi': 'एम. मालेकिनुसिक'}}}",True,miss,,assisted,"{'x': 8.2, 'y': 58.5, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.7, 'z': 1.4}",5539798,11,626,"{'start': {'x': 58.5, 'y': 8.2}, 'end': {'x': 58.3, 'y': 0}, 'goal': {'x': 58.3, 'y': 98.6}}",35,2074,626,shot,,
"{'name': 'Marko Arnautović', 'slug': 'marko-arnautovic', 'shortName': 'M. Arnautović', 'position': 'F', 'jerseyNumber': '89', 'userCount': 8563, 'gender': 'M', 'sofascoreId': 'm.arnautovic7', 'id': 21927, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو أرناوتوفيتش', 'bn': 'মার্কো আরনাউটোভিচ', 'hi': 'मार्को अर्नौटोविक'}, 'shortNameTranslation': {'ar': 'م. أرناوتوفيتش', 'bn': 'এম. আরনাউটোভিচ', 'hi': 'एम. अर्नौटोविक'}}}",False,block,,fast-break,"{'x': 8.8, 'y': 66, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.4, 'z': 6.9}",5532654,10,575,"{'start': {'x': 66, 'y': 8.8}, 'block': {'x': 63.9, 'y': 7.5}, 'end': {'x': 46.6, 'y': 0}, 'goal': {'x': 46.6, 'y': 93.1}}",36,2125,575,shot,"{'x': 7.5, 'y': 63.9, 'z': 0}",
"{'name': 'Aleksandar Katai', 'firstName': '', 'lastName': '', 'slug': 'aleksandar-katai', 'shortName': 'A. Katai', 'position': 'M', 'jerseyNumber': '10', 'userCount': 2418, 'gender': 'M', 'id': 110701, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر كاتاي', 'bn': 'আলেকসান্ডার কাটাই', 'hi': 'एलेक्ज़ेंडर कटई'}, 'shortNameTranslation': {'ar': 'أ. كاتاي', 'bn': 'এ. কাটাই', 'hi': 'ए. कटई'}}}",False,goal,regular,assisted,"{'x': 18.7, 'y': 51.8, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.8, 'z': 1.3}",5532556,2,100,"{'start': {'x': 51.8, 'y': 18.7}, 'end': {'x': 47.2, 'y': 0}, 'goal': {'x': 47.2, 'y': 98.7}}",44,2600,100,shot,,
