match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,punches,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,duelLost,duelWon,challengeLost,shotOffTarget,totalTackle,wonTackle,unsuccessfulTouch,keyPass,shotValueNormalized,aerialWon,totalContest,outfielderBlock,interceptionWon,lastManTackle,wasFouled,fouls,dispossessed,wonContest,bigChanceCreated,totalOffside,aerialLost,bigChanceMissed,onTargetScoringAttempt,blockedScoringAttempt,goals,errorLeadToAGoal,totalKeeperSweeper,accurateKeeperSweeper,hitWoodwork
14015441,home,25736,FK Novi Pazar,1047325,Željko Samčović,zeljko-samcovic,G,1,False,34.0,16.0,24.0,6.0,0.0,12.0,14.0,4.0,20.0,1.0,10.0,3.0,6.0,1.0,90.0,46.0,4.9,18.0,0.1814,"{'original': 4.9, 'alternative': 6.5}",0,0.07,-0.01,-0.44,-0.61,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,47.05882352941176,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015441,home,25736,FK Novi Pazar,948696,Jovan Marinković,jovan-marinkovic,D,23,False,13.0,8.0,1.0,,0.0,4.0,5.0,4.0,8.0,2.0,4.0,,,,45.0,27.0,6.4,8.0,,"{'original': 6.4, 'alternative': 6.5}",1,0.26,0.07,-0.34,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,2,1,61.53846153846154,,50.0,,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
14015441,home,25736,FK Novi Pazar,1023999,Ensar Brunčević,ensar-bruncevic,D,5,False,19.0,15.0,3.0,1.0,0.0,12.0,14.0,3.0,5.0,6.0,4.0,,,,90.0,29.0,5.7,5.0,,"{'original': 5.7, 'alternative': 5.8}",0,0.02,0.02,-0.71,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,1,1,78.94736842105263,33.33333333333333,,,,,,1.0,3.0,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,
14015441,home,25736,FK Novi Pazar,1981962,Ahmed Hadzimujovic,ahmed-hadzimujovic,D,4,False,30.0,26.0,5.0,2.0,0.0,19.0,21.0,7.0,9.0,2.0,2.0,,,,81.0,44.0,7.6,6.0,,"{'original': 7.6, 'alternative': 6.5}",0,0.02,0.04,1.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,4,3,86.66666666666667,40.0,,,,,,3.0,4.0,,,3.0,1.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
14015441,home,25736,FK Novi Pazar,799179,Nemanja Miletić,nemanja-miletic,D,3,False,44.0,36.0,2.0,1.0,0.0,12.0,13.0,24.0,31.0,1.0,4.0,,,,90.0,73.0,5.7,18.0,,"{'original': 5.7, 'alternative': 6.2}",1,0.46,0.23,-0.97,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,2,2,81.81818181818183,50.0,37.5,100.0,,8.0,3.0,2.0,2.0,1.0,1.0,,,2.0,2.0,0.01,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,
14015441,home,25736,FK Novi Pazar,1982067,Skima Togbe,skima-togbe,M,16,False,31.0,29.0,3.0,3.0,0.0,15.0,16.0,14.0,15.0,,3.0,,,,90.0,41.0,6.7,8.0,,"{'original': 6.7, 'alternative': 6.5}",0,0.02,0.17,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,3,5,93.54838709677419,100.0,,,,1.0,,5.0,3.0,1.0,,1.0,1.0,2.0,,,,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,
14015441,home,5362,FK Novi Pazar,940100,Abdoulaye Cisse,abdoulaye-cisse,M,6,False,43.0,38.0,2.0,1.0,0.0,23.0,24.0,15.0,19.0,3.0,6.0,,,,90.0,58.0,7.0,6.0,,"{'original': 7, 'alternative': 6.8}",1,0.04,0.2,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,5,3,88.37209302325581,50.0,,,,,,4.0,8.0,1.0,1.0,4.0,2.0,1.0,,-0.2,3.0,,,2.0,,1.0,2.0,,,,,1.0,,,,,,,,
14015441,home,25736,FK Novi Pazar,1003429,Matija Malekinušić,matija-malekinusic,M,17,False,19.0,12.0,,,0.0,2.0,3.0,10.0,16.0,2.0,5.0,,,,63.0,36.0,6.6,12.0,,"{'original': 6.6, 'alternative': 6.9}",3,0.24,0.18,-0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,3,9,5,4,63.1578947368421,,100.0,66.66666666666666,,1.0,1.0,6.0,6.0,2.0,1.0,3.0,3.0,3.0,,-0.56,1.0,3.0,,,,,,1.0,2.0,,,2.0,1.0,1.0,1.0,,,,,
14015441,home,25736,FK Novi Pazar,1147753,Ivan Davidović,ivan-davidovic,M,24,False,16.0,12.0,,,1.0,6.0,8.0,6.0,8.0,1.0,,,,,75.0,22.0,6.3,4.0,,"{'original': 6.3, 'alternative': 6.5}",2,0.02,0.04,-0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,1,1,75.0,,,,,,,2.0,2.0,1.0,1.0,,,,1.0,-0.32,1.0,,,,,1.0,,,,,,1.0,,,1.0,,,,,
14015441,home,25736,FK Novi Pazar,1100966,Mihajlo Petković,mihajlo-petkovic,M,21,False,29.0,18.0,3.0,2.0,0.0,4.0,4.0,14.0,25.0,1.0,2.0,,,,90.0,45.0,5.9,18.0,,"{'original': 5.9, 'alternative': 6.3}",1,-0.12,0.24,-0.25,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,1,5,62.06896551724138,66.66666666666666,,50.0,,2.0,,6.0,2.0,,,,,1.0,,0.0,1.0,2.0,,1.0,,,2.0,2.0,1.0,,,1.0,,,1.0,,,,,
14015441,home,5363,FK Novi Pazar,887054,Samson Iyede,samson-iyede,F,9,False,9.0,7.0,,,0.0,3.0,3.0,4.0,6.0,,,,,,45.0,13.0,6.5,3.0,,"{'original': 6.5, 'alternative': 6.6}",0,-0.14,-0.03,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,77.77777777777779,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
14015441,home,6146,FK Novi Pazar,1910796,Emmanuel Sieh,emmanuel-sieh,F,26,True,7.0,5.0,,,0.0,3.0,3.0,2.0,4.0,,2.0,,,,45.0,11.0,6.7,4.0,,"{'original': 6.7, 'alternative': 7.1}",1,0.0,0.03,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,0,2,71.42857142857143,,,,,,,4.0,,,,,,1.0,1.0,0.32,,1.0,,1.0,,,1.0,,,,,2.0,,1.0,,1.0,,,,
14015441,home,5149,FK Novi Pazar,1152937,Dragan Bojat,dragan-bojat,D,2,True,15.0,14.0,1.0,,0.0,6.0,6.0,8.0,9.0,,3.0,,,,45.0,22.0,5.5,4.0,,"{'original': 5.5, 'alternative': 5.7}",0,0.26,0.04,-0.86,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,93.33333333333333,,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,,
14015441,home,25736,FK Novi Pazar,1175945,Bob Murphy Omoregbe,omoregbe-bob-murphy,F,7,True,1.0,,,,0.0,,1.0,,0.0,,,,,,27.0,7.0,6.3,4.0,,"{'original': 6.3, 'alternative': 6.5}",0,-0.03,0.05,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,2,4,,,,,,1.0,,4.0,2.0,,,1.0,1.0,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,
14015441,home,25736,FK Novi Pazar,1102770,Semir Alić,semir-alic,M,14,True,9.0,7.0,2.0,1.0,0.0,3.0,4.0,4.0,5.0,,3.0,,,,15.0,13.0,6.5,4.0,,"{'original': 6.5, 'alternative': 6.5}",0,0.0,0.05,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,77.77777777777779,50.0,,,,,,,1.0,,,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
14015441,home,25736,FK Novi Pazar,907763,Abdulsamed Abdullahi,abdulsamed-abdullahi,M,8,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,9.0,1.0,6.3,,,"{'original': 6.3, 'alternative': 6.2}",0,-0.01,,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015441,home,25736,FK Novi Pazar,999049,Filip Bačkulja,backulja-filip,D,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015441,home,25736,FK Novi Pazar,1111781,Jovan Manev,jovan-manev,D,29,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015441,home,25736,FK Novi Pazar,1153954,Veljko Mirosavic,veljko-mirosavic,D,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015441,home,4499,FK Novi Pazar,1639816,Yakup Arda Kılıç,yakup-arda-kilic,F,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015441,home,25736,FK Novi Pazar,795839,Miloje Preković,miloje-prekovic,G,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
