match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,goals,ownGoals,minutesPlayed,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct
15280997,home,6226,FK Dečić Tuzi,55668,Miloš Dragojević,milos-dragojevic,G,33,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,958574,Jonathan Dresaj,jonathan-dresaj,D,22,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,1063206,Leon Ujkaj,leon-ujkaj,D,17,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,1108587,Robert Gjelaj,robert-gjelaj,D,23,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,1423517,Lazar Maraš,lazar-maras,D,18,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,1034556,Vuk Striković,vuk-strikovic,M,77,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,76273,Asmir Kajević,asmir-kajevic,M,10,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,1005614,Andrej Bajović,andrej-bajovic,M,14,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,2073399,Mark Djokaj,mark-djokaj,F,11,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,869335,Ilir Camaj,ilir-camaj,F,9,False,,,,,,0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,1394763,Trimror Selimi,trimron-selimi,M,19,False,1.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,44305,Draško Božović,drasko-bozovic,M,7,True,,,,,,0,0,0,0,0,,,,,
15280997,home,6225,FK Dečić Tuzi,1131064,Balša Radusinović,balsa-radusinovic,M,32,True,,,,,,0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,1035792,Petar Sekulović,petar-sekulovic,M,20,True,,,,,,0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,1005595,Dejan Perovic,dejan-perovic,M,44,True,,,,,,0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,1396431,Danilo Radosevic,danilo-radosevic,G,25,True,,,,,,0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,1877899,Pjeter Ljuljduraj,pjeter-ljuljduraj,D,15,True,,,,,,0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,1466922,Nikola Braunović,nikola-braunovic,D,29,True,,,,,,0,0,0,0,0,,,,,
15280997,home,6226,FK Dečić Tuzi,334115,Matija Božanović,matija-bozanovic,M,16,True,,,,,,0,0,0,0,0,,,,,
15280997,away,6224,FK Sutjeska Nikšić,57363,Vladan Giljen,vladan-giljen,G,1,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15280997,away,6224,FK Sutjeska Nikšić,1149283,Milos Vracar,milos-vracar,D,4,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15280997,away,6224,FK Sutjeska Nikšić,138937,Boris Kopitović,boris-kopitovic,D,15,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15280997,away,6224,FK Sutjeska Nikšić,893161,Anto Babić,anto-babic,D,72,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15280997,away,6224,FK Sutjeska Nikšić,1000770,Andrija Ražnatović,andrija-raznatovic,D,22,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
