match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,shotOffTarget,keyPass,dispossessed,blockedScoringAttempt,bigChanceCreated
15280987,away,327162,Mladost DG,871881,Rodrigo Faust,rodrigo-faust,F,9,False,31.0,17.0,6.0,1.0,0.0,6.0,7.0,11.0,24.0,0.0,0.0,6.0,0.0,19.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,,,,,,,90.0,50.0,6.5,25.0,0.13,0.0,"{'original': 6.5, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",22,6,16,3,13,54.83870967741935,16.666666666666664,,,,1.0,1.0,2.0,,
15280987,away,327162,Mladost DG,1391910,Vuko Vicković,vuko-vickovic,D,18,True,8.0,3.0,3.0,1.0,0.0,2.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,25.0,11.0,5.8,5.0,0.0,0.0,"{'original': 5.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,3,5,37.5,33.33333333333333,0.0,,,,,,,
15280987,away,315641,Mladost DG,1134549,Mamadou Camara,mamadou-camara,M,78,True,16.0,14.0,1.0,1.0,0.0,7.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,25.0,24.0,6.1,3.0,0.02,0.0,"{'original': 6.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,1,5,87.5,100.0,,,,,,,1.0,
15280987,away,282802,Mladost DG,1978656,Nemanja Pavićević,nemanja-pavicevic,M,17,True,4.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,25.0,10.0,6.4,3.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,4,3,50.0,0.0,0.0,66.66666666666666,,,,,,
15280987,away,327162,Mladost DG,1620437,Jagoš Roganović,jagos-roganovic,M,29,True,6.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16.0,6.0,6.7,2.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,66.66666666666666,,,,,,1.0,,,
15280987,away,35223,Mladost DG,1648560,Nikola Pavličević,nikola-pavlicevic,M,11,True,4.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,13.0,10.0,7.0,1.0,0.13,0.0,"{'original': 7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,3,3,75.0,,,100.0,,,,,,
15280987,away,327162,Mladost DG,931333,Petar Radulović,petar-radulovic,G,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
15280987,away,327162,Mladost DG,880655,Zvonko Ceklić,zvonko-ceklic,D,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
15280987,away,327162,Mladost DG,1005585,Ljubomir Pejović,ljubomir-pejovic,D,37,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
15280987,away,327162,Mladost DG,1426667,Matija Vukčević,matija-vukcevic,D,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
