minute,value
1.0,7
2.0,23
3.0,28
4.0,30
5.0,24
6.0,21
7.0,17
8.0,17
9.0,25
10.0,21
11.0,10
12.0,-38
13.0,43
14.0,44
15.0,26
16.0,9
17.0,5
18.0,3
19.0,25
20.0,26
21.0,34
22.0,34
23.0,31
24.0,18
25.0,12
26.0,8
27.0,47
28.0,33
29.0,9
30.0,5
31.0,11
32.0,11
33.0,41
34.0,26
35.0,77
36.0,33
37.0,15
38.0,9
39.0,-9
40.0,-9
41.0,5
42.0,7
43.0,32
44.0,45
45.0,50
45.5,44
46.0,5
47.0,23
48.0,21
49.0,27
50.0,37
51.0,42
52.0,37
53.0,51
54.0,39
55.0,27
56.0,12
57.0,7
58.0,-31
59.0,-9
60.0,-42
61.0,-26
62.0,25
63.0,29
64.0,26
65.0,14
66.0,16
67.0,42
68.0,28
69.0,30
70.0,34
71.0,31
72.0,20
73.0,7
74.0,7
75.0,21
76.0,38
77.0,25
78.0,40
79.0,5
80.0,6
81.0,10
82.0,10
83.0,-5
84.0,-11
85.0,7
86.0,11
87.0,10
88.0,18
89.0,4
90.0,6
90.5,-22
