match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,totalClearance,ballRecovery,punches,minutesPlayed,touches,rating,possessionLostCtrl,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,accurateLongBalls,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialWon,duelLost,duelWon,dispossessed,totalContest,wonContest,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,keyPass,aerialLost,shotOffTarget,shotValueNormalized,challengeLost,bigChanceMissed,onTargetScoringAttempt,blockedScoringAttempt,outfielderBlock,bigChanceCreated,goals,goodHighClaim,savedShotsFromInsideTheBox,saves,keeperSaveValue,goalkeeperValueNormalized,lastManTackle,errorLeadToAShot
14015509,home,263360,FK TSC Bačka Topola,805915,Nikola Simić,nikola-simic,G,1,False,13.0,12.0,1.0,0.0,12.0,13.0,1.0,6.0,1.0,90.0,18.0,6.6,1.0,"{'original': 6.6, 'alternative': 6.4}",0,0.02,0.0,0.15,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,92.3076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,879556,Stefan Jovanović,stefan-jovanovic,D,22,False,50.0,47.0,1.0,0.0,15.0,16.0,,8.0,,90.0,84.0,7.0,15.0,"{'original': 7, 'alternative': 7.3}",0,0.31,0.26,-0.2,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,5,2,94.0,100.0,18.181818181818183,100.0,,1.0,32.0,34.0,11.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,190665,Luka Capan,luka-capan,D,31,False,86.0,79.0,9.0,0.0,35.0,38.0,2.0,9.0,,90.0,99.0,7.3,8.0,"{'original': 7.3, 'alternative': 7.7}",1,0.31,0.27,-0.09,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,4,2,1,1,91.86046511627907,100.0,,,,9.0,44.0,48.0,,,2.0,3.0,3.0,,,,2.0,1.0,1.0,1.0,,1.0,,2.0,1.0,-0.14,,,,,,,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,1049576,Baptiste Roux,baptiste-roux,D,5,False,108.0,92.0,7.0,0.0,38.0,43.0,4.0,7.0,,90.0,116.0,8.1,17.0,"{'original': 8.1, 'alternative': 7.4}",0,0.38,0.25,-0.18,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,11,5,2,3,85.18518518518519,71.42857142857143,,,,5.0,54.0,65.0,,,10.0,4.0,12.0,,,,,2.0,1.0,1.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,312170,Slobodan Urošević,slobodan-urosevic,D,72,False,80.0,67.0,7.0,0.0,23.0,23.0,1.0,7.0,,90.0,112.0,6.8,27.0,"{'original': 6.8, 'alternative': 7.6}",2,0.4,0.11,-0.13,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,4,1,83.75,28.57142857142857,7.6923076923076925,100.0,,2.0,44.0,57.0,13.0,1.0,2.0,2.0,6.0,,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,-0.28,,1.0,1.0,1.0,,,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,220231,Branko Jovičić,branko-jovicic,M,18,False,66.0,59.0,5.0,1.0,13.0,13.0,1.0,3.0,,84.0,85.0,7.6,13.0,"{'original': 7.6, 'alternative': 8}",0,0.38,0.3,0.3,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,4,11,9,2,89.39393939393939,60.0,,100.0,,3.0,46.0,53.0,1.0,,1.0,5.0,10.0,,2.0,2.0,1.0,7.0,7.0,5.0,,1.0,2.0,3.0,,,1.0,,,,1.0,,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,1619543,Aleksandar Stančić,aleksandar-stancic,M,16,False,31.0,25.0,4.0,0.0,7.0,8.0,,3.0,,78.0,50.0,6.7,12.0,"{'original': 6.7, 'alternative': 6.7}",1,-0.25,0.11,-0.06,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,7,4,80.64516129032258,50.0,,50.0,,2.0,18.0,23.0,,,1.0,5.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,,1.0,,-0.03,,,,1.0,,,,,,,,,,
14015509,home,7568,FK TSC Bačka Topola,822743,Sarpreet Singh,sarpreet-singh,M,11,False,32.0,28.0,1.0,0.0,6.0,7.0,,2.0,,78.0,60.0,7.9,19.0,"{'original': 7.9, 'alternative': 7.8}",3,0.41,0.09,-0.11,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,1,3,87.5,100.0,35.714285714285715,,,1.0,22.0,25.0,14.0,5.0,,4.0,1.0,1.0,1.0,,1.0,,,4.0,1.0,,2.0,1.0,1.0,0.54,1.0,,1.0,1.0,,1.0,1.0,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,589100,Saša Jovanović,sasa-jovanovic,M,8,False,15.0,9.0,3.0,0.0,,,,3.0,,90.0,33.0,6.1,15.0,"{'original': 6.1, 'alternative': 6.8}",5,0.15,0.28,-0.12,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,2,4,60.0,66.66666666666666,,100.0,,2.0,9.0,15.0,4.0,,,4.0,2.0,1.0,1.0,1.0,,,,4.0,1.0,3.0,2.0,,3.0,-0.8,,1.0,,2.0,,,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,980796,Dragoljub Savić,dragoljub-savic,M,21,False,25.0,21.0,1.0,0.0,2.0,2.0,,4.0,,62.0,41.0,6.8,13.0,"{'original': 6.8, 'alternative': 6.9}",2,0.52,0.39,-0.07,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,2,4,84.0,,50.0,33.33333333333333,,,19.0,23.0,2.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,-0.51,,,1.0,,,1.0,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,1586205,Bogdan Petrović,bogdan-petrovic,F,9,False,12.0,9.0,,0.0,2.0,2.0,,,,78.0,22.0,6.5,5.0,"{'original': 6.5, 'alternative': 7}",1,-0.29,0.04,0.13,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,5,2,75.0,,,,,,7.0,10.0,,,1.0,2.0,6.0,,,,,,,2.0,5.0,2.0,,,1.0,-0.43,,,,,,,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,923865,Vieljeux Prestige Mboungou,vieljeux-prestige-mboungou,F,29,True,11.0,11.0,,0.0,,,,2.0,,28.0,17.0,6.5,2.0,"{'original': 6.5, 'alternative': 6.9}",0,0.25,0.14,0.13,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,100.0,,50.0,,,,11.0,11.0,2.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,2035083,Stefan Tomović,stefan-tomovic,M,42,True,6.0,5.0,,0.0,1.0,1.0,,1.0,,12.0,12.0,6.4,5.0,"{'original': 6.4, 'alternative': 6.2}",0,-0.11,0.11,-0.05,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,0,4,83.33333333333334,,,,,,4.0,5.0,1.0,,1.0,4.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,947036,Szabolcs Mezei,szabolcs-mezei,M,26,True,11.0,9.0,2.0,0.0,1.0,1.0,,,,12.0,14.0,7.0,2.0,"{'original': 7, 'alternative': 7}",0,0.3,0.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,81.81818181818183,50.0,100.0,,,1.0,8.0,10.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,1146245,Mihajlo Milosavić,mihajlo-milosavic,M,17,True,4.0,3.0,,0.0,,,,,,12.0,5.0,6.6,2.0,"{'original': 6.6, 'alternative': 6.5}",0,-0.02,-0.09,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,75.0,,,,,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,267591,Milan Radin,milan-radin,M,7,True,4.0,4.0,,0.0,,,1.0,,,11.0,8.0,6.7,,"{'original': 6.7, 'alternative': 6.7}",0,-0.03,-0.05,0.22,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,100.0,,,,,,4.0,4.0,,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,1005774,Bojan Dimoski,bojan-dimoski,D,20,True,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,1893370,Ilja Pantelin,ilja-pantelin,G,19,True,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,1406133,Andrej Petrović,andrej-petrovic,M,80,True,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015509,home,263360,FK TSC Bačka Topola,964814,Nemanja Jorgić,nemanja-jorgic,G,23,True,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015509,away,7674,FK Napredak Kruševac,1147879,Vladimir Savić,vladimir-savic,G,1,False,26.0,18.0,15.0,0.0,12.0,15.0,,11.0,,90.0,40.0,6.8,8.0,"{'original': 6.8, 'alternative': 7.2}",0,0.05,-0.01,-0.01,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,69.23076923076923,53.333333333333336,,,,8.0,6.0,11.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,3.0,2.0,2.0,0.2343,-0.35,,
14015509,away,7674,FK Napredak Kruševac,984877,Uroš Ignjatović,uros-ignjatovic,D,24,False,27.0,17.0,5.0,0.0,8.0,12.0,3.0,5.0,,90.0,56.0,6.9,16.0,"{'original': 6.9, 'alternative': 7}",0,-0.18,0.09,-0.1,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,3,7,5,2,62.96296296296296,,,100.0,,,9.0,15.0,1.0,,2.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,
14015509,away,7674,FK Napredak Kruševac,795871,Stefan Bukorac,stefan-bukorac,D,5,False,35.0,18.0,17.0,0.0,15.0,18.0,11.0,3.0,,90.0,54.0,6.9,17.0,"{'original': 6.9, 'alternative': 6.8}",0,0.05,0.01,1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,3,5,51.42857142857142,11.76470588235294,,,,2.0,3.0,17.0,,,,6.0,3.0,,,,1.0,1.0,1.0,,2.0,5.0,,1.0,,,,,,,2.0,,,,,,,,1.0,
