match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,aerialWon,duelLost,duelWon,challengeLost,dispossessed,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,keyPass,outfielderBlock,fouls,aerialLost,onTargetScoringAttempt,wasFouled,shotValueNormalized,totalContest,wonContest,shotOffTarget,accurateCross,bigChanceCreated,blockedScoringAttempt,goals,bigChanceMissed,totalOffside,punches
14015423,home,48614,FK Čukarički,792127,Nikola Mirković,nikola-mirkovic,G,1,False,32.0,13.0,27.0,8.0,0.0,7.0,8.0,6.0,24.0,1.0,9.0,1.0,1.0,1.0,1.0,90.0,38.0,6.4,19.0,0.0697,"{'original': 6.4, 'alternative': 6.6}",0,0.11,-0.02,-0.05,0.08,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,40.625,29.629629629629626,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015423,home,5148,FK Čukarički,69362,Miloš Cvetković,milos-cvetkovic,D,27,False,35.0,26.0,14.0,9.0,0.0,11.0,15.0,15.0,20.0,6.0,7.0,,,,,90.0,63.0,7.3,14.0,,"{'original': 7.3, 'alternative': 7.2}",0,0.37,0.01,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,2,2,74.28571428571429,64.28571428571429,,,,1.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14015423,home,5148,FK Čukarički,38574,Nenad Tomović,nenad-tomovic,D,4,False,29.0,23.0,9.0,5.0,0.0,13.0,15.0,10.0,14.0,6.0,2.0,,,,,90.0,37.0,6.8,6.0,,"{'original': 6.8, 'alternative': 6.8}",0,0.05,0.04,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,0,1,79.3103448275862,55.55555555555556,,,,,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
14015423,home,5148,FK Čukarički,1595759,Ismael Maiga,ismael-maiga,D,13,False,27.0,22.0,3.0,1.0,0.0,14.0,17.0,8.0,10.0,13.0,5.0,,,,,90.0,41.0,6.4,5.0,,"{'original': 6.4, 'alternative': 6.8}",0,0.0,0.09,-0.2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,0,1,81.48148148148148,33.33333333333333,,,,,2.0,1.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
14015423,home,5148,FK Čukarički,1464578,Lazar Stojanović,lazar-stojanovic,D,29,False,27.0,24.0,3.0,2.0,0.0,7.0,8.0,17.0,19.0,1.0,2.0,,,,,59.0,43.0,7.1,7.0,,"{'original': 7.1, 'alternative': 7}",1,0.12,0.02,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,3,2,88.88888888888889,66.66666666666666,,,,,2.0,3.0,5.0,1.0,,,2.0,1.0,,,,1.0,1.0,1.0,1.0,0.07,,,,,,,,,,
14015423,home,5148,FK Čukarički,267523,Dušan Jovančić,dusan-jovancic,M,77,False,40.0,34.0,5.0,3.0,0.0,12.0,12.0,22.0,28.0,,12.0,,,,,90.0,64.0,7.2,9.0,,"{'original': 7.2, 'alternative': 7.4}",1,0.25,0.2,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,4,16,11,5,85.0,60.0,,100.0,,,1.0,8.0,12.0,2.0,1.0,4.0,5.0,5.0,2.0,,,2.0,3.0,,5.0,-0.05,1.0,1.0,1.0,,,,,,,
14015423,home,5148,FK Čukarički,1008225,Sambou Sissoko,sambou-sissoko,M,14,False,44.0,32.0,7.0,5.0,0.0,14.0,17.0,18.0,27.0,1.0,7.0,,,,,90.0,59.0,7.6,13.0,,"{'original': 7.6, 'alternative': 7.4}",1,0.29,0.14,0.63,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,5,2,72.72727272727273,71.42857142857143,,100.0,,,1.0,3.0,6.0,,,3.0,2.0,2.0,1.0,,1.0,2.0,1.0,,,-0.1,3.0,3.0,1.0,,,,,,,
14015423,home,33584,FK Čukarički,947437,Paul Mbong,paul-mbong,M,88,False,17.0,13.0,,,0.0,5.0,6.0,8.0,11.0,,4.0,,,,,64.0,35.0,6.9,12.0,,"{'original': 6.9, 'alternative': 7}",0,-0.02,0.11,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,6,4,76.47058823529412,,,50.0,,2.0,1.0,6.0,7.0,,,,3.0,1.0,3.0,,1.0,2.0,2.0,,1.0,,4.0,2.0,,,,,,,,
14015423,home,5148,FK Čukarički,1981976,Filip Matijašević,filip-matijasevic,M,22,False,12.0,9.0,,,0.0,4.0,4.0,5.0,8.0,,2.0,,,,,64.0,29.0,6.5,13.0,,"{'original': 6.5, 'alternative': 6.9}",2,-0.15,0.13,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,2,2,75.0,,16.666666666666664,100.0,,6.0,,3.0,2.0,,2.0,,,,3.0,1.0,,1.0,1.0,2.0,,-0.17,2.0,2.0,,1.0,,,,,,
14015423,home,5148,FK Čukarički,1165971,Uroš Miladinović,uros-miladinovic,M,90,False,34.0,22.0,2.0,1.0,0.0,7.0,8.0,15.0,26.0,,8.0,,,,,90.0,59.0,8.8,26.0,,"{'original': 8.8, 'alternative': 8.7}",3,0.01,0.63,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,2,12,5,7,64.70588235294117,50.0,20.0,50.0,,5.0,1.0,8.0,6.0,,3.0,,3.0,3.0,4.0,1.0,,2.0,1.0,2.0,,0.69,4.0,2.0,,1.0,1.0,1.0,2.0,,,
14015423,home,5148,FK Čukarički,905103,Slobodan Tedić,slobodan-tedic,F,9,False,34.0,22.0,,,1.0,5.0,5.0,17.0,29.0,1.0,3.0,,,,,82.0,46.0,6.5,18.0,,"{'original': 6.5, 'alternative': 7.4}",3,0.15,0.16,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,15,3,1,2,64.70588235294117,,,,,,7.0,10.0,8.0,,1.0,,,,4.0,6.0,,1.0,8.0,2.0,1.0,-0.06,1.0,,1.0,,1.0,,,1.0,1.0,
14015423,home,5148,FK Čukarički,988549,Bojica Nikčević,nikcevic-bojica,M,17,True,4.0,3.0,4.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,,,,,31.0,16.0,6.0,9.0,,"{'original': 6, 'alternative': 6.1}",0,0.1,0.01,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,1,5,75.0,75.0,,,,,,7.0,1.0,,1.0,,1.0,,3.0,,,4.0,2.0,,,,1.0,,,,,,,,,
14015423,home,5148,FK Čukarički,1595518,Veljko Radosavljević,veljko-radosavljevic,M,86,True,9.0,3.0,,,0.0,1.0,1.0,2.0,8.0,,,,,,,26.0,19.0,6.8,9.0,,"{'original': 6.8, 'alternative': 6.8}",0,0.03,0.03,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,7,7,5,2,33.33333333333333,,,100.0,,,4.0,5.0,9.0,1.0,1.0,,4.0,2.0,2.0,,,,3.0,,,,1.0,1.0,,,,,,,,
14015423,home,5148,FK Čukarički,1446160,Aboubacar Cisse,aboubacar-cisse,F,20,True,8.0,5.0,1.0,,0.0,,1.0,5.0,7.0,,2.0,,,,,26.0,15.0,6.5,7.0,,"{'original': 6.5, 'alternative': 6.7}",1,-0.1,0.06,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,5,3,2,1,62.5,,,50.0,,1.0,2.0,4.0,4.0,,,,,,2.0,,,,3.0,,1.0,-0.06,2.0,1.0,1.0,,,,,,,
