match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,aerialWon,duelLost,duelWon,challengeLost,dispossessed,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,keyPass,outfielderBlock,fouls,aerialLost,onTargetScoringAttempt,wasFouled,shotValueNormalized,totalContest,wonContest,shotOffTarget,accurateCross,bigChanceCreated,blockedScoringAttempt,goals,bigChanceMissed,totalOffside,punches
14015423,home,5148,FK Čukarički,1392796,Milan Đoković,milan-dokovic,D,26,True,,,,,0.0,,,,,1.0,,,,,,8.0,5.0,7.1,1.0,,"{'original': 7.1, 'alternative': 6.7}",0,,,0.2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,3,2,,,,,,,,2.0,3.0,2.0,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
14015423,home,5148,FK Čukarički,976131,Andreja Stojanović,andreja-stojanovic,D,3,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015423,home,5148,FK Čukarički,1967206,Jovan Vojnović,jovan-vojnovic,D,2,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015423,home,5148,FK Čukarički,1515308,Godswill Vadze,godswill-vadze,F,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015423,home,270973,FK Čukarički,814301,Slavoljub Srnić,slavoljub-srnic,M,55,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015423,home,362051,FK Čukarički,1165845,Ognjen Abramušić,ognjen-abramusic,M,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015423,home,5148,FK Čukarički,804183,Milan Pavkov,milan-pavkov,F,50,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015423,home,5148,FK Čukarički,1165958,Lazar Kaličanin,lazar-kalicanin,G,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015423,away,36967,FK Spartak Subotica,1049522,Aleksandar Vulić,aleksandar-vulic,G,1,False,20.0,12.0,11.0,3.0,0.0,10.0,12.0,2.0,8.0,1.0,8.0,2.0,5.0,,,90.0,31.0,6.4,8.0,0.5704,"{'original': 6.4, 'alternative': 6.7}",0,-0.07,-0.04,-0.13,0.32,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,60.0,27.27272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
14015423,away,36967,FK Spartak Subotica,949370,Yohan Bilingi,bilingi-yohan,D,28,False,35.0,26.0,3.0,,0.0,14.0,16.0,12.0,19.0,3.0,7.0,,,,,90.0,61.0,6.7,16.0,,"{'original': 6.7, 'alternative': 7}",1,-0.05,0.58,-0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,5,1,74.28571428571429,,50.0,,,2.0,1.0,3.0,6.0,,,1.0,3.0,2.0,3.0,1.0,,1.0,2.0,,2.0,-0.61,1.0,,,1.0,,1.0,,,,
14015423,away,36967,FK Spartak Subotica,1104740,Luka Subotić,luka-subotic,D,15,False,53.0,41.0,15.0,7.0,0.0,26.0,32.0,15.0,21.0,9.0,3.0,,,,,90.0,67.0,7.0,13.0,,"{'original': 7, 'alternative': 6.8}",0,0.25,0.05,-0.22,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,7,4,2,2,77.35849056603774,46.666666666666664,,,,1.0,4.0,5.0,6.0,1.0,,1.0,1.0,,,1.0,,1.0,3.0,,1.0,,,,,,,,,,,
14015423,away,36967,FK Spartak Subotica,1489498,Danijel Kolaric,danijel-kolaric,D,16,False,36.0,24.0,11.0,3.0,0.0,16.0,18.0,8.0,18.0,4.0,3.0,,,,,90.0,55.0,6.4,13.0,,"{'original': 6.4, 'alternative': 6.8}",0,0.18,0.03,-0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,12,6,4,2,66.66666666666666,27.27272727272727,,,,1.0,3.0,11.0,7.0,1.0,,1.0,4.0,3.0,,,1.0,1.0,9.0,,,,,,,,,,,,,
14015423,away,36967,FK Spartak Subotica,913382,Vladimir Vitorović,vladimir-vitorovic,D,3,False,52.0,41.0,7.0,3.0,0.0,19.0,25.0,22.0,27.0,2.0,6.0,,,,,90.0,87.0,6.1,22.0,,"{'original': 6.1, 'alternative': 6.9}",3,0.05,0.18,-0.38,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,7,6,2,4,78.84615384615384,42.857142857142854,14.285714285714285,50.0,,7.0,3.0,8.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,,,1.0,4.0,,,-0.36,2.0,1.0,3.0,1.0,,,,,,
14015423,away,36967,FK Spartak Subotica,1030841,Leonardo Antonio,leonardo-antonio,M,27,False,50.0,42.0,7.0,5.0,0.0,25.0,30.0,17.0,20.0,2.0,10.0,,,,,78.0,61.0,7.0,10.0,,"{'original': 7, 'alternative': 6.8}",0,0.25,0.02,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,1,2,84.0,71.42857142857143,,,,,2.0,2.0,3.0,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,
14015423,away,37064,FK Spartak Subotica,1094065,Eldar Mehmedović,eldar-mehmedovic,M,44,False,32.0,30.0,4.0,4.0,0.0,14.0,15.0,16.0,17.0,1.0,2.0,,,,,59.0,45.0,6.6,9.0,,"{'original': 6.6, 'alternative': 6.4}",1,0.06,0.19,-0.2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,3,9,2,7,93.75,100.0,,,,,2.0,8.0,4.0,3.0,1.0,,,,4.0,,,1.0,1.0,,2.0,-0.11,2.0,,1.0,,,,,,,
14015423,away,201203,FK Spartak Subotica,1147543,Stefan Stojanović,stefan-stojanovic,M,7,False,19.0,12.0,2.0,,0.0,3.0,6.0,9.0,13.0,,2.0,,,,,59.0,38.0,6.3,17.0,,"{'original': 6.3, 'alternative': 6.5}",3,0.16,0.0,-0.12,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,3,5,63.1578947368421,,,33.33333333333333,,,1.0,6.0,4.0,1.0,1.0,,1.0,1.0,7.0,,,1.0,1.0,1.0,1.0,-0.39,3.0,1.0,1.0,,,1.0,,,,
14015423,away,301263,FK Spartak Subotica,1424448,Veljko Jocić,veljko-jocic,M,14,False,21.0,15.0,1.0,1.0,0.0,6.0,9.0,9.0,12.0,1.0,4.0,,,,,58.0,34.0,6.7,10.0,,"{'original': 6.7, 'alternative': 6.6}",0,0.03,0.07,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,2,2,71.42857142857143,100.0,,100.0,,2.0,2.0,2.0,4.0,1.0,,,,,2.0,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
14015423,away,36967,FK Spartak Subotica,1063371,Stefan Tomović,stefan-tomovic,M,70,False,32.0,23.0,4.0,2.0,0.0,5.0,7.0,18.0,25.0,1.0,5.0,,,,,70.0,50.0,6.1,20.0,,"{'original': 6.1, 'alternative': 6.3}",0,-0.29,0.28,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,1,6,71.875,50.0,40.0,,,5.0,,6.0,1.0,1.0,1.0,,,,2.0,1.0,,,,,1.0,,4.0,,,2.0,,,,,,
14015423,away,36967,FK Spartak Subotica,997194,Ilija Babić,ilija-babic,F,21,False,21.0,19.0,,,0.0,2.0,2.0,17.0,19.0,,,,,,,90.0,38.0,7.6,10.0,,"{'original': 7.6, 'alternative': 7.8}",1,-0.28,0.01,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,7,4,90.47619047619048,,,100.0,,,,6.0,7.0,,3.0,,3.0,2.0,5.0,2.0,,1.0,2.0,1.0,2.0,0.51,2.0,2.0,,,,,1.0,,1.0,
14015423,away,36967,FK Spartak Subotica,1981794,Aleksa Trajković,aleksa-trajkovic,M,17,True,9.0,7.0,,,0.0,3.0,3.0,4.0,6.0,,1.0,,,,,32.0,16.0,7.1,3.0,,"{'original': 7.1, 'alternative': 7}",0,0.1,0.04,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,5,1,77.77777777777779,,,,,1.0,2.0,2.0,7.0,,,,2.0,2.0,,1.0,,1.0,1.0,,3.0,,,,,,,,,,,
14015423,away,6147,FK Spartak Subotica,1018513,José Mulato,jose-mulato,F,9,True,9.0,8.0,1.0,1.0,0.0,5.0,5.0,3.0,4.0,,1.0,,,,,31.0,16.0,6.6,4.0,,"{'original': 6.6, 'alternative': 6.5}",1,-0.01,0.07,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,1,1,88.88888888888889,100.0,,50.0,,,1.0,2.0,2.0,,,,,,2.0,,,,1.0,,,0.0,2.0,1.0,,,,1.0,,,1.0,
14015423,away,36967,FK Spartak Subotica,1649511,Francis Ebuka Nwokeabia,francis-ebuka-nwokeabia,M,6,True,15.0,9.0,8.0,3.0,1.0,2.0,2.0,7.0,13.0,,5.0,,,,,31.0,23.0,6.5,13.0,,"{'original': 6.5, 'alternative': 6.4}",0,0.4,0.03,-0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,1,6,60.0,37.5,,,,,,6.0,1.0,2.0,1.0,,,,4.0,1.0,,1.0,,,1.0,,2.0,,,,1.0,,,,,
14015423,away,25736,FK Spartak Subotica,944503,Luka Bijelović,luka-bijelovic,F,10,True,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,1.0,,,,,20.0,10.0,6.5,4.0,,"{'original': 6.5, 'alternative': 6.5}",0,-0.03,0.16,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,2,3,100.0,,,100.0,,,,3.0,2.0,,3.0,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,
14015423,away,36967,FK Spartak Subotica,54775,Nemanja Milunović,nemanja-milunovic,D,19,True,18.0,12.0,7.0,2.0,0.0,7.0,7.0,5.0,11.0,1.0,3.0,,,,,12.0,23.0,7.1,7.0,,"{'original': 7.1, 'alternative': 6.9}",0,0.06,0.02,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,5,0,0,0,66.66666666666666,28.57142857142857,,,,,4.0,1.0,4.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,
14015423,away,36967,FK Spartak Subotica,1166185,Marin Dulić,marin-dulic,G,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015423,away,36967,FK Spartak Subotica,1093730,Nemanja Krsmanović,nemanja-krsmanovic,D,49,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015423,away,36967,FK Spartak Subotica,1157899,Uroš Čejić,uros-cejic,F,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015423,away,241802,FK Spartak Subotica,1957203,Anđelko Pavlović,andjelko-pavlovic,F,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015423,away,36967,FK Spartak Subotica,124960,Muhamed Bešić,muhamed-besic,M,5,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015423,away,36967,FK Spartak Subotica,1518929,Nikola Tasić,nikola-tasic,M,50,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
