minute,value
0.0,0
1.0,9
2.0,15
3.0,50
4.0,36
5.0,-45
6.0,-22
7.0,-17
8.0,-8
9.0,7
10.0,7
11.0,-8
12.0,3
13.0,9
14.0,8
15.0,2
16.0,9
17.0,58
18.0,37
19.0,24
20.0,22
21.0,21
22.0,76
23.0,48
24.0,36
25.0,34
26.0,24
27.0,12
28.0,9
29.0,42
30.0,31
31.0,45
32.0,24
33.0,11
34.0,55
35.0,44
36.0,25
37.0,16
38.0,11
39.0,4
40.0,-84
41.0,-48
42.0,-23
43.0,-7
44.0,7
45.0,10
45.5,-40
46.0,44
47.0,68
48.0,100
49.0,68
50.0,33
51.0,13
52.0,7
53.0,8
54.0,6
55.0,7
56.0,6
57.0,-44
58.0,-28
59.0,-11
60.0,7
61.0,17
62.0,10
63.0,-9
64.0,5
65.0,7
66.0,8
67.0,2
68.0,3
69.0,-4
70.0,5
71.0,-4
72.0,-75
73.0,-39
74.0,-21
75.0,-12
76.0,-1
77.0,2
78.0,-34
79.0,-54
80.0,-31
81.0,-17
82.0,-4
83.0,2
84.0,1
85.0,2
86.0,3
87.0,48
88.0,30
89.0,15
90.0,16
90.5,50
