minute,value
0.0,0
1.0,3
2.0,4
3.0,27
4.0,19
5.0,12
6.0,5
7.0,10
8.0,12
9.0,15
10.0,22
11.0,18
12.0,13
13.0,6
14.0,62
15.0,45
16.0,25
17.0,18
18.0,4
19.0,4
20.0,13
21.0,36
22.0,-33
23.0,13
24.0,12
25.0,8
26.0,-108
27.0,-58
28.0,-34
29.0,-14
30.0,22
31.0,18
32.0,12
33.0,-9
34.0,2
35.0,7
36.0,5
37.0,9
38.0,8
39.0,-9
40.0,-2
41.0,2
42.0,32
43.0,20
44.0,19
45.0,38
45.5,-20
46.0,4
47.0,29
48.0,64
49.0,45
50.0,23
51.0,15
52.0,8
53.0,28
54.0,22
55.0,20
56.0,8
57.0,6
58.0,58
59.0,35
60.0,22
61.0,74
62.0,46
63.0,59
64.0,47
65.0,34
66.0,100
67.0,70
68.0,41
69.0,25
70.0,21
71.0,7
72.0,-4
73.0,-30
74.0,-16
75.0,-9
76.0,-4
77.0,2
78.0,84
79.0,52
80.0,27
81.0,18
82.0,12
83.0,7
84.0,1
85.0,-9
86.0,-5
87.0,-57
88.0,-34
89.0,-24
90.0,-23
90.5,-45
