minute,value
1.0,2
2.0,3
3.0,-12
4.0,-8
5.0,-9
6.0,-11
7.0,-12
8.0,-12
9.0,-21
10.0,-29
11.0,-31
12.0,-16
13.0,-8
14.0,-27
15.0,-67
16.0,-46
17.0,-43
18.0,-43
19.0,-34
20.0,-23
21.0,-68
22.0,-42
23.0,-9
24.0,-11
25.0,-43
26.0,-27
27.0,-46
28.0,-27
29.0,-37
30.0,-43
31.0,-14
32.0,29
33.0,12
34.0,39
35.0,33
36.0,25
37.0,9
38.0,1
39.0,-14
40.0,-17
41.0,-3
42.0,-66
43.0,-45
44.0,-39
45.0,-87
45.5,-6
46.0,-6
47.0,-29
48.0,-30
49.0,-31
50.0,-18
51.0,15
52.0,-9
53.0,-3
54.0,2
55.0,-8
56.0,-7
57.0,12
58.0,5
59.0,2
60.0,-26
61.0,-14
62.0,-6
63.0,-2
64.0,-1
65.0,-2
66.0,15
67.0,7
68.0,-36
69.0,-30
70.0,-24
71.0,-16
72.0,-16
73.0,-13
74.0,-13
75.0,-60
76.0,-33
77.0,-37
78.0,-17
79.0,37
80.0,35
81.0,39
82.0,13
83.0,8
84.0,1
85.0,4
86.0,34
87.0,25
88.0,7
89.0,-56
90.0,-38
90.5,-45
