minute,value
0.0,0
1.0,12
2.0,-69
3.0,-37
4.0,-21
5.0,-1
6.0,17
7.0,52
8.0,30
9.0,20
10.0,13
11.0,8
12.0,18
13.0,17
14.0,16
15.0,11
16.0,8
17.0,5
18.0,9
19.0,26
20.0,47
21.0,55
22.0,4
23.0,-49
24.0,-59
25.0,-31
26.0,52
27.0,18
28.0,-39
29.0,-42
30.0,-40
31.0,-26
32.0,-14
33.0,7
34.0,6
35.0,12
36.0,9
37.0,-23
38.0,-10
39.0,-4
40.0,48
41.0,34
42.0,19
43.0,18
44.0,13
45.0,-43
45.5,-25
46.0,-4
47.0,47
48.0,99
49.0,55
50.0,35
51.0,28
52.0,55
53.0,24
54.0,11
55.0,4
56.0,14
57.0,2
58.0,-34
59.0,-17
60.0,-3
61.0,23
62.0,25
63.0,20
64.0,19
65.0,13
66.0,9
67.0,7
68.0,41
69.0,26
70.0,18
71.0,18
72.0,13
73.0,17
74.0,47
75.0,70
76.0,68
77.0,73
78.0,45
79.0,16
80.0,3
81.0,2
82.0,12
83.0,9
84.0,-18
85.0,-11
86.0,12
87.0,20
88.0,32
89.0,45
90.0,32
90.5,15
