minute,value
1.0,-5
2.0,27
3.0,20
4.0,17
5.0,-25
6.0,-39
7.0,-25
8.0,-32
9.0,-28
10.0,-19
11.0,-21
12.0,-9
13.0,-14
14.0,-15
15.0,-45
16.0,-5
17.0,-1
18.0,41
19.0,19
20.0,10
21.0,-13
22.0,-8
23.0,-6
24.0,9
25.0,9
26.0,6
27.0,10
28.0,19
29.0,23
30.0,43
31.0,25
32.0,14
33.0,3
34.0,-3
35.0,-21
36.0,-24
37.0,-16
38.0,28
39.0,9
40.0,5
41.0,15
42.0,6
43.0,-4
44.0,14
45.0,-16
45.5,-35
46.0,-4
47.0,-2
48.0,6
49.0,-4
50.0,27
51.0,13
52.0,-8
53.0,-14
54.0,-48
55.0,-47
56.0,-100
57.0,-84
58.0,-55
59.0,-35
60.0,-27
61.0,-15
62.0,11
63.0,21
64.0,1
65.0,-15
66.0,20
67.0,9
68.0,28
69.0,15
70.0,7
71.0,-28
72.0,-11
73.0,-11
74.0,-37
75.0,-1
76.0,-3
77.0,-3
78.0,-5
79.0,87
80.0,65
81.0,32
82.0,20
83.0,-18
84.0,-29
85.0,-63
86.0,-43
87.0,-45
88.0,-32
89.0,-21
90.0,-16
90.5,-31
