player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Filip Matijašević', 'firstName': 'Filip Matijasevic', 'slug': 'filip-matijasevic', 'shortName': 'F. Matijašević', 'position': 'M', 'jerseyNumber': '22', 'userCount': 97, 'gender': 'M', 'id': 1981976, 'fieldTranslations': {'nameTranslation': {'ar': 'فيليب ماتيياشيفيتش'}, 'shortNameTranslation': {'ar': 'ف. ماتيياشيفيتش'}}}",False,goal,regular,assisted,"{'x': 18.4, 'y': 51, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.3, 'z': 4.4}","{'name': 'Vladimir Stojković', 'slug': 'vladimir-stojkovic', 'shortName': 'V. Stojković', 'position': 'G', 'jerseyNumber': '28', 'userCount': 230, 'gender': 'M', 'id': 13691, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير ستويكوفيتش', 'bn': 'ভ্লাদিমির স্টোজকোভিচ', 'hi': 'व्लादिमीर स्टोजकोविच'}, 'shortNameTranslation': {'ar': 'ف. ستويكوفيتش', 'bn': 'ভি. স্টোজকোভিচ', 'hi': 'वी. स्टोजकोविच'}}}",6367983,90,4.0,5598,"{'start': {'x': 51, 'y': 18.4}, 'end': {'x': 45.7, 'y': 0}, 'goal': {'x': 45.7, 'y': 95.6}}",1,702,198,shot,
"{'name': 'Aboubacar Cisse', 'slug': 'aboubacar-cisse', 'shortName': 'A. Cisse', 'position': 'M', 'jerseyNumber': '20', 'userCount': 30, 'gender': 'M', 'id': 1446160, 'fieldTranslations': {'nameTranslation': {'ar': 'أبوبكر سيسي'}, 'shortNameTranslation': {'ar': 'أ. سيسي'}}}",False,miss,,assisted,"{'x': 4.5, 'y': 48.7, 'z': 0}",head,high-right,"{'x': 0, 'y': 35.3, 'z': 63.9}","{'name': 'Vladimir Stojković', 'slug': 'vladimir-stojkovic', 'shortName': 'V. Stojković', 'position': 'G', 'jerseyNumber': '28', 'userCount': 230, 'gender': 'M', 'id': 13691, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير ستويكوفيتش', 'bn': 'ভ্লাদিমির স্টোজকোভিচ', 'hi': 'व्लादिमीर स्टोजकोविच'}, 'shortNameTranslation': {'ar': 'ف. ستويكوفيتش', 'bn': 'ভি. স্টোজকোভিচ', 'hi': 'वी. स्टोजकोविच'}}}",6367946,84,,5011,"{'start': {'x': 48.7, 'y': 4.5}, 'end': {'x': 64.7, 'y': 0}, 'goal': {'x': 64.7, 'y': 36.1}}",7,389,2311,shot,
"{'name': 'Aboubacar Cisse', 'slug': 'aboubacar-cisse', 'shortName': 'A. Cisse', 'position': 'M', 'jerseyNumber': '20', 'userCount': 30, 'gender': 'M', 'id': 1446160, 'fieldTranslations': {'nameTranslation': {'ar': 'أبوبكر سيسي'}, 'shortNameTranslation': {'ar': 'أ. سيسي'}}}",False,miss,,assisted,"{'x': 12.7, 'y': 62.4, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.3, 'z': 31.9}","{'name': 'Vladimir Stojković', 'slug': 'vladimir-stojkovic', 'shortName': 'V. Stojković', 'position': 'G', 'jerseyNumber': '28', 'userCount': 230, 'gender': 'M', 'id': 13691, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير ستويكوفيتش', 'bn': 'ভ্লাদিমির স্টোজকোভিচ', 'hi': 'व्लादिमीर स्टोजकोविच'}, 'shortNameTranslation': {'ar': 'ف. ستويكوفيتش', 'bn': 'ভি. স্টোজকোভিচ', 'hi': 'वी. स्टोजकोविच'}}}",6367931,81,,4858,"{'start': {'x': 62.4, 'y': 12.7}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 68.1}}",10,542,2158,shot,
"{'name': 'Ester Sokler', 'slug': 'sokler-ester', 'shortName': 'E. Sokler', 'position': 'F', 'jerseyNumber': '19', 'userCount': 203, 'gender': 'M', 'id': 862199, 'fieldTranslations': {'nameTranslation': {'ar': 'سوكلير، إيستر', 'bn': 'সোক্লার, এস্টার', 'hi': 'सोक्लर, एस्टर'}, 'shortNameTranslation': {'ar': 'س. إيستر', 'bn': 'ই. সোক্লার', 'hi': 'ई. सोक्लर'}}}",True,miss,,set-piece,"{'x': 7.6, 'y': 41.7, 'z': 0}",right-foot,right,"{'x': 0, 'y': 39.2, 'z': 22.2}","{'name': 'Nikola Mirković', 'slug': 'nikola-mirkovic', 'shortName': 'N. Mirković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 29, 'gender': 'M', 'id': 792127, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا ميركوفيتش'}, 'shortNameTranslation': {'ar': 'ن. ميركوفيتش'}}}",6367928,79,,4707,"{'start': {'x': 41.7, 'y': 7.6}, 'end': {'x': 60.8, 'y': 0}, 'goal': {'x': 60.8, 'y': 77.8}}",12,693,2007,shot,
"{'name': 'Kilian Bevis', 'firstName': '', 'lastName': '', 'slug': 'kilian-bevis', 'shortName': 'K. Bevis', 'position': 'M', 'jerseyNumber': '10', 'userCount': 127, 'gender': 'M', 'id': 1005356, 'fieldTranslations': {'nameTranslation': {'ar': 'كيليان بيفيس'}, 'shortNameTranslation': {'ar': 'ك. بيفيس'}}}",True,save,,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.6, 'z': 18.4}","{'name': 'Nikola Mirković', 'slug': 'nikola-mirkovic', 'shortName': 'N. Mirković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 29, 'gender': 'M', 'id': 792127, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا ميركوفيتش'}, 'shortNameTranslation': {'ar': 'ن. ميركوفيتش'}}}",6367927,79,,4703,"{'start': {'x': 50, 'y': 11.5}, 'block': {'x': 50.7, 'y': 0.59999999999999}, 'end': {'x': 48.4, 'y': 0}, 'goal': {'x': 48.4, 'y': 81.6}}",12,697,2003,shot,"{'x': 0.59999999999999, 'y': 50.7, 'z': 0}"
"{'name': 'Ester Sokler', 'slug': 'sokler-ester', 'shortName': 'E. Sokler', 'position': 'F', 'jerseyNumber': '19', 'userCount': 203, 'gender': 'M', 'id': 862199, 'fieldTranslations': {'nameTranslation': {'ar': 'سوكلير، إيستر', 'bn': 'সোক্লার, এস্টার', 'hi': 'सोक्लर, एस्टर'}, 'shortNameTranslation': {'ar': 'س. إيستر', 'bn': 'ই. সোক্লার', 'hi': 'ई. सोक्लर'}}}",True,goal,regular,fast-break,"{'x': 12.8, 'y': 57.5, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 49.6, 'z': 20.3}","{'name': 'Nikola Mirković', 'slug': 'nikola-mirkovic', 'shortName': 'N. Mirković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 29, 'gender': 'M', 'id': 792127, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا ميركوفيتش'}, 'shortNameTranslation': {'ar': 'ن. ميركوفيتش'}}}",6367924,74,,4428,"{'start': {'x': 57.5, 'y': 12.8}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 79.7}}",17,972,1728,shot,
"{'name': 'Lazar Tufegdžić', 'slug': 'lazar-tufegdzic', 'shortName': 'L. Tufegdžić', 'position': 'M', 'jerseyNumber': '7', 'userCount': 48, 'gender': 'M', 'id': 834586, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار توفغدزيك', 'bn': 'লাজার তুফেগজিচ', 'hi': 'लज़ार तुफेग्दज़िक'}, 'shortNameTranslation': {'ar': 'ل. توفغدزيك', 'bn': 'এল. তুফেগজিচ', 'hi': 'एल. तुफेग्दज़िक'}}}",False,save,,regular,"{'x': 9.1, 'y': 44.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 5.7}","{'name': 'Vladimir Stojković', 'slug': 'vladimir-stojkovic', 'shortName': 'V. Stojković', 'position': 'G', 'jerseyNumber': '28', 'userCount': 230, 'gender': 'M', 'id': 13691, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير ستويكوفيتش', 'bn': 'ভ্লাদিমির স্টোজকোভিচ', 'hi': 'व्लादिमीर स्टोजकोविच'}, 'shortNameTranslation': {'ar': 'ف. ستويكوفيتش', 'bn': 'ভি. স্টোজকোভিচ', 'hi': 'वी. स्टोजकोविच'}}}",6367922,72,,4312,"{'start': {'x': 44.6, 'y': 9.1}, 'block': {'x': 45.3, 'y': 7.1}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 94.3}}",19,1088,1612,shot,"{'x': 7.1, 'y': 45.3, 'z': 0}"
"{'name': 'Tomislav Dadić', 'slug': 'tomislav-dadic', 'shortName': 'T. Dadić', 'position': 'D', 'jerseyNumber': '50', 'userCount': 57, 'gender': 'M', 'id': 978293, 'fieldTranslations': {'nameTranslation': {'ar': 'توميسلاف داديتش'}, 'shortNameTranslation': {'ar': 'ت. داديتش'}}}",True,save,,assisted,"{'x': 9.7, 'y': 31.7, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 53.8, 'z': 28.5}","{'name': 'Nikola Mirković', 'slug': 'nikola-mirkovic', 'shortName': 'N. Mirković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 29, 'gender': 'M', 'id': 792127, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا ميركوفيتش'}, 'shortNameTranslation': {'ar': 'ن. ميركوفيتش'}}}",6367920,71,,4235,"{'start': {'x': 31.7, 'y': 9.7}, 'block': {'x': 44.9, 'y': 0.099999999999994}, 'end': {'x': 46.2, 'y': 0}, 'goal': {'x': 46.2, 'y': 71.5}}",20,1165,1535,shot,"{'x': 0.099999999999994, 'y': 44.9, 'z': 0}"
"{'name': 'Kilian Bevis', 'firstName': '', 'lastName': '', 'slug': 'kilian-bevis', 'shortName': 'K. Bevis', 'position': 'M', 'jerseyNumber': '10', 'userCount': 127, 'gender': 'M', 'id': 1005356, 'fieldTranslations': {'nameTranslation': {'ar': 'كيليان بيفيس'}, 'shortNameTranslation': {'ar': 'ك. بيفيس'}}}",True,block,,fast-break,"{'x': 12.3, 'y': 35.4, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.2, 'z': 19}","{'name': 'Nikola Mirković', 'slug': 'nikola-mirkovic', 'shortName': 'N. Mirković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 29, 'gender': 'M', 'id': 792127, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا ميركوفيتش'}, 'shortNameTranslation': {'ar': 'ن. ميركوفيتش'}}}",6367919,71,,4229,"{'start': {'x': 35.4, 'y': 12.3}, 'block': {'x': 51.3, 'y': 1.6}, 'end': {'x': 53.8, 'y': 0}, 'goal': {'x': 53.8, 'y': 81}}",20,1171,1529,shot,"{'x': 1.6, 'y': 51.3, 'z': 0}"
"{'name': 'Louay Ben Hassine', 'slug': 'louay-ben-hassine', 'shortName': 'L. B. Hassine', 'position': 'M', 'jerseyNumber': '99', 'userCount': 214, 'gender': 'M', 'id': 1000815, 'fieldTranslations': {'nameTranslation': {'ar': 'لؤي بن حسين'}, 'shortNameTranslation': {'ar': 'ل. حسين'}}}",True,save,,assisted,"{'x': 17.8, 'y': 46.8, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 12}","{'name': 'Nikola Mirković', 'slug': 'nikola-mirkovic', 'shortName': 'N. Mirković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 29, 'gender': 'M', 'id': 792127, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا ميركوفيتش'}, 'shortNameTranslation': {'ar': 'ن. ميركوفيتش'}}}",6367917,67,,3996,"{'start': {'x': 46.8, 'y': 17.8}, 'block': {'x': 51.4, 'y': 0.59999999999999}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 88}}",24,1404,1296,shot,"{'x': 0.59999999999999, 'y': 51.4, 'z': 0}"
