minute,value
1.0,-4
2.0,-1
3.0,49
4.0,31
5.0,25
6.0,17
7.0,13
8.0,-25
9.0,-12
10.0,-6
11.0,-3
12.0,-1
13.0,-5
14.0,31
15.0,-20
16.0,-2
17.0,-6
18.0,-23
19.0,-5
20.0,7
21.0,10
22.0,13
23.0,11
24.0,8
25.0,6
26.0,55
27.0,15
28.0,11
29.0,14
30.0,71
31.0,46
32.0,36
33.0,25
34.0,26
35.0,23
36.0,16
37.0,17
38.0,13
39.0,10
40.0,8
41.0,12
42.0,10
43.0,-23
44.0,-28
45.0,-100
45.5,75
46.0,9
47.0,15
48.0,-77
49.0,-38
50.0,-20
51.0,13
52.0,3
53.0,11
54.0,15
55.0,17
56.0,28
57.0,25
58.0,24
59.0,7
60.0,33
61.0,27
62.0,-37
63.0,14
64.0,10
65.0,8
66.0,8
67.0,-112
68.0,-60
69.0,-20
70.0,-4
71.0,9
72.0,17
73.0,14
74.0,6
75.0,12
76.0,21
77.0,61
78.0,45
79.0,96
80.0,81
81.0,56
82.0,34
83.0,29
84.0,22
85.0,-56
86.0,-19
87.0,-8
88.0,10
89.0,-21
90.0,-3
90.5,125
