minute,value
0.0,0
1.0,-15
2.0,-52
3.0,-41
4.0,-28
5.0,-20
6.0,-11
7.0,4
8.0,1
9.0,-1
10.0,-6
11.0,-65
12.0,-35
13.0,-21
14.0,-18
15.0,40
16.0,48
17.0,28
18.0,22
19.0,98
20.0,55
21.0,21
22.0,-66
23.0,-8
24.0,-8
25.0,-6
26.0,40
27.0,21
28.0,10
29.0,5
30.0,3
31.0,30
32.0,17
33.0,14
34.0,8
35.0,49
36.0,62
37.0,61
38.0,30
39.0,-22
40.0,-12
41.0,-6
42.0,-12
43.0,-3
44.0,-7
45.0,-46
45.5,30
46.0,-32
47.0,29
48.0,-62
49.0,-40
50.0,-21
51.0,-7
52.0,39
53.0,23
54.0,53
55.0,5
56.0,-7
57.0,-12
58.0,-9
59.0,-10
60.0,-31
61.0,-24
62.0,-56
63.0,-35
64.0,-17
65.0,-35
66.0,-42
67.0,-48
68.0,29
69.0,-12
70.0,39
71.0,-27
72.0,-8
73.0,-9
74.0,-6
75.0,-9
76.0,-15
77.0,-15
78.0,-11
79.0,-9
80.0,-7
81.0,-50
82.0,-47
83.0,-30
84.0,-19
85.0,-100
86.0,-40
87.0,-20
88.0,-9
89.0,-88
90.0,-96
90.5,-90
