match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,bigChanceMissed,shotOffTarget,keyPass,blockedScoringAttempt,hitWoodwork,bigChanceCreated
14147389,home,6224,FK Sutjeska Nikšić,57363,Vladan Giljen,vladan-giljen,G,1,False,23.0,16.0,15.0,9.0,0.0,9.0,12.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,90.0,25.0,6.8,9.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,69.56521739130434,60.0,,,0.0,,,,,,,
14147389,home,6224,FK Sutjeska Nikšić,1030493,Aleksa Golubović,aleksa-golubovic,D,2,False,34.0,24.0,2.0,0.0,0.0,13.0,18.0,10.0,15.0,3.0,0.0,3.0,0.0,15.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,,,,,,90.0,46.0,6.3,12.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,3,18,6,12,70.58823529411765,0.0,0.0,100.0,,1.0,,,,,,
14147389,home,6224,FK Sutjeska Nikšić,138937,Boris Kopitović,boris-kopitovic,D,15,False,39.0,34.0,7.0,5.0,0.0,11.0,13.0,21.0,24.0,0.0,0.0,0.0,4.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90.0,50.0,7.1,8.0,0.42,0.0,"{'original': 7.1, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,4,10,3,7,87.17948717948718,71.42857142857143,,,,,1.0,2.0,,,,
14147389,home,6224,FK Sutjeska Nikšić,1063207,Radoš Dedić,rados-dedic,D,6,False,9.0,8.0,1.0,1.0,0.0,5.0,5.0,3.0,3.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,46.0,16.0,6.6,1.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,1,4,88.88888888888889,100.0,,,,,,,,,,
14147389,home,6224,FK Sutjeska Nikšić,1000770,Andrija Ražnatović,andrija-raznatovic,D,22,False,39.0,29.0,4.0,3.0,0.0,6.0,9.0,21.0,26.0,3.0,0.0,2.0,0.0,17.0,3.0,5.0,2.0,1.0,0.0,0.0,3.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,,,,,,90.0,57.0,6.5,18.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,2,18,3,15,74.35897435897436,75.0,0.0,50.0,,2.0,,,,,,
14147389,home,6224,FK Sutjeska Nikšić,836566,Aleksandar Šćekić,aleksandar-scekic,M,55,False,56.0,38.0,3.0,2.0,0.0,12.0,20.0,22.0,30.0,1.0,0.0,4.0,1.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,90.0,63.0,7.0,19.0,0.1,0.02,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,5,6,1,5,67.85714285714286,66.66666666666666,0.0,,,,,1.0,1.0,,,
14147389,home,6224,FK Sutjeska Nikšić,1381358,Petar Aničić,petar-anicic,M,9,False,17.0,11.0,0.0,0.0,0.0,3.0,3.0,7.0,12.0,3.0,0.0,1.0,0.0,8.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,,,,,,46.0,32.0,6.8,10.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,1,13,6,7,64.70588235294117,,0.0,100.0,,1.0,,,,,,
14147389,home,6224,FK Sutjeska Nikšić,1479109,Marko Simun,marko-simun,M,19,False,47.0,35.0,7.0,3.0,0.0,9.0,10.0,25.0,36.0,0.0,0.0,2.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,,,,,,79.0,62.0,7.7,16.0,0.0,0.49,"{'original': 7.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,3,14,8,6,74.46808510638297,42.857142857142854,,,,,,,3.0,,,
14147389,home,6224,FK Sutjeska Nikšić,1896811,Medo Juković,medo-jukovic,M,88,False,43.0,29.0,3.0,1.0,0.0,8.0,10.0,21.0,33.0,2.0,1.0,2.0,0.0,11.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,,,,,,90.0,68.0,6.4,19.0,0.26,0.0,"{'original': 6.4, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,2,14,5,9,67.44186046511628,33.33333333333333,50.0,0.0,,1.0,,,1.0,2.0,,
14147389,home,6224,FK Sutjeska Nikšić,172957,Vasko Kalezić,vasko-kalezic,M,70,False,16.0,8.0,2.0,0.0,0.0,5.0,8.0,3.0,8.0,3.0,1.0,1.0,0.0,3.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,46.0,26.0,6.9,10.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,5,2,50.0,0.0,33.33333333333333,100.0,,,,1.0,,,,
