match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,bigChanceMissed,shotOffTarget,keyPass,blockedScoringAttempt,hitWoodwork,bigChanceCreated
14147389,home,5160,FK Sutjeska Nikšić,878422,Nikola Furtula,nikola-furtula,F,89,False,18.0,13.0,0.0,0.0,0.0,5.0,5.0,8.0,12.0,0.0,0.0,7.0,4.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,,,,,,69.0,30.0,6.9,16.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,11,7,3,4,72.22222222222221,,,,,1.0,,,,,,
14147389,home,6224,FK Sutjeska Nikšić,1423507,Bojan Damjanović,bojan-damjanovic,D,91,True,29.0,27.0,0.0,0.0,0.0,12.0,13.0,15.0,16.0,0.0,0.0,0.0,1.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,44.0,39.0,6.5,3.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,1,10,3,7,93.10344827586206,,,,,1.0,,,,,,
14147389,home,5160,FK Sutjeska Nikšić,795912,Aleksandar Desančić,aleksandar-desancic,M,3,True,30.0,20.0,3.0,1.0,0.0,2.0,5.0,18.0,25.0,3.0,1.0,1.0,0.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,44.0,48.0,6.8,11.0,0.08,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,4,5,66.66666666666666,33.33333333333333,33.33333333333333,100.0,,1.0,,1.0,,,1.0,
14147389,home,6224,FK Sutjeska Nikšić,962100,Vasilije Cavor,vasilije-cavor,M,24,True,26.0,19.0,0.0,0.0,0.0,6.0,7.0,13.0,19.0,4.0,2.0,0.0,0.0,5.0,7.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,44.0,40.0,7.2,8.0,0.0,0.08,"{'original': 7.2, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,0,12,7,5,73.07692307692307,,50.0,100.0,,,,,1.0,1.0,,
14147389,home,6224,FK Sutjeska Nikšić,1030465,Balša Tošković,balsa-toskovic,F,10,True,10.0,8.0,0.0,0.0,0.0,1.0,2.0,7.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.0,12.0,6.4,5.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,80.0,,,0.0,,,,,,,,
14147389,home,315641,FK Sutjeska Nikšić,1134549,Mamadou Camara,mamadou-camara,M,27,True,11.0,8.0,0.0,0.0,0.0,4.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11.0,15.0,6.7,5.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,72.72727272727273,,,,,,,,,,,
14147389,home,6224,FK Sutjeska Nikšić,1032030,Stojan Vukčević,stojan-vukcevic,G,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147389,home,6224,FK Sutjeska Nikšić,1005621,Ognjen Đinović,ognjen-dinovic,D,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147389,home,456482,FK Sutjeska Nikšić,1606671,Todor Miljanić,todor-miljanic,D,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147389,home,6224,FK Sutjeska Nikšić,1030470,Marko Đukanović,marko-dukanovic,D,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147389,away,36019,FK Mornar Bar,1498808,Vasilije Stojanović,vasilije-stojanovic,G,13,False,21.0,19.0,9.0,7.0,0.0,16.0,16.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,23.0,6.9,3.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,90.47619047619048,77.77777777777779,,,0.0,,,,,,,
14147389,away,36019,FK Mornar Bar,1392904,Velimir Ljutica,velimir-ljutica,D,32,False,31.0,19.0,4.0,3.0,0.0,13.0,16.0,6.0,15.0,4.0,1.0,1.0,2.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,84.0,38.0,7.4,12.0,0.0,0.35,"{'original': 7.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,4,6,61.29032258064516,75.0,25.0,,,,,,1.0,,,1.0
14147389,away,36019,FK Mornar Bar,189001,Jovan Baošić,jovan-baosic,D,15,False,38.0,23.0,7.0,1.0,0.0,15.0,23.0,6.0,12.0,1.0,1.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.0,53.0,7.4,16.0,0.16,0.0,"{'original': 7.4, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,7,4,2,2,60.526315789473685,14.285714285714285,100.0,,,,,1.0,,1.0,1.0,
14147389,away,36019,FK Mornar Bar,286837,Ilija Martinović,ilija-martinovic,D,25,False,54.0,44.0,8.0,3.0,0.0,31.0,34.0,12.0,15.0,0.0,0.0,1.0,4.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,90.0,62.0,7.3,11.0,0.0,0.0,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,5,7,2,5,81.48148148148148,37.5,,,,,,,,,,
14147389,away,36019,FK Mornar Bar,171431,Nikola Stijepović,nikola-stijepovic,D,33,False,51.0,37.0,12.0,5.0,0.0,17.0,25.0,19.0,25.0,4.0,2.0,1.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,90.0,61.0,7.3,21.0,0.02,0.0,"{'original': 7.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,2,7,72.54901960784314,41.66666666666667,50.0,,,,,1.0,,,,
14147389,away,36019,FK Mornar Bar,894450,Yann Michael Yao,yann-michael-yao,M,11,False,25.0,17.0,3.0,2.0,1.0,9.0,10.0,7.0,13.0,1.0,0.0,1.0,3.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,58.0,32.0,6.8,14.0,0.0,0.16,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,4,10,3,7,68.0,66.66666666666666,0.0,,,2.0,,,1.0,,,
14147389,away,36019,FK Mornar Bar,843005,Marko Đurišić,marko-durisic,M,8,False,45.0,34.0,5.0,3.0,0.0,18.0,22.0,16.0,23.0,2.0,0.0,2.0,1.0,14.0,8.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,,,,,,79.0,60.0,6.9,15.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",22,3,19,7,12,75.55555555555556,60.0,0.0,100.0,,2.0,,,,,,
14147389,away,36019,FK Mornar Bar,94261,Andrija Kaluđerović,andrija-kaluderovic,M,4,False,55.0,46.0,2.0,0.0,0.0,20.0,22.0,23.0,27.0,0.0,0.0,1.0,1.0,14.0,6.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,4.0,21.0,7.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,,,,,,90.0,64.0,7.4,14.0,0.0,0.0,"{'original': 7.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,2,18,5,13,83.63636363636363,0.0,,100.0,,,,,,,,
14147389,away,36019,FK Mornar Bar,1002892,Balša Dubljević,balsa-dubljevic,M,23,False,37.0,34.0,3.0,2.0,0.0,14.0,14.0,20.0,22.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,58.0,50.0,7.3,6.0,0.05,0.0,"{'original': 7.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,1,2,91.8918918918919,66.66666666666666,,,,,,1.0,1.0,,,
14147389,away,36019,FK Mornar Bar,95583,Stefan Denković,stefan-denkovic,M,7,False,34.0,22.0,1.0,0.0,0.0,9.0,13.0,11.0,19.0,3.0,1.0,1.0,2.0,11.0,7.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,,,,,,84.0,66.0,8.0,19.0,0.27,0.43,"{'original': 8, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,3,15,5,10,64.70588235294117,0.0,33.33333333333333,66.66666666666666,,,,2.0,2.0,,,
14147389,away,36019,FK Mornar Bar,856483,Balša Sekulić,balsa-sekulic,F,9,False,21.0,18.0,0.0,0.0,0.0,5.0,5.0,12.0,15.0,1.0,0.0,3.0,0.0,16.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,,,,,90.0,42.0,6.6,9.0,0.65,0.04,"{'original': 6.6, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,3,17,4,13,85.71428571428571,,0.0,100.0,,2.0,1.0,2.0,1.0,,,
14147389,away,36019,FK Mornar Bar,1005622,Jovan Dašić,jovan-dasic,M,17,True,10.0,5.0,1.0,1.0,0.0,3.0,6.0,2.0,4.0,0.0,0.0,1.0,1.0,6.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32.0,18.0,6.7,7.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,2,5,50.0,100.0,,50.0,,,,,,,,
14147389,away,36019,FK Mornar Bar,154655,Darko Zorić,darko-zoric,M,18,True,12.0,10.0,1.0,0.0,0.0,5.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,32.0,24.0,7.1,4.0,0.18,0.06,"{'original': 7.1, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,3,3,83.33333333333334,0.0,,100.0,,,,2.0,1.0,1.0,,
14147389,away,36019,FK Mornar Bar,804419,Demir Skrijelj,demir-skrijelj,M,10,True,10.0,7.0,2.0,1.0,0.0,2.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,11.0,15.0,6.7,3.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,70.0,50.0,,100.0,,,,,,,,
14147389,away,36019,FK Mornar Bar,941133,Petar Vukčević,petar-vukcevic,D,19,True,6.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6.0,13.0,6.8,2.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,50.0,,0.0,100.0,,,,,,,,
14147389,away,36019,FK Mornar Bar,1404815,Matija Rovčanin,matija-rovcanin,M,21,True,6.0,4.0,0.0,0.0,0.0,,,3.0,5.0,2.0,1.0,1.0,0.0,2.0,6.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,6.0,16.0,7.8,3.0,0.06,0.14,"{'original': 7.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,6,1,66.66666666666666,,50.0,100.0,,,,,2.0,,,
14147389,away,1138707,FK Mornar Bar,2338052,Vučeta Čorić,vuceta-coric,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147389,away,6219,FK Mornar Bar,1030476,Alden Škrijelj,alden-skrijelj,M,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147389,away,36019,FK Mornar Bar,1484678,Vukas Dragović,vukas-dragovic,M,99,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
14147389,away,7727,FK Mornar Bar,1112732,Bojan Pavićević,bojan-pavicevic,F,97,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,
