minute,value
0.0,0
1.0,14
2.0,12
3.0,8
4.0,2
5.0,9
6.0,7
7.0,1
8.0,4
9.0,-3
10.0,23
11.0,26
12.0,48
13.0,-33
14.0,13
15.0,8
16.0,7
17.0,40
18.0,40
19.0,26
20.0,34
21.0,48
22.0,19
23.0,-42
24.0,-22
25.0,-12
26.0,-6
27.0,4
28.0,62
29.0,30
30.0,10
31.0,-33
32.0,-20
33.0,-100
34.0,-100
35.0,-58
36.0,-31
37.0,-17
38.0,14
39.0,10
40.0,3
41.0,-4
42.0,2
43.0,42
44.0,27
45.0,13
45.5,-55
46.0,-9
47.0,52
48.0,24
49.0,11
50.0,3
51.0,-74
52.0,-46
53.0,-21
54.0,-6
55.0,7
56.0,85
57.0,57
58.0,35
59.0,23
60.0,20
61.0,3
62.0,3
63.0,4
64.0,79
65.0,48
66.0,30
67.0,69
68.0,13
69.0,-39
70.0,-41
71.0,-23
72.0,-12
73.0,47
74.0,35
75.0,14
76.0,10
77.0,12
78.0,5
79.0,4
80.0,35
81.0,28
82.0,18
83.0,7
84.0,11
85.0,-74
86.0,-41
87.0,47
88.0,41
89.0,26
90.0,58
90.5,45
