minute,value
1.0,-7
2.0,-24
3.0,35
4.0,9
5.0,-40
6.0,-22
7.0,-28
8.0,-18
9.0,-53
10.0,-72
11.0,-83
12.0,-54
13.0,-41
14.0,-32
15.0,-23
16.0,-23
17.0,-12
18.0,13
19.0,-34
20.0,-40
21.0,-30
22.0,36
23.0,13
24.0,9
25.0,-33
26.0,-19
27.0,-22
28.0,-34
29.0,-24
30.0,-13
31.0,-11
32.0,-1
33.0,-13
34.0,-25
35.0,-12
36.0,-10
37.0,36
38.0,39
39.0,22
40.0,7
41.0,4
42.0,8
43.0,-4
44.0,-32
45.0,-20
45.5,-58
46.0,4
47.0,3
48.0,2
49.0,-11
50.0,-8
51.0,-17
52.0,23
53.0,-10
54.0,-22
55.0,-21
56.0,-20
57.0,-31
58.0,-21
59.0,-40
60.0,-31
61.0,-40
62.0,-16
63.0,-14
64.0,-15
65.0,-13
66.0,-7
67.0,5
68.0,-11
69.0,-59
70.0,-44
71.0,-38
72.0,-81
73.0,-53
74.0,-45
75.0,-22
76.0,21
77.0,8
78.0,-34
79.0,-18
80.0,15
81.0,-21
82.0,-26
83.0,-15
84.0,-12
85.0,27
86.0,24
87.0,24
88.0,40
89.0,21
90.0,16
90.5,-17
