minute,value
1.0,6
2.0,25
3.0,-22
4.0,-82
5.0,59
6.0,1
7.0,30
8.0,23
9.0,13
10.0,-4
11.0,31
12.0,20
13.0,20
14.0,5
15.0,-6
16.0,13
17.0,54
18.0,26
19.0,6
20.0,12
21.0,17
22.0,56
23.0,76
24.0,59
25.0,40
26.0,48
27.0,71
28.0,39
29.0,19
30.0,30
31.0,7
32.0,-2
33.0,-38
34.0,-36
35.0,-29
36.0,-34
37.0,-5
38.0,-14
39.0,-9
40.0,13
41.0,4
42.0,-18
43.0,-17
44.0,15
45.0,11
45.5,-10
46.0,5
47.0,32
48.0,18
49.0,-22
50.0,-9
51.0,-49
52.0,-25
53.0,-18
54.0,34
55.0,11
56.0,7
57.0,1
58.0,-6
59.0,-40
60.0,-30
61.0,-48
62.0,-73
63.0,-49
64.0,-62
65.0,-35
66.0,-22
67.0,66
68.0,19
69.0,9
70.0,-27
71.0,-19
72.0,-39
73.0,-50
74.0,-50
75.0,-63
76.0,-25
77.0,-20
78.0,-14
79.0,-13
80.0,-49
81.0,-43
82.0,-57
83.0,-43
84.0,-25
85.0,-16
86.0,-14
87.0,-10
88.0,-28
89.0,27
90.0,-13
90.5,-45
