match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,duelWon,totalClearance,ballRecovery,wasFouled,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialLost,aerialWon,duelLost,challengeLost,dispossessed,bigChanceCreated,shotOffTarget,blockedScoringAttempt,outfielderBlock,totalTackle,wonTackle,unsuccessfulTouch,fouls,totalOffside,keyPass,shotValueNormalized,onTargetScoringAttempt,goals,interceptionWon,totalContest,bigChanceMissed,wonContest,goodHighClaim,totalKeeperSweeper,accurateKeeperSweeper,errorLeadToAShot,hitWoodwork
14015396,home,7674,FK Napredak Kruševac,956793,Nikola Bogdanovski,nikola-bogdanovski,F,33,True,9.0,6.0,,,0.0,3.0,4.0,3.0,5.0,2.0,4.0,2.0,,,,45.0,25.0,6.7,7.0,,"{'original': 6.7, 'alternative': 6.6}",0,-0.05,0.3,0.25,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,2,4,66.66666666666666,,,50.0,,,,,,4.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,2.0,,1.0,,,,,
14015396,home,37064,FK Napredak Kruševac,799015,Lazar Zličić,lazar-zlicic,M,23,True,2.0,2.0,1.0,1.0,0.0,,,2.0,2.0,,1.0,,,,,23.0,6.0,6.6,3.0,,"{'original': 6.6, 'alternative': 6.5}",0,0.14,0.0,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,100.0,100.0,,,,,,1.0,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,
14015396,home,7674,FK Napredak Kruševac,998786,Vladimir Miletić,vladimir-miletic,M,95,True,6.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,,,,23.0,10.0,6.6,3.0,,"{'original': 6.6, 'alternative': 6.4}",0,0.01,,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,0,3,50.0,100.0,,,,,,,2.0,3.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,
14015396,home,7674,FK Napredak Kruševac,1102136,Luka Laban,luka-laban,M,14,True,6.0,4.0,,,0.0,3.0,4.0,1.0,2.0,,,1.0,,,,14.0,6.0,6.5,2.0,,"{'original': 6.5, 'alternative': 6.4}",0,-0.05,,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,0,1,66.66666666666666,,,,,,,2.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14015396,home,228024,FK Napredak Kruševac,1109778,Nikola Marinković,nikola-marinkovic,F,20,True,2.0,1.0,,,0.0,,1.0,1.0,1.0,1.0,,3.0,,,,13.0,5.0,6.6,2.0,,"{'original': 6.6, 'alternative': 6.6}",1,0.01,0.08,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,50.0,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,,-0.08,,,,,,,,,,,
14015396,home,241802,FK Napredak Kruševac,1846383,Đorđe Skočajić,dorde-skocajic,F,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015396,home,7674,FK Napredak Kruševac,1147879,Vladimir Savić,vladimir-savic,G,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015396,home,7674,FK Napredak Kruševac,1093731,Dragan Čubra,dragan-cubra,D,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015396,home,369195,FK Napredak Kruševac,1598539,Pavle Mihajlović,pavle-mihajlovic,D,99,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015396,home,5407,FK Napredak Kruševac,807251,Ivan Šubert,ivan-subert,D,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015396,home,374281,FK Napredak Kruševac,1855771,Mateja Gajić,mateja-gajic,M,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015396,away,25736,FK Novi Pazar,1047325,Željko Samčović,zeljko-samcovic,G,1,False,22.0,13.0,13.0,4.0,0.0,11.0,13.0,2.0,9.0,,2.0,9.0,,,,90.0,31.0,6.3,9.0,,"{'original': 6.3, 'alternative': 6.1}",0,0.01,-0.01,-0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,59.09090909090909,30.76923076923077,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
14015396,away,25736,FK Novi Pazar,948696,Jovan Marinković,jovan-marinkovic,D,23,False,37.0,32.0,4.0,1.0,0.0,13.0,16.0,19.0,21.0,4.0,6.0,8.0,,,,72.0,64.0,6.4,9.0,,"{'original': 6.4, 'alternative': 7.1}",1,0.26,0.27,-0.26,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,2,1,86.48648648648648,25.0,66.66666666666666,,,3.0,2.0,2.0,2.0,3.0,,,,,1.0,,2.0,1.0,1.0,1.0,,4.0,-0.14,,,3.0,,,,,,,,
14015396,away,25736,FK Novi Pazar,1981962,Ahmed Hadzimujovic,ahmed-hadzimujovic,D,4,False,52.0,42.0,10.0,2.0,0.0,26.0,27.0,16.0,25.0,8.0,9.0,2.0,1.0,,,90.0,74.0,6.9,10.0,,"{'original': 6.9, 'alternative': 7.6}",0,0.26,0.14,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,6,2,80.76923076923077,20.0,,,,,,,2.0,2.0,,,,,,3.0,5.0,1.0,,2.0,,1.0,,,,3.0,,,,,,,,
14015396,away,5171,FK Novi Pazar,941050,Numan Kurdić,numan-kurdic,D,27,False,53.0,47.0,6.0,4.0,0.0,27.0,29.0,20.0,24.0,5.0,5.0,2.0,,,,90.0,69.0,6.5,7.0,,"{'original': 6.5, 'alternative': 7}",2,0.06,0.17,-0.39,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,5,6,2,4,88.67924528301887,66.66666666666666,,50.0,,,,2.0,3.0,6.0,2.0,,,2.0,,1.0,1.0,1.0,,1.0,,,-0.56,,,1.0,2.0,,1.0,,,,1.0,
14015396,away,25736,FK Novi Pazar,799179,Nemanja Miletić,nemanja-miletic,D,3,False,47.0,39.0,6.0,2.0,0.0,9.0,12.0,30.0,35.0,4.0,2.0,5.0,3.0,,,90.0,81.0,6.6,26.0,,"{'original': 6.6, 'alternative': 6.9}",1,0.47,0.26,-0.26,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,4,2,82.97872340425532,33.33333333333333,7.142857142857142,100.0,,14.0,1.0,1.0,,3.0,,2.0,1.0,,1.0,,,,2.0,,,1.0,-0.06,,,1.0,1.0,,1.0,,,,,1.0
14015396,away,25736,FK Novi Pazar,1147753,Ivan Davidović,ivan-davidovic,M,24,False,43.0,38.0,,,0.0,17.0,17.0,21.0,26.0,4.0,1.0,3.0,1.0,,,79.0,52.0,6.6,6.0,,"{'original': 6.6, 'alternative': 6.8}",1,-0.03,0.27,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,3,2,88.37209302325581,,,,,,,,1.0,2.0,,,,,1.0,,2.0,1.0,1.0,2.0,,,0.02,,,,,,,,,,,
14015396,away,25736,FK Novi Pazar,1102770,Semir Alić,semir-alic,M,14,False,27.0,23.0,1.0,,0.0,7.0,7.0,16.0,20.0,3.0,1.0,3.0,,,,90.0,38.0,6.5,6.0,,"{'original': 6.5, 'alternative': 6.5}",3,-0.15,0.23,0.29,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,5,2,1,1,85.18518518518519,,,,,,,3.0,2.0,4.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,,,,-0.2,,,,,,,,,,,
14015396,away,25736,FK Novi Pazar,1175945,Bob Murphy Omoregbe,omoregbe-bob-murphy,M,7,False,5.0,3.0,,,0.0,1.0,2.0,2.0,3.0,4.0,,1.0,1.0,,,45.0,20.0,6.4,10.0,,"{'original': 6.4, 'alternative': 6.4}",3,-0.07,0.16,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,3,3,60.0,,,50.0,,,,2.0,1.0,5.0,,2.0,,,1.0,,1.0,1.0,5.0,,,1.0,-0.31,2.0,,,2.0,2.0,1.0,,,,,
14015396,away,25736,FK Novi Pazar,1100966,Mihajlo Petković,mihajlo-petkovic,M,21,False,20.0,15.0,2.0,2.0,0.0,4.0,7.0,11.0,13.0,3.0,,5.0,1.0,,,67.0,34.0,7.7,7.0,,"{'original': 7.7, 'alternative': 7.6}",4,-0.03,0.29,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,3,3,75.0,100.0,,100.0,,,,1.0,,4.0,,1.0,,2.0,,,1.0,,,2.0,,1.0,0.56,2.0,1.0,2.0,1.0,,1.0,,,,,
14015396,away,25736,FK Novi Pazar,1003429,Matija Malekinušić,matija-malekinusic,M,17,False,13.0,10.0,,,0.0,4.0,4.0,6.0,9.0,3.0,,3.0,,,,45.0,22.0,6.5,5.0,,"{'original': 6.5, 'alternative': 7}",2,-0.19,0.19,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,3,0,76.92307692307693,,,100.0,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,3.0,0.01,,,,2.0,,2.0,,,,,
14015396,away,3009,FK Novi Pazar,1617764,Ejike Opara,ejike-opara,F,11,False,19.0,14.0,1.0,1.0,0.0,3.0,4.0,11.0,15.0,7.0,,2.0,2.0,,,90.0,36.0,6.7,12.0,,"{'original': 6.7, 'alternative': 7}",3,-0.02,0.23,0.22,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,8,7,4,3,73.68421052631578,100.0,,50.0,,1.0,,5.0,3.0,8.0,,1.0,,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,-0.62,,,,2.0,1.0,1.0,,,,,
14015396,away,5237,FK Novi Pazar,39587,Adem Ljajić,adem-ljajic,M,22,True,52.0,50.0,4.0,4.0,0.0,15.0,16.0,35.0,36.0,3.0,,2.0,2.0,,,45.0,63.0,7.1,7.0,,"{'original': 7.1, 'alternative': 7.3}",0,0.28,0.32,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,2,0,96.15384615384616,100.0,42.857142857142854,,,7.0,3.0,,1.0,,,,,,,,,,1.0,,,2.0,,,,1.0,,,,,,,,
14015396,away,5363,FK Novi Pazar,887054,Samson Iyede,samson-iyede,F,9,True,11.0,5.0,,,0.0,3.0,3.0,2.0,8.0,4.0,,1.0,1.0,,,45.0,21.0,7.5,8.0,,"{'original': 7.5, 'alternative': 7.5}",4,-0.69,0.39,0.22,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,3,2,45.45454545454545,,,100.0,,,,2.0,1.0,4.0,,,,,3.0,,,,2.0,2.0,,,0.54,1.0,1.0,,2.0,,2.0,,,,,1.0
14015396,away,25736,FK Novi Pazar,907763,Abdulsamed Abdullahi,abdulsamed-abdullahi,M,8,True,8.0,6.0,,,0.0,,,6.0,8.0,3.0,,,1.0,,,23.0,18.0,6.9,5.0,,"{'original': 6.9, 'alternative': 6.8}",0,0.42,0.33,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,3,2,75.0,,33.33333333333333,100.0,,3.0,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,2.0,,2.0,,,,,
14015396,away,5149,FK Novi Pazar,1152937,Dragan Bojat,dragan-bojat,D,2,True,10.0,9.0,,,0.0,3.0,3.0,6.0,7.0,,,,,,,18.0,16.0,6.6,3.0,,"{'original': 6.6, 'alternative': 6.6}",1,0.04,0.05,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,90.0,,,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,0.0,,,,,,,,,,,
14015396,away,25736,FK Novi Pazar,1982067,Skima Togbe,skima-togbe,M,16,True,12.0,10.0,1.0,1.0,0.0,1.0,2.0,9.0,10.0,,,,,,,11.0,13.0,6.5,2.0,,"{'original': 6.5, 'alternative': 6.6}",0,-0.21,0.19,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,83.33333333333334,100.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14015396,away,25736,FK Novi Pazar,1023999,Ensar Brunčević,ensar-bruncevic,D,5,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015396,away,25736,FK Novi Pazar,1153954,Veljko Mirosavic,veljko-mirosavic,D,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015396,away,37065,FK Novi Pazar,2189932,Vasco Sumo,vasco-sumo,F,28,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015396,away,25736,FK Novi Pazar,795839,Miloje Preković,miloje-prekovic,G,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015396,away,241802,FK Novi Pazar,927295,Armin Đerlek,armin-djerlek,M,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015396,away,6146,FK Novi Pazar,1910796,Emmanuel Sieh,emmanuel-sieh,F,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
