match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,duelWon,totalClearance,ballRecovery,wasFouled,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialLost,aerialWon,duelLost,challengeLost,dispossessed,bigChanceCreated,shotOffTarget,blockedScoringAttempt,outfielderBlock,totalTackle,wonTackle,unsuccessfulTouch,fouls,totalOffside,keyPass,shotValueNormalized,onTargetScoringAttempt,goals,interceptionWon,totalContest,bigChanceMissed,wonContest,goodHighClaim,totalKeeperSweeper,accurateKeeperSweeper,errorLeadToAShot,hitWoodwork
14015396,home,7674,FK Napredak Kruševac,1937361,Lazar Balević,lazar-balevic,G,84,False,17.0,14.0,8.0,5.0,0.0,11.0,12.0,3.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,90.0,24.0,7.2,3.0,0.206,"{'original': 7.2, 'alternative': 6.6}",0,0.01,0.0,0.13,0.04,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,82.35294117647058,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015396,home,7674,FK Napredak Kruševac,799152,Aleksandar Lutovac,aleksandar-lutovac,D,15,False,20.0,15.0,1.0,,0.0,8.0,10.0,7.0,10.0,6.0,5.0,,2.0,,,90.0,48.0,6.2,12.0,,"{'original': 6.2, 'alternative': 6.9}",4,0.15,0.12,-0.28,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,3,9,4,5,75.0,,25.0,,,4.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,-0.42,,,,,,,,,,,
14015396,home,58689,FK Napredak Kruševac,1102161,Nemanja Đeković,nemanja-dekovic,D,25,False,53.0,41.0,14.0,5.0,0.0,18.0,19.0,23.0,34.0,3.0,2.0,6.0,,,,90.0,69.0,10.0,14.0,,"{'original': 10, 'alternative': 9.1}",3,0.3,0.2,0.65,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,5,2,0,2,77.35849056603774,35.714285714285715,,,,2.0,,2.0,3.0,4.0,2.0,,,,1.0,6.0,,,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,
14015396,home,7674,FK Napredak Kruševac,795871,Stefan Bukorac,stefan-bukorac,D,5,False,27.0,21.0,4.0,3.0,0.0,15.0,21.0,6.0,6.0,3.0,10.0,2.0,,,,90.0,46.0,6.5,7.0,,"{'original': 6.5, 'alternative': 7.3}",0,0.08,0.01,0.24,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,6,3,0,3,77.77777777777779,75.0,,,,,,3.0,3.0,6.0,,1.0,,,,5.0,,,,2.0,,1.0,,,,2.0,,,,,,,,
14015396,home,7674,FK Napredak Kruševac,937992,Nikola Vukajlović,nikola-vukajlovic,D,7,False,23.0,17.0,8.0,4.0,0.0,14.0,17.0,3.0,6.0,5.0,11.0,8.0,,,,90.0,48.0,6.5,10.0,,"{'original': 6.5, 'alternative': 6.5}",0,0.25,0.05,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,7,5,1,4,73.91304347826086,50.0,100.0,,,2.0,2.0,3.0,4.0,7.0,1.0,,,,,,1.0,1.0,2.0,2.0,,,,,,1.0,1.0,,,,,,,
14015396,home,7674,FK Napredak Kruševac,840862,Filip Krstić,filip-krstic,M,4,False,25.0,22.0,2.0,1.0,0.0,9.0,9.0,13.0,16.0,4.0,,3.0,,,,67.0,38.0,6.9,6.0,,"{'original': 6.9, 'alternative': 6.9}",3,0.23,0.01,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,2,2,88.0,50.0,,,,,,1.0,2.0,3.0,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,,,,-0.52,,,1.0,,1.0,,,,,,
14015396,home,7674,FK Napredak Kruševac,943362,Miloš Tošeski,milos-toseski,M,22,False,48.0,32.0,7.0,1.0,2.0,14.0,17.0,18.0,31.0,9.0,,8.0,3.0,,,90.0,73.0,8.3,22.0,,"{'original': 8.3, 'alternative': 8.6}",0,0.51,0.24,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,3,9,6,3,66.66666666666666,14.285714285714285,54.54545454545454,50.0,,11.0,6.0,,3.0,3.0,,,,,,,2.0,2.0,,2.0,,4.0,,,,2.0,2.0,,1.0,,,,,
14015396,home,5143,FK Napredak Kruševac,889448,Stefan Hajdin,stefan-hajdin,M,44,False,17.0,13.0,2.0,2.0,0.0,4.0,6.0,9.0,11.0,4.0,,2.0,2.0,,,45.0,26.0,6.8,6.0,,"{'original': 6.8, 'alternative': 6.9}",1,-0.25,0.03,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,3,0,76.47058823529412,100.0,,,,1.0,,,1.0,,,,,,1.0,,1.0,,1.0,,,1.0,-0.08,,,,,,,,,,,
14015396,home,7674,FK Napredak Kruševac,1153959,Mateja Bubanj,mateja-bubanj,F,9,False,26.0,23.0,,,0.0,9.0,10.0,14.0,16.0,4.0,1.0,3.0,2.0,,,76.0,44.0,6.5,9.0,,"{'original': 6.5, 'alternative': 6.8}",1,0.02,0.14,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,0,9,4,5,88.46153846153845,,,25.0,,1.0,,,,5.0,1.0,,,,1.0,,1.0,,2.0,1.0,,1.0,0.02,,,,4.0,,1.0,,,,,
14015396,home,7674,FK Napredak Kruševac,796223,Andrija Majdevac,andrija-majdevac,F,11,False,13.0,8.0,,,0.0,5.0,8.0,3.0,5.0,1.0,3.0,1.0,,,,67.0,24.0,6.3,9.0,,"{'original': 6.3, 'alternative': 6.4}",2,-0.23,0.17,0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,0,3,61.53846153846154,,,,,,,1.0,1.0,4.0,,1.0,,1.0,1.0,,,,2.0,1.0,,,-0.46,,,,1.0,1.0,,,,,,
14015396,home,7674,FK Napredak Kruševac,267473,Nebojša Bastajić,nebojsa-bastajic,F,12,False,12.0,10.0,,,0.0,1.0,1.0,9.0,11.0,2.0,,1.0,1.0,,,77.0,28.0,6.4,11.0,,"{'original': 6.4, 'alternative': 6.7}",0,0.26,0.1,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,2,3,83.33333333333334,,28.57142857142857,,,7.0,2.0,2.0,,5.0,1.0,2.0,1.0,,,,1.0,,2.0,,,1.0,,,,1.0,,,,,,,,
