match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,keyPass,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,shotOffTarget,dispossessed,blockedScoringAttempt
15280976,away,6216,OFK Petrovac,101141,Marko Roganović,marko-roganovic,D,99,False,35.0,31.0,5.0,2.0,0.0,26.0,27.0,5.0,8.0,0.0,0.0,2.0,4.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.0,55.0,7.0,7.0,0.0,0.0,,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,6,7,2,5,88.57142857142857,40.0,,,,,,
15280976,away,6216,OFK Petrovac,986362,Marko Merdović,merdovic-marko,D,44,False,33.0,25.0,7.0,2.0,0.0,21.0,25.0,3.0,7.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,,,,,,,82.0,41.0,6.3,8.0,0.0,0.0,,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,1,4,75.75757575757575,28.57142857142857,,,,,,
15280976,away,6216,OFK Petrovac,57339,Dejan Boljević,dejan-boljevic,D,33,False,25.0,19.0,4.0,2.0,0.0,11.0,12.0,8.0,12.0,2.0,1.0,2.0,5.0,3.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,85.0,35.0,6.7,8.0,0.0,0.19,1.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,7,2,1,1,76.0,50.0,50.0,100.0,,1.0,,
15280976,away,6216,OFK Petrovac,889063,Stefan Fićović,stefan-ficovic,M,18,False,22.0,17.0,1.0,0.0,0.0,9.0,9.0,8.0,13.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,82.0,28.0,6.9,9.0,0.19,0.0,,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,1,3,77.27272727272727,0.0,,,,1.0,,
15280976,away,6216,OFK Petrovac,1149279,Dragan Miranović,dragan-miranovic,M,22,False,47.0,40.0,6.0,2.0,0.0,24.0,26.0,16.0,20.0,0.0,0.0,3.0,2.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,90.0,56.0,6.4,7.0,0.01,0.0,1.0,"{'original': 6.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,5,13,5,8,85.1063829787234,33.33333333333333,,,,,,1.0
15280976,away,6216,OFK Petrovac,1381384,Nemanja Carević,nemanja-carevic,M,21,False,24.0,15.0,2.0,1.0,0.0,7.0,8.0,8.0,15.0,2.0,0.0,3.0,1.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,35.0,7.1,14.0,0.18,0.0,,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,2,6,62.5,50.0,0.0,100.0,,,,
15280976,away,6216,OFK Petrovac,1030468,Žarko Popović,zarko-popovic,M,4,False,37.0,28.0,3.0,1.0,0.0,14.0,15.0,14.0,22.0,0.0,0.0,1.0,0.0,11.0,6.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,,4.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,,,,,,,90.0,62.0,7.0,15.0,0.28,0.09,3.0,"{'original': 7, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,1,16,6,10,75.67567567567568,33.33333333333333,,0.0,,1.0,1.0,
15280976,away,6216,OFK Petrovac,979046,Nemanja Belaković,nemanja-belakovic,M,11,False,23.0,18.0,1.0,0.0,0.0,7.0,9.0,9.0,12.0,1.0,0.0,2.0,4.0,5.0,9.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,90.0,41.0,6.9,10.0,0.09,0.0,,"{'original': 6.9, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,6,8,5,3,78.26086956521739,0.0,0.0,66.66666666666666,,1.0,,
15280976,away,6216,OFK Petrovac,1046042,Savo Arambašić,savo-arambasic,F,17,False,26.0,20.0,0.0,0.0,1.0,4.0,5.0,16.0,21.0,2.0,1.0,5.0,4.0,18.0,11.0,0.0,6.0,4.0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,90.0,56.0,7.2,18.0,0.33,0.23,2.0,"{'original': 7.2, 'alternative': None}",6.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",29,9,20,7,13,76.92307692307693,,50.0,66.66666666666666,,1.0,2.0,4.0
15280976,away,6216,OFK Petrovac,55534,Aleksandar Kapisoda,aleksandar-kapisoda,D,5,True,7.0,7.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,8.0,9.0,6.3,2.0,0.0,0.0,,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,5,0,0,0,100.0,,,,,,,
15280976,away,6216,OFK Petrovac,1164363,Boban Đorđević,boban-dordevic,F,9,True,1.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,8.0,3.0,6.5,4.0,0.0,0.0,,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,0.0,,,,,,,
15280976,away,6216,OFK Petrovac,800100,Nikola Zvrko,nikola-zvrko,M,7,True,1.0,0.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.0,3.0,6.5,1.0,0.0,0.0,,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,0.0,0.0,,,,,,
15280976,away,6216,OFK Petrovac,355010,Suad Ličina,suad-licina,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15280976,away,6216,OFK Petrovac,1484679,Marko Franeta,marko-franeta,D,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15280976,away,22631,OFK Petrovac,1976042,Đorđe Fabris,dorde-fabris,D,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15280976,away,6216,OFK Petrovac,1218114,Strahinja Tešović,strahinja-tesovic,M,32,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15280976,away,241802,OFK Petrovac,1606688,Nikola Balević,nikola-balevic,M,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15280976,away,6216,OFK Petrovac,959868,Vladan Kordić,vladan-kordic,F,98,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
